897.0007,896.9981,897.0036,896.9632,896.9601,897.0067,897.7842,896.7654,896.8922,896.8201,897.3042,896.9759,897.0776,896.8606,896.8321,897.0236,896.9840,896.9532,897.0938,897.0217,896.9710,896.9575,896.9552,897.0314,897.0447,897.0309,896.9739,897.0265,896.9871
897.0023,896.9932,897.0125,896.8726,896.8669,897.0368,899.9437,896.4850,896.7977,896.3971,898.1339,897.0646,897.3812,896.5853,896.4216,897.0861,896.9491,896.8394,897.3294,897.0769,896.9018,896.8532,896.8472,897.1180,897.1583,897.1108,896.9101,897.0933,896.9563
896.9845,897.0453,896.9164,897.8868,898.2757,897.6686,883.3141,907.7370,902.5769,901.6173,891.3565,900.1147,897.0685,901.4777,901.0426,896.5382,897.4540,898.1405,894.8846,896.5223,897.7227,898.0134,898.1003,896.4355,896.0046,896.3386,897.6250,896.4010,897.3196
896.9640,897.1056,896.8051,899.0414,899.6221,897.6883,862.9822,919.6656,908.6078,907.6069,883.1589,903.0918,896.3026,906.8961,906.3790,895.8665,898.0178,899.6323,892.0322,895.8730,898.6604,899.3531,899.5410,895.5863,894.6611,895.4307,898.4483,895.5930,897.7354
897.1007,896.7053,897.5945,894.3540,920.9230,970.3290,2616.9290,3148.9215,1825.9297,971.8559,1392.6049,1787.4140,1481.0403,1233.7723,897.5159,920.3625,916.0650,900.6559,927.2175,907.4815,904.1820,895.7468,904.4962,944.1486,916.8838,917.7471,896.9137,905.7212,899.9308
897.0035,896.9901,897.0802,899.8140,937.2409,997.1944,1797.6693,1881.3977,1388.5772,949.1886,1136.7707,1326.0081,1167.9865,1080.4063,911.2744,908.9328,908.0858,902.8773,907.0987,900.9215,903.0429,899.3889,903.8407,920.3106,903.7187,905.3758,898.9102,899.8736,899.4445
897.1659,896.5139,897.9464,890.4913,911.1305,956.5063,2894.8475,2255.8088,1819.1335,949.0274,1349.8846,1594.5085,1477.2508,1169.1101,878.0535,919.0411,912.0973,894.3792,933.8786,908.6839,900.2687,891.0080,898.5553,939.1917,920.2553,918.7409,893.8663,907.8271,898.2005
896.9613,897.1162,896.8550,905.6168,938.3898,979.3553,6067.4568,22541.7912,6361.5266,1350.9231,2431.5205,5691.6753,3972.9239,2501.2131,998.6082,963.6525,977.2901,937.9003,944.0215,921.7671,941.3277,919.2555,955.1804,1048.6310,943.8081,953.9112,912.8042,911.4218,916.0752
896.6145,898.1367,894.9397,926.5019,936.7727,911.3781,12239.9571,89386.3005,19228.8636,1915.7221,3569.3110,14184.6798,8220.3297,4763.5114,1174.2652,990.8121,1044.4437,989.6884,923.3536,927.3732,988.1105,956.4828,1020.7009,1128.4954,953.6385,977.0764,936.6241,907.8099,935.8570
896.9708,897.0876,896.8710,902.4687,915.6186,931.8100,7104.2152,11171.1207,5428.3259,1238.3352,2139.1159,4183.9262,3113.8447,2119.2306,976.3198,942.4146,958.5614,926.9441,929.2240,915.2009,931.1516,913.7070,940.2349,1000.9483,932.3437,939.4151,908.7622,907.9805,911.4668
897.3802,895.8854,899.0796,876.6041,878.2804,910.1023,1847.8644,1083.5235,1024.1249,823.2322,1189.1577,1051.8992,1081.6744,893.8135,811.0283,915.1850,893.0907,872.9453,956.2532,911.2928,883.3345,874.1632,875.1385,925.1360,926.4431,918.8768,883.0659,913.4952,890.8491
896.8058,897.5706,895.9514,908.9299,914.3757,906.5200,1239.3942,2403.8381,1564.8887,1029.6921,1037.9310,1458.8566,1251.5833,1187.9801,965.5986,902.0227,916.3955,917.9233,879.0177,895.4011,913.5042,913.2584,920.4843,914.4859,892.9004,898.6481,907.3400,892.1884,904.1845
897.0359,896.8950,897.2013,895.6778,898.3556,904.8485,1468.1602,1637.5142,1292.0664,934.8951,1081.9878,1241.5493,1149.8431,1043.3434,899.0219,905.9882,905.7128,898.9609,908.1820,901.2802,900.6016,897.0552,901.0989,915.9310,905.3569,905.7085,897.2896,900.3944,898.5100
896.7905,897.6163,895.8667,910.8693,912.7077,896.7191,2823.8013,6876.8597,3349.4426,1184.7777,1493.4118,2817.0957,2142.3493,1721.4233,1001.5110,920.9650,943.0684,931.0674,891.7082,903.1112,928.3721,920.7928,939.7912,958.7622,907.8440,916.7035,912.5662,896.6399,910.5140
897.0999,896.7074,897.5521,892.4494,895.5313,907.2942,1852.1478,2116.0415,1487.0193,941.6629,1209.4203,1441.6292,1299.2409,1109.3675,888.4769,912.5105,909.1788,896.8283,920.7398,905.0535,900.4779,894.2013,900.2376,928.6527,912.8883,912.4948,895.6731,903.9871,898.4258
897.1880,896.4496,898.0427,888.7319,892.7798,912.7586,4352.9276,4499.1237,2695.2879,1017.4472,1703.4740,2393.9819,1996.1546,1445.6980,888.4361,930.5878,926.6246,899.4616,945.5767,914.2030,907.1351,893.3017,907.3949,967.0128,931.2315,931.0066,895.6028,911.4990,901.1871
897.1077,896.6860,897.6309,895.3007,913.3116,945.5473,4726.4626,9536.8313,3907.6675,1152.1182,1973.3617,3512.3371,2784.9574,1833.4138,929.9153,946.3754,948.2377,914.8879,948.1407,918.2902,921.2971,903.4687,927.1408,1004.2301,938.4679,942.1611,902.4220,912.2979,907.4214
896.8752,897.3667,896.3358,904.9308,911.9767,912.9241,1054.3704,1598.6410,1226.2699,972.8778,962.2660,1175.8301,1076.3325,1049.8139,938.8863,899.4267,907.8911,909.8142,884.7576,895.5093,906.7713,907.0287,910.9429,905.8478,893.4053,896.9605,903.3701,893.6512,901.2586
897.0734,896.7850,897.4031,893.6675,893.9308,899.1879,1728.8384,2008.9378,1463.4375,945.7021,1170.7135,1399.5746,1275.4063,1101.5055,894.0000,910.5004,908.9630,898.1853,916.0432,903.8665,901.1828,895.6949,901.4871,925.1963,910.5844,910.5677,896.5517,902.7071,898.7526
897.0406,896.8815,897.2252,895.5356,896.2598,899.6793,1642.8874,2004.3079,1478.7233,956.5078,1145.8689,1395.1038,1277.1183,1109.4938,902.4033,909.3725,909.8538,900.5530,911.3330,902.8118,902.7030,897.8391,903.8265,923.6329,908.4342,909.0647,897.8678,901.4034,899.4283
896.6790,897.9437,895.2574,916.5491,918.5843,894.7193,1710.3150,4583.1444,2488.8705,1152.5728,1193.3628,2128.0660,1674.5092,1501.6511,1018.2312,907.5868,933.6013,933.5720,869.1340,895.6117,926.8052,925.1325,939.2079,931.7884,892.9033,902.6740,914.8911,889.8083,909.9182
897.0083,896.9769,897.0562,898.4950,901.5537,905.3825,3326.0989,4917.3040,2762.3892,1073.3208,1545.8904,2411.7940,1947.9804,1506.2322,934.5455,923.9167,931.0716,912.2494,919.0303,908.2225,915.0882,904.8988,919.8506,957.9449,918.7312,922.3551,902.7134,904.1688,904.7107
