799.9175,800.1215,800.1934,800.0557,800.2923,800.8727,805.9504,807.8933,805.6656,808.0434,805.1800,799.9557,802.3632,803.0346,810.3759,799.2942,800.5095,801.3788,802.6227,802.7570,798.3061,802.0317,799.5545,800.8871,805.1314,796.3023,802.0466,798.3369,802.8254,800.1277,800.9442,799.1539,800.2762,799.8954,800.0607
798.6488,802.0119,803.3012,800.9532,807.3467,814.9052,847.2988,872.8044,872.2079,857.5080,848.8861,793.2034,837.5668,803.6201,935.7576,769.3408,803.8610,820.4707,826.7653,825.5204,774.8923,828.7095,786.0786,814.4265,867.4974,741.2107,833.9018,771.7738,844.4134,792.6049,812.1466,784.8949,804.2714,798.0726,800.8026
802.4935,796.8915,797.7939,807.8280,1003.1034,859.1969,1482.3648,1483.9157,1152.5908,1722.7421,1218.8102,990.2673,832.3354,1329.8645,942.7967,1131.1355,871.0150,870.0077,906.4944,962.8250,930.2690,806.2360,939.8638,778.8590,956.5044,980.4971,746.1224,872.9394,752.0480,904.8589,809.1982,842.9722,794.7727,805.5130,800.3195
797.3728,804.3610,808.6461,821.6977,1153.5452,995.0404,18632.7233,23724.0603,5663.1075,35093.5203,10295.5913,1582.7978,1319.0099,10810.6086,13728.1342,3259.8928,1321.1688,1257.8853,2966.6841,3669.8827,800.9663,1397.6677,1584.1888,853.6087,3950.3272,814.3276,900.7205,865.5685,1184.9306,1730.1201,1128.9677,883.5112,830.4561,813.1503,817.1205
802.5375,797.2079,799.8859,811.4131,1110.3497,895.5511,1587.9235,1503.8322,1061.7685,1516.2283,1336.1989,996.6943,869.3356,1227.3642,923.6154,1099.2131,877.9253,887.4884,887.4726,974.8144,982.3650,804.6388,961.2918,778.9937,930.1365,1009.1987,745.3777,873.8734,746.1434,889.7523,802.9250,842.0230,794.2182,805.1575,799.9413
800.3399,799.8084,800.8781,810.4357,983.4283,878.3851,5194.7977,5874.3434,2129.0197,7535.5803,3600.5190,1164.4926,994.4029,3753.4035,3651.5493,1823.6514,1027.2548,981.8774,1587.2902,1828.8327,845.0713,1022.4578,1186.0234,808.3407,1735.4932,892.3025,806.4548,868.6320,910.0426,1214.7887,932.1806,859.2855,809.3251,808.5384,807.1682
797.0219,804.3971,806.9806,801.3439,797.8527,826.6907,848.4879,901.3023,927.7447,858.6282,867.9509,772.9206,877.4512,771.6149,1087.1952,717.4477,802.1483,836.2682,846.8253,838.8946,739.5050,859.6576,760.6882,831.8465,930.3996,672.0061,876.2600,737.8309,898.4826,776.7366,824.3503,765.9393,809.2364,795.5945,801.6226
797.7792,803.3952,805.8279,806.4282,910.0969,865.7878,2784.0609,3330.8154,1764.5838,3960.7482,2175.7045,998.8153,957.7195,2154.4496,2521.7901,1210.0411,925.6978,948.8548,1260.7225,1388.5033,767.9688,973.1471,946.4103,830.7627,1550.5925,740.8169,865.5442,785.8691,948.4906,1000.6339,897.9554,805.2420,813.0288,801.4587,805.5584
803.8715,794.8524,793.7387,818.9622,1258.7534,924.1411,19905.3840,23585.6937,3976.4729,37298.7708,10182.8529,1821.5846,1051.5261,12654.4368,6757.3135,3639.6535,1247.5497,1171.9197,2551.4211,3467.7451,949.3905,1162.1726,1659.2209,783.7063,3035.9021,1210.0410,738.3407,1028.2289,905.6923,1783.3086,1045.5082,966.6632,808.9973,822.2744,812.8347
802.2903,797.0784,796.9269,818.4255,1206.2573,945.6613,17185.5366,21883.7274,4924.7731,37296.8978,9207.8662,1758.0079,1092.5102,12379.0415,8082.8313,3804.2079,1292.0841,1204.8422,2652.9187,3424.2140,905.8681,1215.4397,1633.4023,800.3565,3397.9598,1089.7216,774.9066,984.6612,972.3283,1782.9598,1068.6492,945.7574,814.4167,820.3020,814.0913
