974.1112,973.8746,974.1076,974.0637,973.9084,973.9226,974.3683,974.3431,973.4437
974.0762,973.9141,974.0737,974.0438,973.9373,973.9470,974.2526,974.2356,973.6193
974.1793,973.8019,974.1718,974.1064,973.8591,973.8781,974.6014,974.5672,973.1317
973.8474,974.1761,973.8510,973.9133,974.1331,974.1090,973.4937,973.5297,974.7799
974.0368,973.9657,974.0329,974.0231,973.9833,973.9793,974.1225,974.1182,973.8477
973.8813,974.1366,973.8841,973.9320,974.1033,974.0844,973.6052,973.6324,974.6034
974.0703,973.9241,974.0666,974.0437,973.9477,973.9536,974.2400,974.2299,973.6735
973.8294,974.1940,973.8344,973.9022,974.1438,974.1198,973.4340,973.4726,974.8592
973.8319,974.1946,973.8356,973.9030,974.1489,974.1202,973.4386,973.4760,974.8552
973.8187,974.2108,973.8222,973.9001,974.1608,974.1307,973.4064,973.4542,974.9447
974.0440,973.9542,974.0410,974.0308,973.9696,973.9723,974.1584,974.1575,973.8149
973.8451,974.1820,973.8472,973.9211,974.1389,974.1133,973.5091,973.5602,974.8393
974.0830,973.9424,974.0670,974.0651,973.9963,973.9682,974.2967,974.3099,973.7753
973.9962,974.1002,973.9624,974.0089,974.1857,974.0688,973.9414,973.9672,974.3717
974.0701,974.0547,974.0238,974.2086,974.1336,974.0564,974.5631,974.8152,974.7266
975.9299,972.4477,975.6444,975.7842,973.3808,973.1441,981.7164,982.4235,969.1068
972.5759,986.8797,968.1091,990.0408,992.3506,983.5768,1006.3822,1036.7471,1091.0014
990.7074,979.5476,980.5844,1007.3558,999.8152,980.2117,1081.5390,1121.2531,1063.7465
979.5569,974.0790,976.8709,980.5522,981.0603,974.5093,998.3197,1002.3678,980.7504
1046.2669,1048.3721,983.9159,1010.5888,1246.0680,1024.2419,1129.0474,1092.5130,1115.6791
1255.8807,1126.6129,1038.1134,1525.2514,1558.2093,1134.1043,3873.8302,4105.5321,3070.8622
1455.9825,1245.1530,1072.7866,1940.6764,2224.1483,1274.7151,6824.3473,6971.6533,5852.2897
1483.2810,1483.8246,1029.7770,3854.9793,2025.2548,1457.4527,19062.9622,42066.0394,41475.5567
1778.7247,1371.8963,1151.2600,4596.9089,2167.2939,1420.3843,34966.8973,72216.9625,31545.4627
1820.0626,1629.2007,1120.1157,6485.0501,2447.8647,1619.3351,50590.1120,143156.3763,87824.0994
1956.2872,1452.7527,1205.5835,6652.3044,2443.8585,1509.3769,61770.4797,181980.1104,63267.1793
930.8414,1095.1917,909.8412,1021.6509,1120.0841,1055.5543,957.7423,1101.7054,1968.6447
1321.7832,1078.0378,1075.2244,1593.2585,1776.5347,1087.5937,3982.6138,5231.0062,3266.1101
1036.3562,1404.3581,858.4983,1669.8871,2025.0368,1294.4828,2365.4251,4312.7769,16849.8660
1541.0435,1342.0786,1079.7510,3878.1087,2209.8351,1360.9292,19070.3936,48021.8158,34538.4351
1952.6360,1567.8688,1142.3334,5742.3282,2575.0379,1594.8672,54585.4447,115231.5403,60880.3123
1994.8205,1448.4566,1309.0444,7552.2131,2212.2319,1446.9279,70337.7696,254365.2715,42557.9533
2650.5914,1679.9983,1162.0440,4820.6925,7722.3481,1802.8214,39253.3041,65344.2854,82379.2385
972.6016,1203.6812,889.5220,1298.0052,1313.3574,1147.1273,1731.7795,2275.9813,5220.3645
1194.4352,1411.5867,966.4318,2410.4389,1672.3342,1313.0839,5956.3128,11949.1447,15643.2607
1290.6441,801.8889,1218.8822,1361.4049,940.7716,879.4610,3351.6297,4148.3400,668.6762
1498.9395,1375.0537,1002.7744,2099.1395,3064.7892,1384.3806,5988.8604,8503.5475,15410.0547
1207.3361,1152.9579,1042.1449,1998.3250,1472.8811,1134.2667,4511.0627,9293.5147,6366.1532
926.0034,1125.7067,894.1139,1027.4120,1179.9231,1080.1274,952.1782,1085.2809,2378.5803
1268.4971,904.5668,1153.3500,1614.0898,1056.2323,961.4074,4413.8881,6451.2781,1626.6248
871.8058,1152.9611,858.8494,973.5219,1141.8594,1088.3207,775.2609,868.7085,2515.9076
1208.5146,912.5481,1117.9336,1463.4689,1034.0594,961.2475,3429.1508,4631.2917,1494.7000
915.4150,1092.3778,900.6409,1000.5583,1101.5082,1052.5062,899.9528,1010.5578,1971.2873
994.2285,996.0757,974.7006,1054.8175,1026.7862,994.7661,1208.6828,1326.6003,1335.5639
1062.4199,949.9947,1028.1376,1156.9243,1004.8127,970.2756,1681.0293,1966.5765,1253.5836
950.9839,1011.2967,947.6080,977.5456,1008.7181,998.5257,935.8068,968.0290,1217.5800
986.2741,975.0349,979.7288,1004.9847,985.0485,976.9554,1073.2364,1111.0687,1057.3116
967.7546,991.9637,963.8139,984.9053,995.6936,986.5728,983.8177,1010.5961,1105.1279
1032.6799,945.6550,1016.0201,1059.9759,978.7602,961.0835,1318.9633,1413.1365,991.4719
1009.3968,1028.0542,971.9791,1147.7550,1089.0883,1021.1341,1436.8976,1788.2726,1858.6334
962.3048,1033.5187,944.7834,1013.2752,1064.5962,1017.0193,1021.6129,1103.5356,1462.2705
1025.5562,955.5524,1007.3743,1070.7945,985.9643,968.6110,1337.8400,1455.2041,1096.6417
979.4108,983.6936,973.0307,1000.0964,992.8036,982.2445,1043.5293,1082.9488,1092.7520
968.2896,991.2519,964.0784,987.1864,994.9036,986.3413,992.4729,1020.4383,1113.1849
993.5500,960.3252,989.4973,998.7869,969.5588,966.8025,1074.1139,1092.9318,956.9934
976.7467,980.1306,972.9664,989.4803,985.4787,979.1511,1014.2367,1038.0835,1047.6250
