999.7807,998.4538,1011.9656,991.8593,1007.3099,1005.8373,996.1354,996.7496,1005.7230,999.9472,1000.1728,1000.8179,996.1931,998.8169,1002.7279,1000.4775
1000.9514,1007.8477,960.7770,1049.6110,973.7911,988.6967,1026.2354,1015.0754,977.4219,1002.1302,1000.7623,998.3013,1017.5224,1008.1656,990.9811,998.7836
1000.2708,1012.3886,1082.4497,1272.9709,1048.7889,1260.2929,1128.8334,1016.4037,1017.0738,1035.2632,1025.2307,1030.4168,1024.1961,1057.5874,1042.2092,1014.3031
1007.0744,1139.0489,1314.6220,3293.6100,1209.6307,2419.1931,2813.2067,1205.0337,965.8765,1218.4065,1165.1311,1177.9495,1259.7681,1422.0198,1191.5255,1073.6403
999.5092,1292.0096,6679.4898,136964.1368,4973.6880,163613.0766,18698.3153,1607.3921,2295.1872,3699.5698,2766.1601,3295.6137,2312.3773,6770.5401,4722.4868,1887.8529
989.0459,931.6270,1945.0965,933.2744,1518.9737,1915.6111,965.8667,865.1925,1369.6704,1056.6937,1050.1465,1095.3887,858.3732,1031.0844,1231.3409,1049.4753
1011.2611,1149.4244,1039.8099,6982.4396,1081.2845,3897.5096,3481.4661,1305.1827,908.4191,1375.0185,1258.5518,1281.7603,1465.8827,1741.7964,1296.1019,1120.6282
998.4973,1038.2657,1567.7163,3005.0977,1429.8142,3306.7670,1832.6389,1060.5046,1181.9534,1237.2217,1177.7865,1219.8362,1107.0191,1404.5775,1320.6904,1100.5146
990.5507,941.1727,1826.3402,1059.6576,1475.7887,1988.0385,1038.5846,886.1477,1329.1570,1073.9743,1062.0290,1105.4801,887.6586,1068.2734,1231.2041,1053.1323
1007.0099,1071.3931,854.6949,2378.7748,916.5148,1607.3993,1624.6229,1146.4250,889.0540,1114.3445,1075.5083,1072.9048,1203.1131,1230.0856,1050.6456,1030.8122
1005.3411,1132.4093,1696.0844,9155.1622,1570.6876,7208.0182,4206.0626,1253.5794,1144.2763,1555.4097,1398.8500,1470.9535,1424.9219,2057.2927,1608.1368,1202.7493
990.2294,962.1017,2241.8803,2086.4019,1743.2515,3960.3640,1417.9380,923.6327,1443.9346,1224.2090,1169.5638,1242.5865,958.3891,1309.8609,1448.5016,1116.0128
1006.5392,1064.9037,803.9888,1674.2430,878.0961,1117.5984,1350.6831,1123.8255,870.1995,1045.8452,1029.1128,1016.2247,1148.2610,1112.2534,975.9466,1004.3823
994.9436,964.8539,1314.0099,856.9772,1186.7843,1183.4358,928.4922,929.2633,1142.8465,1004.4424,1007.9512,1023.9206,919.3953,982.1996,1071.6028,1013.3677
1003.7536,1054.4305,1094.9591,2730.7270,1087.6607,2280.7137,1775.1890,1110.0912,996.2210,1174.0518,1121.8248,1138.9930,1174.2728,1315.4841,1166.0746,1062.2463
998.6569,1019.1647,1469.7614,2379.4515,1314.1254,2747.7277,1692.4900,1034.3936,1146.9349,1191.5945,1140.7686,1178.1350,1085.5139,1313.5125,1265.1688,1081.7882
1000.3915,1043.3561,1489.6615,3889.4001,1347.2017,4048.2648,2105.7386,1090.3576,1149.9304,1298.9688,1210.7626,1261.6862,1182.5392,1508.0394,1375.1840,1119.4804
