917.0159,917.0558,916.6360,916.1447,920.1916,917.7255,921.6629,918.1849,910.8130,917.7448,926.3353,912.7221,918.1014,912.8832,919.7662,922.3425,921.0022,914.2543,919.0784,918.2943,909.9482,917.9851
916.9330,916.7661,918.5687,920.6622,907.9206,917.9017,901.4321,922.6288,958.2565,920.8397,879.4972,937.0885,913.5505,938.7583,907.1811,898.6829,907.3613,930.0837,909.7276,913.0532,950.2922,916.5428
916.9946,916.9917,917.4399,917.9138,965.1606,949.5525,960.7033,1109.0362,1213.2555,1030.0314,925.6278,948.0661,935.0956,995.5812,944.9203,980.7816,1043.5880,937.6829,942.5554,944.0753,973.6955,980.9055
916.5539,915.5125,929.8374,945.6156,1278.1873,1293.0686,1116.3966,2006.4191,3588.6237,1875.9160,741.8647,1269.6302,1016.8189,1635.3580,1024.4473,1209.0161,1413.1999,1128.2964,1013.2232,1028.4771,1570.9018,1353.6040
917.1854,918.0885,920.2780,920.9124,4962.4270,2307.3744,3562.9400,61728.7187,251656.4898,21628.9532,1681.6674,2964.8059,2103.6351,10898.3456,3144.1196,8438.7748,23974.3560,1864.2499,2895.3101,2871.1397,6047.6246,8261.1357
917.7948,919.8045,899.1979,875.6130,1155.5626,979.0463,1263.7616,1248.5458,973.5615,1164.4474,1549.9940,761.8464,1005.1631,838.3238,1118.1213,1371.6035,1363.0350,809.9838,1076.3720,1033.7091,687.1218,1083.0881
916.2299,914.3920,936.7138,962.8665,1237.1225,1183.3009,1041.3349,2878.0185,8094.4808,2432.5705,621.5478,1530.4151,1051.2907,2311.5254,1056.1399,1297.9667,1757.5995,1244.9468,1068.2994,1106.6637,2228.7536,1619.4780
917.1306,917.5210,915.3789,912.2667,1315.3207,1122.3230,1199.0811,2504.3411,3394.1820,1716.3261,1074.1658,1085.3355,1051.5552,1422.5503,1151.0838,1430.5629,1884.7528,1008.6133,1118.5931,1108.8984,1219.5549,1379.8986
917.6864,919.4258,901.5874,881.1773,1154.1697,976.1576,1222.2239,1314.7121,1126.1966,1201.6848,1450.7942,798.0879,1006.1977,896.0297,1112.2053,1357.3358,1373.6849,831.8259,1074.3398,1035.5726,743.0503,1108.3347
916.5101,915.3123,928.9058,944.8684,956.1369,978.2055,894.6032,1401.7921,2374.4770,1299.7690,695.0214,1164.0005,941.2794,1353.7916,918.4375,952.4186,1110.1875,1060.5232,933.6853,958.7262,1390.4882,1100.2501
916.6624,915.9450,927.3313,939.9394,1656.3149,1345.3135,1312.3492,4766.6570,11696.9283,3221.5676,854.8892,1531.9070,1175.1283,2608.5404,1299.3413,1853.1225,2763.8606,1235.5245,1267.1677,1275.1041,2185.8131,2048.4214
917.7221,919.5880,901.4610,880.4957,1373.0839,1064.4578,1423.8628,2340.5800,2427.7907,1738.5446,1555.8266,891.0601,1087.0608,1179.7649,1259.1567,1735.1471,2106.6365,886.2061,1205.0438,1163.3007,902.8151,1407.6310
916.5401,915.4046,928.1371,942.9334,908.8397,965.6987,849.7476,1113.3601,1556.7455,1053.8416,696.0875,1096.4691,911.0685,1157.6537,877.1278,851.5091,942.3250,1029.5939,890.3663,912.4339,1232.4715,973.3301
917.3642,918.2786,908.6926,897.6105,997.8409,933.6248,1032.8525,968.4090,819.0916,949.6608,1157.9353,827.8150,945.3228,838.2382,987.1686,1058.4749,1030.4047,858.0260,970.2646,951.4134,775.7212,949.9506
916.7460,916.1519,923.6317,932.2321,1078.9166,1021.4180,1011.5371,1764.2446,2915.1895,1526.1389,821.0751,1139.6480,988.3419,1423.2329,1007.7401,1144.5537,1375.0408,1040.4714,1009.4594,1022.4854,1351.4029,1234.1640
917.1123,917.4402,915.2647,912.4973,1197.3863,1050.7582,1148.3405,1915.6378,2654.1635,1613.3595,1041.5851,1039.1318,1026.3280,1326.2343,1096.8839,1344.8470,1578.7195,979.0264,1078.3718,1069.7730,1160.0449,1301.7967
916.9957,917.0536,918.2600,919.4122,1266.7987,1080.8416,1215.7390,2623.2541,4482.7107,2041.5560,996.5299,1157.6910,1066.6892,1646.2215,1153.3267,1498.3994,1960.1831,1042.6877,1138.6019,1141.1726,1409.2364,1504.4549
