839.0000,838.9998,838.9951,839.0261,838.9876,839.0716,838.6895,839.3208,838.8579,838.8907,838.9682,839.0965,839.0460,839.0680,838.9566,838.9185,839.0630,839.0086,839.0039,839.0061,839.0170,839.0299,839.0126,838.9792,838.9825,838.9848,838.9907,839.0111,839.0023,838.9940,839.0039,839.0156
838.9999,839.0005,839.0136,838.9275,839.0347,838.8014,839.8663,838.1149,839.3996,839.3085,839.0923,838.7344,838.8734,838.8114,839.1205,839.2276,838.8259,838.9764,838.9896,838.9835,838.9529,838.9171,838.9650,839.0580,839.0487,839.0423,839.0260,838.9692,838.9938,839.0167,838.9893,838.9567
839.0000,838.9997,838.9914,839.0472,838.9898,839.1305,838.5002,839.5816,838.7637,838.8083,838.9477,839.1729,839.0817,839.1205,838.9233,838.8564,839.1117,839.0152,839.0070,839.0107,839.0302,839.0530,839.0224,838.9631,838.9691,838.9731,838.9836,839.0198,839.0040,838.9895,839.0070,839.0277
838.9994,839.0037,839.1072,838.4807,839.6361,837.6974,848.1571,834.5419,844.5620,843.5715,841.4714,838.0046,838.4802,837.5864,840.0011,841.2683,837.9815,838.9169,839.0456,839.0123,838.7225,838.3858,838.7768,839.4992,839.4135,839.3748,839.2851,838.8236,838.9932,839.1811,838.9749,838.6913
838.9961,839.0247,839.7136,836.4327,853.3376,834.3932,963.9400,855.0314,923.8081,904.0889,883.2693,848.5707,842.8250,830.8562,846.3662,861.4059,837.5779,839.9982,841.2273,841.2318,838.5967,835.5840,838.3235,842.9272,842.1932,842.1185,842.1220,838.8478,839.5941,840.9488,839.7474,837.4641
839.0102,838.9363,837.2149,852.3221,867.4922,885.7082,971.4929,1404.1891,1124.3203,1059.2708,1017.0163,1007.2984,912.7267,873.2008,828.6573,863.3330,905.2780,854.1365,855.2668,857.9671,856.3984,854.8038,849.8488,836.0948,835.8243,838.0916,844.9226,850.9102,844.7213,842.5287,847.3259,848.6389
839.0010,838.9998,839.3163,862.5333,969.5985,1105.3750,9281.6555,27642.9331,23762.7509,27679.9559,18937.6918,7494.9130,2762.0882,1036.0207,977.7134,2521.7473,2073.1120,1137.1532,1211.3804,1268.3131,1107.9585,940.7181,985.0710,956.3201,917.5254,947.4663,1062.4488,1024.1592,954.0034,976.3740,999.6294,928.0883
839.0183,838.8883,836.0284,871.9617,908.4826,1047.3117,4282.3161,19359.5575,11818.5420,11119.2006,6968.7115,4324.6480,1990.2946,1018.7890,898.4743,1776.6058,1671.2647,1038.4177,1082.6487,1121.1252,1028.3705,928.0315,944.6535,901.3261,877.3532,901.2897,980.7672,969.1652,916.7955,925.5293,948.5988,908.6880
838.9618,839.2409,845.9162,804.1871,866.0656,752.0823,1607.8431,605.7822,1297.4473,1242.7343,1057.8286,799.4545,816.6803,753.9613,907.1372,1010.1218,783.4312,836.0564,844.8488,843.1607,823.4656,801.1228,825.9625,872.7895,866.6377,864.3459,859.3842,829.2294,839.5305,851.9156,838.6924,820.1014
839.0160,838.8993,836.1403,855.4891,838.2481,890.5119,765.0298,1276.4471,912.0462,939.8813,959.9503,990.5334,906.2057,885.7613,817.6228,826.4133,906.0366,852.2003,851.2681,853.9320,856.5747,859.8054,850.6420,830.0872,830.9557,833.1761,839.7462,850.8265,843.6213,839.3732,845.8637,850.8366
838.9853,839.0929,841.6636,825.6890,853.1907,805.5841,1114.5393,762.3697,1022.5641,991.0570,921.8740,826.9689,832.1107,805.4270,864.8503,903.6460,818.4809,838.2641,841.7620,841.1910,833.3540,824.3535,834.1601,852.0419,849.6765,848.8802,847.1652,835.4865,839.3771,844.1613,839.1340,831.7886
839.0133,838.9169,836.6531,853.9325,850.0723,891.8117,922.3948,1445.8311,1088.2405,1116.0837,1102.1817,1062.6856,937.3256,883.5844,825.3761,865.4155,924.8779,858.5446,859.7503,863.4334,861.4199,859.3392,853.0302,835.1369,834.7482,837.5117,846.2394,854.3142,846.3139,843.4434,849.5281,851.5051
839.0043,838.9730,838.2486,844.6397,846.1542,864.4117,1003.1830,1295.9042,1165.5637,1172.4090,1104.4948,1023.4823,920.8270,860.4067,839.5928,895.0152,903.1269,855.8653,858.6999,861.7307,855.8916,849.3726,848.9369,842.0698,840.4836,842.5892,849.5114,850.7256,845.6509,845.5220,848.3452,846.3711
838.9955,839.0287,839.8529,836.9776,851.9976,850.6359,1278.2684,1451.3591,1537.2121,1577.8872,1400.0705,1143.8171,969.7964,846.6719,860.3532,986.7587,928.0583,866.3646,873.9138,878.4059,862.3638,844.3025,851.5284,854.4154,849.8637,852.6660,862.8209,855.5566,850.2809,853.8885,854.5116,845.4143
838.9965,839.0220,839.6404,836.7526,848.1618,838.7826,1004.9655,994.3619,1052.1491,1062.3784,1014.9884,929.5959,878.0322,836.6324,849.2390,893.1537,863.6399,847.4333,850.2815,851.5281,845.4992,838.6258,842.2303,845.6230,843.8943,844.6450,847.5627,843.6851,842.5795,844.3702,843.8772,839.9983
839.0068,838.9570,837.7757,845.6792,836.5386,857.8790,772.9279,940.8168,818.0200,825.9513,842.3153,871.1191,853.9217,856.7344,828.5054,821.8243,857.4182,841.8539,840.8308,841.4974,843.9344,846.8027,842.5371,834.0628,834.8022,835.4546,837.2076,842.2551,839.8514,837.8373,840.3725,843.1548
839.0064,838.9606,837.9067,847.2587,845.0215,878.6689,1079.5154,1675.3490,1422.1945,1478.0400,1357.7582,1189.0402,987.3547,873.9419,842.4894,946.8619,953.9763,869.2315,874.7153,880.0047,868.7795,856.1382,856.3146,845.7236,842.6171,846.2736,858.5338,859.6795,850.9284,851.1571,855.7311,851.4978
838.9993,839.0053,839.2041,841.9651,857.2937,875.4658,1493.9218,2066.8527,2006.5753,2096.4708,1797.5410,1380.5184,1065.2629,867.6643,862.5773,1055.6164,999.5878,884.8395,895.7979,903.6519,880.4776,854.5676,862.0235,858.5674,852.1435,857.1357,874.7677,868.1043,857.5223,861.3027,864.6642,852.9479
838.9981,839.0129,839.4055,839.6276,850.2331,860.4218,1293.3224,1671.3405,1669.4553,1710.9358,1495.0575,1217.5773,999.7897,856.3923,858.7204,1003.3711,952.9947,872.3309,880.6727,886.2823,868.6990,848.9259,855.3317,854.5630,849.5872,853.2222,865.9521,859.9050,852.5717,855.8030,857.7749,848.4741
838.9990,839.0069,839.2316,840.3763,849.7803,860.0830,1199.7112,1547.2777,1519.0373,1574.5518,1412.9795,1176.8660,981.4026,856.0583,855.2364,981.1256,941.3041,868.6094,875.8574,880.7374,865.6278,848.5571,853.7117,852.1604,847.8723,851.1075,862.4684,857.7260,851.0181,853.6477,855.6582,847.7624
838.9964,839.0230,839.6695,836.4511,844.4938,839.0248,1032.3100,1071.4741,1132.0296,1133.8641,1055.8391,956.8225,890.7352,838.0605,850.8526,906.8631,872.8879,850.1814,853.7033,855.4845,847.9671,839.4307,843.5994,846.9120,844.7328,845.8285,849.8232,845.4186,843.7090,845.7674,845.4304,840.7854
838.9989,839.0070,839.2044,838.2492,840.9025,839.2508,898.9825,912.7047,927.5380,928.3110,906.1412,876.4429,855.6698,838.8638,842.7003,860.2256,850.0094,842.6128,843.7273,844.3053,841.9229,839.2085,840.5098,841.4930,840.8040,841.1593,842.4527,841.0902,840.5199,841.1611,841.0761,839.6115
839.0003,838.9982,838.9537,839.6350,840.3452,843.4022,887.0737,942.3501,929.9313,934.6769,915.2216,888.2796,860.9309,842.7665,840.7503,858.6094,855.3780,843.6556,844.6663,845.4539,843.3500,840.9651,841.4662,840.6636,840.0646,840.6018,842.4308,842.0495,840.8787,841.1410,841.6125,840.6053
838.9986,839.0088,839.2532,837.8968,841.6238,837.0399,880.5955,858.9324,881.5600,878.5848,867.1688,850.5770,844.0922,836.5961,842.0033,850.4174,841.2219,840.1543,840.7692,840.9199,839.5831,838.0522,839.1676,840.7294,840.3433,840.4067,840.7193,839.4548,839.5343,840.0786,839.7056,838.7030
838.9989,839.0068,839.1967,838.1274,840.6763,837.4609,869.3672,856.6171,873.5299,872.5191,863.4757,849.8712,843.6750,837.2264,841.4106,848.6246,841.2961,840.0574,840.5746,840.7128,839.5992,838.3197,839.2108,840.4094,840.0844,840.1514,840.4570,839.4559,839.4795,839.9148,839.6376,838.8191
838.9997,839.0018,839.0530,838.7400,839.2243,838.4483,845.4954,841.4953,846.1141,845.9579,843.8897,840.8507,839.8006,838.4519,839.6030,841.1269,839.2729,839.1855,839.3009,839.3236,839.0700,838.7779,839.0058,839.3399,839.2652,839.2718,839.3155,839.0583,839.0887,839.1988,839.1148,838.9192
838.9994,839.0037,839.1064,838.4465,839.4342,837.5214,846.8716,833.1424,843.1628,842.3036,840.4545,837.3733,838.2050,837.5519,839.9663,840.9838,837.7820,838.8577,838.9710,838.9296,838.6695,838.3664,838.7476,839.4722,839.3941,839.3492,839.2372,838.7860,838.9689,839.1514,838.9410,838.6741
838.9988,839.0078,839.2216,837.8337,839.6686,835.9170,855.5090,828.5041,849.2414,847.8239,843.4818,836.5435,837.7750,836.0447,841.0592,843.5393,836.7772,838.7956,839.0521,838.9832,838.3954,837.7118,838.5214,840.0225,839.8455,839.7623,839.5646,838.6130,838.9726,839.3600,838.9278,838.3500
839.0008,838.9948,838.8516,839.8346,838.8088,841.5369,834.4269,858.1018,843.1596,844.3640,844.8750,846.3457,842.3676,841.3585,837.8809,838.3962,842.3699,839.6819,839.6359,839.7730,839.9047,840.0652,839.6005,838.5375,838.5810,838.6985,839.0421,839.6105,839.2400,839.0210,839.3560,839.6095
838.9991,839.0056,839.1622,838.2072,839.7547,837.2887,858.4328,845.2946,859.6493,859.1051,853.0827,844.0792,841.1704,837.2845,840.8177,845.2690,839.6352,839.5086,839.8488,839.9073,839.1603,838.3000,838.9875,840.0161,839.7957,839.8095,839.9204,839.1408,839.2475,839.5800,839.3185,838.7342
839.0008,838.9950,838.8594,839.8829,839.1262,842.3159,847.1834,882.2631,865.8922,867.9272,863.3236,857.9601,847.5557,842.0168,838.4804,843.5114,846.1399,840.7913,841.0115,841.3343,840.9063,840.4303,840.1570,839.0279,838.9107,839.1519,839.9214,840.3158,839.6926,839.5704,839.9823,839.9425
