-0.7603,0.2035,-0.0412,-0.0683,0.0071,-0.0128,-0.0052,-0.0011,-0.0004,-0.0000,0.0000
-0.1164,-0.1424,0.2530,0.0794,0.0678,0.0648,0.0484,0.0245,-0.0000,0.0014,0.0000
0.1663,-0.0677,-0.0412,-0.1233,0.0481,-0.1167,0.0565,0.0273,0.0014,0.0000,0.0000
0.0259,-0.2173,0.0162,-0.0091,0.1044,-0.0180,-0.0683,-0.0434,0.0109,-0.0021,0.0000
0.2758,0.3052,-0.1007,-0.0664,0.0473,0.0711,0.0415,-0.0452,0.0014,0.0006,0.0000
-0.0239,-0.3492,-0.0890,-0.1679,-0.0978,0.0650,0.0056,0.0025,-0.0007,-0.0009,0.0000
-0.0273,-0.1037,-0.2595,0.2365,0.0093,0.0049,0.0057,0.0196,-0.0001,0.0030,0.0000
0.0256,0.0608,0.0980,0.1288,-0.1141,-0.0403,0.0253,-0.0321,0.0115,-0.0059,0.0000
0.0754,-0.0215,0.0796,0.0284,-0.0272,-0.0361,-0.0183,-0.0356,-0.0282,0.0033,0.0000
0.1871,0.1719,0.0007,-0.0028,0.0113,0.0232,-0.0452,0.0565,-0.0082,-0.0084,0.0000
0.1718,0.1603,0.0843,-0.0354,-0.0564,-0.0050,-0.0460,0.0269,0.0123,0.0091,0.0000
