-0.2290,0.3557,0.1038,0.0175,0.0743,0.2438,0.0215,0.0003,0.0005,0.0000
-0.7301,0.1397,-0.1419,-0.0384,0.0804,-0.1277,-0.0274,0.0093,-0.0032,0.0000
0.0524,-0.0403,-0.2999,-0.1146,-0.1467,0.0414,0.1064,-0.0047,0.0055,0.0000
0.2846,0.0702,0.1188,-0.0906,0.1570,-0.0979,0.0801,-0.0443,-0.0025,0.0000
0.1831,0.1827,0.1576,0.0121,-0.0117,-0.0875,0.0116,0.0463,0.0186,0.0000
0.2112,0.2116,-0.0838,-0.0040,-0.0692,-0.0004,-0.1512,-0.0385,0.0065,0.0000
-0.2859,-0.1914,0.2851,0.0504,-0.2046,-0.0294,0.0184,-0.0166,-0.0063,0.0000
0.1873,-0.0613,-0.1382,0.3467,0.0359,-0.0185,0.0256,0.0035,-0.0053,0.0000
0.3602,0.0551,-0.0045,-0.1273,-0.0175,0.0051,-0.0407,0.0393,-0.0200,0.0000
-0.0337,-0.7219,0.0031,-0.0518,0.1022,0.0711,-0.0444,0.0054,0.0063,0.0000
