-0.4502,0.0360,0.0149,0.1883,0.1252,-0.4528,0.0777,0.1642,-0.0576,0.0117,-0.0270,0.0218,-0.0011,-0.0092,0.0000
-0.5057,0.2249,-0.0861,-0.1575,-0.1744,0.1253,-0.3545,0.1016,-0.1568,-0.0305,0.0016,0.0010,-0.0103,-0.0070,0.0000
-0.5960,0.6859,-0.2560,0.0228,0.0190,0.0996,0.1842,-0.1336,0.0996,0.0424,0.0169,0.0017,0.0115,0.0068,0.0000
0.4042,0.3093,0.1749,0.1106,0.1711,-0.0929,-0.1283,-0.1215,0.0034,-0.1333,0.0165,-0.1216,-0.0530,-0.0266,0.0000
0.2395,-0.1048,-0.1499,-0.1293,-0.3063,-0.1570,-0.0100,-0.0517,0.1303,-0.0447,0.0487,0.1012,-0.0767,-0.0268,0.0000
0.2934,-0.0745,-0.2511,-0.2349,-0.0641,-0.0086,0.1358,0.1790,0.0262,-0.0246,0.1227,-0.1000,0.0603,-0.0095,0.0000
0.2208,0.0499,0.1402,-0.2688,-0.1143,0.0595,0.2777,0.0057,-0.1321,-0.0094,-0.1606,-0.0209,-0.0314,-0.0018,0.0000
0.1180,0.1384,0.5789,-0.0042,0.0186,0.0936,-0.0181,0.1139,0.0681,0.2049,0.0641,0.0039,-0.0380,0.0211,0.0000
0.2051,-0.3126,-0.4313,0.0790,0.0408,-0.0424,-0.1018,-0.1286,-0.0565,0.2386,-0.0327,-0.0493,-0.0110,-0.0081,0.0000
0.4762,0.1527,0.0255,0.1564,0.1460,0.1430,0.0077,0.0134,-0.0721,-0.0040,0.0072,0.1162,0.0619,-0.0749,0.0000
-0.3548,-0.4554,0.1043,0.1169,0.0548,0.1117,0.1603,-0.1216,-0.1583,-0.0710,0.1278,0.0195,-0.0285,0.0249,0.0000
-0.1125,-0.1491,0.3749,-0.0897,-0.1870,-0.1569,-0.0923,-0.1859,0.0418,-0.0079,-0.0253,-0.0082,0.1083,0.0128,0.0000
-0.2423,-0.3231,-0.0430,-0.3479,0.4136,0.0666,-0.0865,0.0142,0.1317,-0.0489,-0.0499,0.0343,-0.0058,0.0066,0.0000
-0.2387,-0.3384,-0.0023,0.4004,-0.1586,0.2093,0.0107,0.1057,0.1411,-0.0600,-0.0841,-0.0494,-0.0007,-0.0175,0.0000
0.5430,0.1608,-0.1938,0.1580,0.0155,0.0020,-0.0626,0.0452,-0.0090,-0.0636,-0.0258,0.0498,0.0145,0.1091,0.0000
