0.7828,0.7674,0.5860,0.6073,0.7807,0.5619,0.8210,0.4853,0.7123,0.6150,0.6555,0.8042,0.4431
0.7223,0.7689,0.6457,0.6193,0.3899,0.6088,0.6801,0.3791,0.4573,0.5567,0.5207,0.4914,0.6360
0.8499,0.5273,0.5869,0.5002,0.5307,0.3033,0.5324,0.2178,0.5693,0.3816,0.4803,0.4340,0.4578
0.6024,0.6264,0.6875,0.7268,0.5350,0.5635,0.4719,0.4146,0.6080,0.5563,0.5997,0.4084,0.6216
0.6659,0.6613,0.4550,0.4358,0.5882,0.4892,0.8131,0.4641,0.5156,0.4988,0.4622,0.8090,0.4559
0.4313,0.6712,0.7233,0.6564,0.5487,0.6727,0.5519,0.7272,0.6744,0.6206,0.5694,0.4081,0.7727
0.5030,0.7622,0.8377,0.8168,0.7192,0.8505,0.6708,0.7713,0.7256,0.8431,0.7561,0.5737,0.8489
0.5478,0.2770,0.3438,0.3444,0.2883,0.3456,0.3958,0.1442,0.2139,0.3185,0.3766,0.3292,0.2924
0.8159,0.6723,0.6301,0.3346,0.5359,0.4828,0.8704,0.3709,0.4501,0.4187,0.3181,0.7410,0.6424
0.8585,0.5614,0.4916,0.7100,0.8289,0.6837,0.7498,0.6165,0.7012,0.7228,0.6704,0.6944,0.6434
0.7421,0.4991,0.8003,0.7670,0.8181,0.9130,0.7886,0.7343,0.6740,0.8894,0.8251,0.6605,0.8696
0.6369,0.7006,0.4686,0.6218,0.7257,0.6032,0.6316,0.7423,0.7005,0.6290,0.5237,0.7892,0.5153
0.4613,0.8142,0.8818,0.8909,0.8780,0.8518,0.5200,0.7105,0.8844,0.8721,0.9093,0.6124,0.7789
0.6378,0.5284,0.6839,0.8022,0.8744,0.8737,0.5676,0.7629,0.7837,0.8809,0.8484,0.6802,0.7431
0.6272,0.4848,0.7350,0.8613,0.8653,0.9403,0.7363,0.7126,0.7592,0.9288,0.8892,0.6974,0.8076
0.6910,0.5534,0.8379,0.7971,0.8429,0.9352,0.7611,0.8117,0.7125,0.9150,0.8274,0.6410,0.9189
0.5865,0.5593,0.8025,0.9210,0.9424,0.9827,0.5820,0.8878,0.8716,0.9824,0.9228,0.6985,0.8725
0.6139,0.6316,0.8126,0.8083,0.8033,0.9190,0.7876,0.8307,0.6991,0.8987,0.7783,0.6593,0.9023
0.6587,0.6747,0.5395,0.6818,0.8029,0.6760,0.7973,0.5995,0.7444,0.7186,0.7127,0.7804,0.4941
0.6711,0.5064,0.7046,0.8607,0.9534,0.9361,0.6694,0.7398,0.8345,0.9539,0.9449,0.7012,0.7562
0.6926,0.5377,0.6177,0.8417,0.9304,0.9250,0.6943,0.8421,0.8113,0.9246,0.8409,0.8687,0.7879
0.6149,0.5056,0.7532,0.9279,0.9582,0.9821,0.6508,0.8460,0.8645,0.9894,0.9328,0.7189,0.8376
0.5581,0.5791,0.6725,0.6745,0.6787,0.7856,0.6567,0.8394,0.5962,0.7553,0.5753,0.6727,0.8026
0.5674,0.4734,0.5044,0.3729,0.4671,0.2489,0.6394,-0.0327,0.4088,0.3156,0.5219,0.3899,0.2236
0.6392,0.5385,0.7203,0.8985,0.9641,0.9658,0.6443,0.8455,0.8694,0.9726,0.9244,0.7705,0.8096
0.3768,0.5224,0.2651,0.1905,0.1494,0.1051,0.3088,0.3681,0.2925,0.0192,-0.0487,0.6103,0.3037
0.5779,0.4726,0.7303,0.8538,0.8941,0.8833,0.5833,0.5931,0.7801,0.9057,0.9479,0.5289,0.6961
