0.5590,0.5007,0.4782,0.6733,0.8512,0.7699,0.4144,0.6346,0.7070,0.8194,0.6913,0.5787,0.6821,0.7819,0.7317
0.4169,0.6707,0.4357,0.6117,0.6881,0.5358,0.4913,0.5212,0.4258,0.6034,0.4154,0.3222,0.3821,0.4392,0.3738
0.6536,0.5816,0.6724,0.6683,0.5090,0.3592,0.7385,0.5248,0.6595,0.5338,0.4359,0.5314,0.5082,0.4016,0.4669
0.4920,0.5816,0.5146,0.5620,0.5640,0.1501,0.5575,0.2946,0.3727,0.5599,0.0948,0.1849,0.1844,0.1800,0.0963
0.5299,0.6904,0.7028,0.7839,0.6428,0.5853,0.7110,0.4663,0.7013,0.4388,0.5458,0.6203,0.5200,0.4455,0.5658
0.5873,0.4780,0.5776,0.7601,0.7685,0.8484,0.5124,0.7453,0.8101,0.6103,0.8317,0.7685,0.7964,0.8349,0.8394
0.4142,0.5963,0.4755,0.7185,0.8375,0.6971,0.6012,0.7574,0.5007,0.8086,0.6672,0.5742,0.6693,0.7325,0.6297
0.6039,0.2706,0.6494,0.5232,0.6610,0.8338,0.6689,0.8468,0.8256,0.6988,0.8609,0.8262,0.9007,0.9068,0.8897
0.4820,0.6255,0.6970,0.8067,0.4515,0.6249,0.7308,0.6225,0.7130,0.2277,0.6361,0.7222,0.6271,0.5051,0.6313
0.5885,0.4271,0.6584,0.7772,0.8267,0.8508,0.5176,0.6584,0.8231,0.6976,0.7687,0.6823,0.7810,0.8434,0.8327
0.3517,0.6537,0.6833,0.6774,0.3868,0.5931,0.7141,0.6821,0.6679,0.1161,0.6549,0.7501,0.6369,0.4906,0.6194
0.6142,0.2295,0.5907,0.5536,0.6472,0.7952,0.6313,0.7662,0.8651,0.7220,0.8350,0.7877,0.8993,0.9139,0.8981
0.7015,0.3357,0.7647,0.6641,0.6365,0.8616,0.6935,0.7391,0.8708,0.5029,0.8346,0.8193,0.8327,0.8244,0.8697
0.4425,0.4311,0.5790,0.6833,0.7793,0.9558,0.5619,0.9177,0.8576,0.6153,0.9601,0.9122,0.9362,0.9571,0.9548
0.3411,0.6207,0.5851,0.7857,0.8009,0.8055,0.5424,0.7454,0.6645,0.5659,0.7286,0.6686,0.6506,0.7008,0.6915
0.5920,0.3394,0.6556,0.6825,0.7490,0.9336,0.6338,0.8600,0.9224,0.6449,0.9475,0.9024,0.9458,0.9701,0.9770
0.4915,0.3548,0.6347,0.6358,0.7264,0.9304,0.6597,0.9387,0.8882,0.6085,0.9855,0.9512,0.9688,0.9822,0.9813
0.6133,0.4663,0.7751,0.7659,0.7659,0.8774,0.7280,0.7493,0.9276,0.5599,0.8809,0.8789,0.8494,0.8548,0.9075
0.6287,0.3471,0.7549,0.6926,0.6024,0.8692,0.7757,0.8293,0.9320,0.4476,0.9192,0.9232,0.9132,0.8960,0.9395
0.4916,0.3059,0.6867,0.5845,0.6347,0.9177,0.7188,0.9646,0.8775,0.4921,0.9891,0.9863,0.9653,0.9411,0.9657
0.5939,0.2882,0.7226,0.6419,0.5981,0.8987,0.7598,0.9152,0.9543,0.5452,0.9744,0.9653,0.9770,0.9622,0.9866
0.5818,0.3305,0.7404,0.6581,0.5551,0.8909,0.7858,0.9249,0.9490,0.4895,0.9723,0.9795,0.9732,0.9349,0.9754
0.5998,0.2610,0.6791,0.6179,0.6498,0.8950,0.7187,0.8927,0.9266,0.6218,0.9506,0.9252,0.9758,0.9693,0.9788
