0.1839,0.1617,0.3625,0.3464,0.5031,0.5910
0.4808,0.1509,0.4760,0.4640,0.5839,0.4053
0.0760,0.0737,0.1433,0.1708,0.2046,0.2695
0.5423,0.1060,0.4135,0.5914,0.5712,0.6058
0.2615,0.1117,0.4633,0.7090,0.2972,0.6029
0.2737,0.0884,0.3394,0.4694,0.3788,0.4872
0.4977,0.1504,0.4871,0.8049,0.6961,0.7760
0.4122,0.1108,0.4794,0.7124,0.5290,0.6275
0.5697,0.1418,0.6321,0.8472,0.4294,0.6143
0.4358,0.0826,0.6551,0.9036,0.4098,0.7171
0.5470,0.1174,0.5157,0.8418,0.6049,0.7543
0.5301,0.0882,0.5790,0.8684,0.4724,0.7580
0.2878,0.1443,0.2965,0.5106,0.2463,0.5274
