0.1940,0.2499,0.4468,0.4319,0.4183,0.3818,0.5667,0.4918,0.4572,0.4502,0.4195,0.2020,0.4499,0.3917,0.4223,0.3877,0.4837,0.4929,0.5425,0.4098,0.5166,0.4813,0.4921,0.4716,0.4646
0.1288,0.0930,0.2920,0.2643,0.0845,0.1126,0.1250,0.2264,0.1480,0.2816,0.2889,-0.1647,0.3019,0.2398,0.1284,0.3627,0.1098,0.0622,0.1658,0.3412,0.1148,0.2158,0.0710,0.2663,0.2787
0.1370,0.4265,0.6083,0.3192,0.3385,0.3944,0.4096,0.2768,0.5880,0.1919,0.4155,0.4109,0.2234,0.5766,0.6975,0.1533,0.3516,0.3715,0.3259,0.3908,0.3506,0.2884,0.3772,0.2715,0.2416
0.3268,0.5210,0.6792,0.7302,0.6789,0.6382,0.8442,0.7957,0.5678,0.8225,0.6227,0.3103,0.8134,0.4705,0.4490,0.5750,0.7879,0.7956,0.8636,0.7535,0.8276,0.8455,0.7938,0.8712,0.8402
0.3266,0.5778,0.8368,0.7632,0.5144,0.6484,0.6157,0.7285,0.4311,0.7599,0.7792,0.1870,0.7956,0.6993,0.5959,0.5318,0.6670,0.6594,0.7262,0.8520,0.6980,0.7971,0.6594,0.8369,0.8302
0.2397,0.4679,0.5157,0.4847,0.6769,0.6189,0.7813,0.5871,0.7482,0.4937,0.4881,0.6184,0.4753,0.5234,0.7596,0.2139,0.7375,0.7862,0.7481,0.4175,0.7640,0.6377,0.7906,0.5618,0.5104
0.3246,0.5324,0.5516,0.8503,0.6403,0.7922,0.8804,0.9238,0.6300,0.8635,0.8581,0.3304,0.9167,0.7332,0.5994,0.4319,0.8644,0.8669,0.9330,0.8994,0.9268,0.9535,0.8649,0.9205,0.9312
0.3169,0.6454,0.6370,0.8410,0.6337,0.8294,0.8290,0.8764,0.6867,0.8362,0.8354,0.4442,0.8818,0.7022,0.7206,0.3341,0.8797,0.8601,0.8817,0.9042,0.9047,0.9475,0.8581,0.9275,0.9078
0.2981,0.6439,0.4657,0.7776,0.7404,0.8331,0.9216,0.8213,0.7529,0.7605,0.7096,0.6423,0.7698,0.5343,0.7071,0.2123,0.9526,0.9698,0.9518,0.7688,0.9707,0.9237,0.9737,0.8641,0.8239
0.2555,0.7082,0.6540,0.6686,0.5702,0.7331,0.6127,0.6001,0.5511,0.5955,0.6257,0.5935,0.5940,0.6141,0.7339,0.1231,0.7494,0.7708,0.7108,0.6903,0.7443,0.7447,0.7741,0.7346,0.6565
0.2334,0.2019,0.5038,0.6905,0.4783,0.5567,0.7279,0.8180,0.4973,0.7026,0.7719,-0.0594,0.8126,0.7354,0.4245,0.6533,0.5728,0.5460,0.6959,0.7189,0.6659,0.7210,0.5362,0.6737,0.7831
0.2281,0.6525,0.3207,0.5062,0.5754,0.7111,0.6254,0.4922,0.6580,0.4392,0.4420,0.8542,0.4137,0.4515,0.8893,-0.2652,0.7946,0.7931,0.6586,0.5370,0.7346,0.6512,0.8042,0.5749,0.4650
0.3302,0.4006,0.7611,0.7087,0.4840,0.4803,0.5841,0.7203,0.2407,0.7704,0.8052,-0.1299,0.8231,0.7050,0.2392,0.8116,0.5263,0.4950,0.6501,0.8044,0.5869,0.7196,0.4921,0.7805,0.8578
0.2143,0.3384,0.6891,0.6121,0.3724,0.5346,0.6087,0.6722,0.5856,0.5503,0.7234,0.1385,0.6534,0.7060,0.6384,0.4560,0.5236,0.4751,0.5257,0.7184,0.5442,0.6136,0.4482,0.5606,0.6353
0.3092,0.6113,0.4915,0.7909,0.7513,0.8283,0.9329,0.8648,0.7276,0.8113,0.7318,0.5748,0.8257,0.5588,0.6806,0.2889,0.9502,0.9680,0.9710,0.8247,0.9825,0.9518,0.9712,0.9010,0.8658
0.3154,0.5643,0.4689,0.7925,0.7484,0.8187,0.9454,0.8885,0.7306,0.8228,0.7503,0.5252,0.8487,0.5648,0.6859,0.3446,0.9421,0.9498,0.9690,0.8198,0.9763,0.9537,0.9504,0.9005,0.8801
