0.1906,0.4820,0.6792,0.5992,0.6674,0.6857,0.7504,0.5239,0.7193,0.6957,0.7461,0.7549,0.5836,0.7157,0.7273,0.7262
0.1918,0.4384,0.5521,0.4767,0.5242,0.5533,0.5328,0.5156,0.5310,0.4850,0.4362,0.4894,0.5247,0.4099,0.5836,0.4930
0.2372,0.4952,0.3847,0.5052,0.3897,0.3947,0.4814,0.7041,0.2882,0.3354,0.3696,0.3409,0.5285,0.4204,0.3719,0.3238
0.1492,0.4888,0.6236,0.8074,0.7523,0.9055,0.7908,0.5743,0.8500,0.9019,0.9342,0.9344,0.7860,0.9225,0.9242,0.9330
0.1690,0.5706,0.4645,0.3722,0.4106,0.2953,0.4913,0.4073,0.2912,0.2619,0.3479,0.3257,0.3776,0.2475,0.3267,0.2776
0.1448,0.4495,0.5950,0.7023,0.6954,0.7600,0.7556,0.5249,0.7501,0.7983,0.8375,0.8126,0.7004,0.8107,0.7961,0.8197
0.2014,0.2071,0.3633,0.2165,0.3209,0.3220,0.2976,0.2470,0.3926,0.2957,0.2729,0.2863,0.2614,0.2262,0.3611,0.3162
0.1352,0.4171,0.6227,0.8105,0.5697,0.9010,0.7231,0.5715,0.7784,0.8464,0.8047,0.8511,0.7777,0.8273,0.8770,0.8662
0.1328,0.3590,0.6123,0.8741,0.6173,0.9231,0.8778,0.6452,0.7567,0.9172,0.9020,0.9301,0.9134,0.9209,0.9291,0.9315
0.1354,0.4693,0.5512,0.9261,0.6505,0.9588,0.8218,0.7056,0.7957,0.9499,0.9400,0.9497,0.8938,0.9663,0.9351,0.9600
0.1123,0.4567,0.5859,0.8428,0.6815,0.9437,0.7464,0.6501,0.8546,0.9130,0.9137,0.9279,0.8144,0.9245,0.9357,0.9371
0.1234,0.5013,0.5198,0.9329,0.6757,0.9600,0.8010,0.7180,0.8050,0.9553,0.9536,0.9497,0.8835,0.9741,0.9323,0.9607
0.1822,0.4611,0.7118,0.4899,0.5774,0.6347,0.6042,0.3639,0.6611,0.5790,0.4797,0.6065,0.4883,0.4608,0.6420,0.5625
0.1179,0.4882,0.5953,0.8719,0.7171,0.9705,0.7624,0.6685,0.8787,0.9459,0.9483,0.9552,0.8345,0.9549,0.9602,0.9668
0.1438,0.5066,0.5650,0.9165,0.7007,0.9555,0.8265,0.7040,0.8175,0.9590,0.9697,0.9647,0.8918,0.9836,0.9454,0.9733
0.1310,0.5119,0.5398,0.9208,0.6736,0.9715,0.7910,0.7230,0.8148,0.9625,0.9541,0.9526,0.8941,0.9756,0.9488,0.9696
0.1443,0.5407,0.4940,0.9280,0.6433,0.9668,0.7594,0.7377,0.7715,0.9590,0.9195,0.9246,0.8947,0.9525,0.9232,0.9448
0.1326,0.5094,0.5691,0.9204,0.7026,0.9597,0.8417,0.7103,0.8277,0.9686,0.9761,0.9718,0.8845,0.9896,0.9477,0.9770
0.1367,0.4922,0.6171,0.8824,0.7278,0.9661,0.8215,0.6663,0.8667,0.9657,0.9730,0.9732,0.8618,0.9758,0.9660,0.9805
0.1416,0.4854,0.6127,0.8962,0.7258,0.9562,0.8518,0.6717,0.8503,0.9616,0.9789,0.9770,0.8752,0.9824,0.9606,0.9797
