0.1280,0.1215,0.1034,0.1268,0.1936,0.0616,0.0919,0.3002,0.2451,0.1909,0.2924,0.3059,0.3186,0.2142,0.2851,0.3572,0.2604,0.3356
0.1366,0.1425,0.1405,0.0959,0.1100,0.1346,0.1931,0.1543,0.0695,0.2007,0.1612,0.2373,0.1659,0.2064,0.2013,0.1791,0.2479,0.1922
0.2356,0.1988,0.1709,0.1960,0.2053,0.1880,0.2854,0.2500,0.3208,0.2700,0.4770,0.4361,0.2402,0.3671,0.2701,0.2718,0.2574,0.2894
0.1301,0.1228,0.1461,0.1719,0.2281,0.0959,0.1422,0.2308,0.3691,0.4531,0.2467,0.2499,0.3537,0.3873,0.4295,0.3049,0.3232,0.3667
0.1264,0.0596,0.1015,0.1280,0.1587,0.0978,0.2189,0.3730,0.7926,0.5622,0.7013,0.5430,0.2151,0.5570,0.1659,0.2995,0.2032,0.2788
0.1549,0.0005,0.0290,0.0856,0.1640,0.0187,0.0597,0.3180,0.2816,0.0788,0.2921,0.2588,0.2707,0.2317,0.1330,0.3058,0.1383,0.2216
0.0922,0.1201,0.1452,0.1871,0.2042,0.1059,0.2211,0.1656,0.6294,0.7029,0.3715,0.3001,0.2086,0.5239,0.3906,0.1497,0.2821,0.2608
0.1635,0.1132,0.1993,0.2045,0.2554,0.1169,0.2718,0.4272,0.5298,0.4091,0.5379,0.4088,0.3723,0.3315,0.3244,0.3902,0.3696,0.4204
0.1080,0.0025,0.0268,0.0697,0.1232,0.0409,0.0891,0.2208,0.3345,0.0989,0.3403,0.2196,0.1276,0.1681,0.0168,0.2080,0.0192,0.1153
0.0630,0.1114,0.0807,0.1382,0.1317,0.0858,0.1450,0.1262,0.5094,0.5735,0.3361,0.2595,0.1184,0.5011,0.2848,0.0498,0.1584,0.1253
0.0922,0.1261,0.1495,0.1932,0.2455,0.1179,0.2856,0.3809,0.8298,0.7671,0.6179,0.4797,0.3042,0.5575,0.4457,0.3510,0.3858,0.4195
0.2035,0.0455,0.1031,0.1174,0.2091,0.0927,0.2040,0.5189,0.6781,0.2507,0.7229,0.5825,0.3807,0.4698,0.1484,0.5080,0.2189,0.3805
0.2468,0.1688,0.2716,0.3018,0.3178,0.1816,0.3556,0.3459,0.4674,0.6795,0.3306,0.3948,0.4055,0.5369,0.5978,0.3258,0.5447,0.4889
0.2942,0.1587,0.1870,0.2532,0.2754,0.1639,0.2907,0.5042,0.4099,0.1236,0.5135,0.3290,0.3891,0.1129,0.1954,0.5141,0.2729,0.4001
0.0736,0.1021,0.1183,0.1797,0.2142,0.1024,0.2701,0.2722,0.8775,0.8118,0.6283,0.4773,0.1810,0.6563,0.3563,0.2186,0.2580,0.2790
0.1895,0.1299,0.1205,0.1662,0.2249,0.1592,0.2688,0.3582,0.8712,0.6590,0.7438,0.5009,0.2809,0.6037,0.3270,0.3773,0.2524,0.3524
0.2016,0.1024,0.1172,0.1397,0.1931,0.1081,0.2797,0.4358,0.9252,0.6977,0.7205,0.6082,0.1781,0.7099,0.1379,0.2583,0.1982,0.2400
