0.5028,0.1844,0.0369,0.1725,0.3642,0.2731,0.3143,0.3031,0.2187,0.2122,0.5870,0.6511,0.5019,0.3693,0.3621,0.5166,0.3146,0.6320,0.2904,0.4545,0.4777,0.5240,0.7000,0.6644,0.6635,0.5598
-0.1712,0.1796,0.3050,0.3212,0.2355,0.1088,0.2589,0.2445,0.1716,0.2606,0.3608,0.5265,0.1867,0.5904,0.7837,0.1109,0.5884,0.0754,0.6399,0.3134,0.3164,0.2946,0.4302,0.6097,0.3518,0.4442
0.1457,0.1076,0.0977,0.0968,0.1632,0.1820,0.1783,0.1171,0.0822,0.1045,0.2412,0.2228,0.1925,0.2559,0.1118,0.1755,0.1211,0.1534,0.1294,0.1669,0.2055,0.2301,0.1515,0.1815,0.1448,0.2572
0.2598,0.2373,0.3456,0.2877,0.3640,0.3204,0.3522,0.3386,0.3285,0.4162,0.4207,0.5867,0.6650,0.3631,0.5328,0.6818,0.7549,0.6708,0.6968,0.7966,0.7650,0.6967,0.8247,0.7881,0.8192,0.4604
0.2328,0.1817,0.2143,0.2405,0.3227,0.2368,0.2218,0.1998,0.2125,0.3165,0.4546,0.4797,0.4396,0.4726,0.2357,0.3771,0.3826,0.3102,0.4262,0.4015,0.4620,0.4796,0.4227,0.3370,0.3395,0.6109
0.0771,0.1159,0.2584,0.1167,0.2047,0.1727,0.1910,0.1225,0.1390,0.2782,0.3217,0.3129,0.5964,0.5078,0.4102,0.6219,0.6692,0.5693,0.6085,0.7139,0.7478,0.7369,0.5816,0.6347,0.6601,0.3791
0.2304,0.1899,0.2446,0.2099,0.1986,0.1736,0.2122,0.2563,0.2147,0.2564,0.4055,0.2670,0.6031,0.4285,0.3041,0.6441,0.4620,0.6129,0.3919,0.6347,0.6474,0.6788,0.5326,0.5720,0.6124,0.3929
0.1579,0.1649,0.2462,0.1434,0.2417,0.1884,0.1779,0.2093,0.1563,0.2984,0.4495,0.5039,0.7669,0.4051,0.4891,0.7542,0.8206,0.7088,0.7912,0.8233,0.7289,0.7033,0.8101,0.7542,0.8338,0.4986
-0.0027,0.2166,0.2882,0.2009,0.2605,0.1366,0.2812,0.2158,0.1474,0.2303,0.4271,0.3745,0.7047,0.7047,0.4625,0.6740,0.8548,0.5546,0.8472,0.7984,0.7993,0.8240,0.5861,0.5898,0.6696,0.5148
0.1250,0.1384,0.2406,0.1116,0.1579,0.1748,0.1694,0.2026,0.1516,0.2670,0.3128,0.4087,0.8380,0.4533,0.5063,0.8572,0.9002,0.8028,0.8522,0.9472,0.9168,0.8871,0.8319,0.8150,0.9139,0.3883
0.5444,0.2231,0.1482,0.1690,0.2718,0.2871,0.3271,0.1866,0.2336,0.1479,0.4704,0.2409,0.8906,0.3673,0.0514,0.8992,0.5116,0.8836,0.4558,0.7847,0.7536,0.8146,0.5777,0.4646,0.7443,0.4540
0.1137,0.1916,0.2798,0.1849,0.3286,0.2090,0.2315,0.2737,0.1750,0.3463,0.5351,0.6307,0.7911,0.5890,0.5652,0.7434,0.8956,0.6681,0.8868,0.8317,0.7073,0.7002,0.8290,0.7643,0.8215,0.6150
0.2498,0.1867,0.2722,0.1999,0.2281,0.2633,0.2828,0.2614,0.2336,0.3228,0.3025,0.4331,0.7483,0.4797,0.4995,0.7894,0.7684,0.7638,0.7132,0.8686,0.8921,0.8499,0.7681,0.7843,0.8473,0.3137
0.2986,0.2056,0.2256,0.1484,0.2525,0.2396,0.2234,0.1873,0.1600,0.2833,0.4323,0.3724,0.8419,0.5171,0.3596,0.9075,0.6980,0.8828,0.6174,0.9090,0.9129,0.9367,0.7797,0.7625,0.8983,0.4948
-0.0829,0.2053,0.2835,0.2105,0.1684,0.0894,0.2194,0.1715,0.1377,0.2382,0.4081,0.3463,0.7030,0.7511,0.5930,0.7040,0.8771,0.5886,0.8467,0.8515,0.8996,0.9070,0.6063,0.7264,0.7246,0.5165
0.2060,0.1927,0.1879,0.1675,0.1789,0.2362,0.2518,0.2322,0.2025,0.2177,0.2789,0.3956,0.8003,0.4561,0.5132,0.8483,0.8081,0.8306,0.7681,0.9054,0.9101,0.9059,0.8122,0.8266,0.9132,0.3066
