0.4810,0.2664,0.1353,0.5828,0.5261,0.2349,0.1226,0.7114,0.9162,0.9366,0.9379,0.9151,0.9102,0.9576,0.9376,0.9489,0.8932,0.9543,0.9380,0.5698,0.7368,0.7004,0.6517,0.6883,0.2348,0.4682,0.9621,0.6367,0.9378,0.5174,0.9141,0.8440,0.9447,0.6837,0.8818,0.9139,0.8705,0.8448,0.7269,0.9394,0.9019,0.9181,0.7319,0.9186,0.8754,0.9424,0.8524,0.9450,0.7516,0.8191,0.9440,0.7595,0.9514,0.9493,0.8618,0.9624,0.6341,0.9506,0.5470,0.9636,0.9539,0.8240,0.9333,0.8552,0.9054,0.7741,0.9279,0.2729,0.7938,0.9503,0.9195,0.6910,0.8731,0.9417,0.9461,0.7187,0.3335,0.9023,0.5435,0.9002,0.9423
0.4108,0.3283,0.2958,0.5285,0.4775,0.3788,0.2074,0.7353,0.6926,0.7756,0.7939,0.6385,0.7755,0.7875,0.7793,0.7863,0.6205,0.8186,0.7532,0.3330,0.6674,0.4604,0.5539,0.4950,0.3711,0.3213,0.7632,0.7494,0.8071,0.5825,0.8221,0.6074,0.7732,0.6264,0.7334,0.7204,0.6651,0.7764,0.6099,0.7512,0.6554,0.6988,0.5162,0.7188,0.5791,0.7637,0.6255,0.8100,0.6860,0.5361,0.7828,0.5774,0.7830,0.7894,0.6752,0.7736,0.5206,0.7489,0.3833,0.7800,0.7722,0.6575,0.7584,0.6211,0.7796,0.4787,0.7973,0.3245,0.6079,0.8006,0.7286,0.3987,0.8133,0.7264,0.7610,0.5230,0.5187,0.7595,0.6207,0.8199,0.8064
0.1054,0.3288,0.3487,0.3230,0.3724,0.4898,0.2725,0.3621,0.3856,0.3738,0.3685,0.3920,0.4177,0.3417,0.3547,0.3757,0.3911,0.3372,0.2985,0.3956,0.3125,0.3820,0.1064,0.3892,0.1897,0.4018,0.3024,0.3978,0.3526,0.5125,0.3569,0.3772,0.2354,0.5203,0.3007,0.3573,0.3335,0.3007,0.4501,0.3809,0.3079,0.3975,0.1683,0.3646,0.3505,0.3486,0.4911,0.3492,0.4962,0.3452,0.3231,0.4335,0.3405,0.3481,0.4461,0.3403,0.4444,0.3781,0.2228,0.2984,0.3485,0.4440,0.4027,0.4418,0.4075,0.4225,0.3741,0.4049,0.4364,0.2959,0.4038,0.5508,0.3584,0.3680,0.3071,0.4618,0.3289,0.4522,0.5103,0.3727,0.3261
0.0874,0.2793,0.3234,0.2188,0.3379,0.3635,0.2449,0.2814,0.4098,0.3330,0.2797,0.3876,0.2382,0.2730,0.2926,0.2369,0.3964,0.2355,0.3338,0.4107,0.1092,0.4294,-0.0321,0.4020,0.0008,0.4881,0.2620,0.1304,0.2863,0.3197,0.1293,0.3894,0.1996,0.3546,0.1411,0.3320,0.3837,0.0693,0.3701,0.2631,0.3774,0.3059,0.1458,0.3315,0.2973,0.2951,0.3840,0.2038,0.3122,0.3916,0.1909,0.3745,0.2159,0.2820,0.3467,0.2679,0.3600,0.2800,0.1603,0.2907,0.2234,0.3473,0.2717,0.3755,0.2157,0.3371,0.2222,0.3563,0.3053,0.2408,0.3085,0.4335,0.2955,0.3208,0.2036,0.4107,0.1396,0.2741,0.3807,0.2131,0.3361
0.4462,0.4091,0.2928,0.4218,0.6150,0.5004,0.2455,0.8017,0.7141,0.7236,0.7914,0.6557,0.6755,0.7706,0.7739,0.7399,0.6406,0.8071,0.7823,0.3949,0.5602,0.5213,0.5107,0.4976,0.3912,0.4693,0.7568,0.7552,0.8149,0.5405,0.7766,0.6305,0.7720,0.5571,0.6540,0.7265,0.7020,0.7177,0.5557,0.6685,0.7290,0.6145,0.6348,0.7147,0.6318,0.7524,0.5358,0.7861,0.6507,0.6413,0.7348,0.5292,0.7321,0.7919,0.6028,0.7471,0.4628,0.6952,0.5062,0.8100,0.7315,0.6021,0.6848,0.5747,0.6724,0.6665,0.7697,0.3515,0.5159,0.8235,0.6881,0.5175,0.8504,0.7115,0.7189,0.4287,0.5549,0.6951,0.6392,0.7677,0.8783
0.3412,0.4385,0.3653,0.3751,0.6861,0.5804,0.1872,0.6806,0.5590,0.5181,0.5844,0.5718,0.3851,0.5669,0.5750,0.4953,0.5727,0.5721,0.6193,0.4232,0.3192,0.4999,0.2752,0.4352,0.3047,0.5222,0.5650,0.5691,0.6050,0.4505,0.4981,0.5465,0.5593,0.3849,0.3786,0.5582,0.5702,0.4340,0.3700,0.4487,0.6220,0.4835,0.4950,0.5412,0.5636,0.5551,0.4815,0.5310,0.4487,0.6518,0.4750,0.4148,0.4863,0.5721,0.4340,0.5313,0.3163,0.4852,0.4994,0.6029,0.4878,0.4123,0.4488,0.4858,0.3877,0.6302,0.5100,0.3690,0.4589,0.5925,0.4792,0.5672,0.6725,0.5419,0.4775,0.4237,0.4438,0.4379,0.5242,0.5426,0.6910
0.4829,0.3290,0.2307,0.6424,0.5547,0.5126,0.2238,0.5745,0.7085,0.6987,0.6321,0.7402,0.7498,0.6846,0.6414,0.7003,0.7155,0.6620,0.6552,0.4340,0.6818,0.5289,0.5605,0.4986,0.4042,0.3930,0.7227,0.5185,0.6227,0.3765,0.6660,0.6313,0.7005,0.5360,0.7251,0.6452,0.6181,0.6533,0.5573,0.7399,0.6589,0.7707,0.6837,0.6684,0.7896,0.6744,0.7169,0.6746,0.5387,0.6699,0.7201,0.5699,0.7211,0.6627,0.6680,0.7160,0.4583,0.7398,0.5934,0.6647,0.7295,0.6217,0.7185,0.6743,0.7354,0.7936,0.6581,0.0596,0.7830,0.6442,0.6946,0.7003,0.5745,0.7145,0.7318,0.6133,0.5154,0.6857,0.3352,0.6524,0.6423
0.2630,0.2378,0.2078,0.5442,0.2657,0.3118,0.2601,0.6630,0.7744,0.8396,0.8603,0.7639,0.8456,0.8427,0.8540,0.8583,0.7482,0.8446,0.8093,0.5573,0.6710,0.6247,0.4794,0.6762,0.2623,0.3757,0.8052,0.7088,0.8522,0.6895,0.8413,0.7474,0.7568,0.7950,0.7486,0.8210,0.7728,0.7722,0.7710,0.8265,0.7505,0.8003,0.4132,0.8247,0.6058,0.8442,0.8000,0.8470,0.8140,0.6158,0.8175,0.7539,0.8285,0.8399,0.8270,0.8287,0.6949,0.8389,0.3161,0.8348,0.8376,0.8116,0.8554,0.7812,0.8380,0.5048,0.8766,0.4418,0.7085,0.8292,0.8472,0.5817,0.8199,0.8204,0.8003,0.7127,0.4613,0.8532,0.7416,0.8398,0.7923
0.1431,0.1438,0.1666,0.4789,0.2754,0.1466,0.2792,0.5708,0.9178,0.9085,0.9486,0.9188,0.8748,0.9374,0.9570,0.9259,0.9214,0.8965,0.9450,0.7649,0.5713,0.8480,0.3694,0.8793,0.0053,0.5919,0.8843,0.5377,0.9483,0.7685,0.8390,0.9330,0.8027,0.9088,0.7294,0.9625,0.9316,0.7132,0.9183,0.8918,0.9179,0.8783,0.3868,0.9614,0.6809,0.9576,0.9217,0.8783,0.9254,0.7823,0.8465,0.9191,0.8819,0.9128,0.9520,0.9078,0.8653,0.9200,0.2474,0.9075,0.8868,0.9573,0.9288,0.9266,0.8596,0.5429,0.9214,0.6086,0.7141,0.8498,0.9594,0.6768,0.7944,0.9347,0.8285,0.8815,0.3229,0.9394,0.8048,0.8339,0.8082
0.3484,0.3068,0.1638,0.5412,0.5717,0.3133,0.2203,0.6055,0.8911,0.9150,0.8952,0.9313,0.8640,0.9104,0.9044,0.9030,0.9203,0.8848,0.9169,0.7089,0.6590,0.7977,0.5011,0.7766,0.1247,0.6072,0.9001,0.4679,0.8946,0.5854,0.8205,0.8917,0.8473,0.7397,0.7895,0.9121,0.9037,0.7314,0.7825,0.9031,0.9303,0.9368,0.6313,0.9190,0.8280,0.9191,0.9000,0.8766,0.7544,0.8946,0.8720,0.8338,0.8927,0.9052,0.8977,0.9181,0.7280,0.9220,0.4948,0.9267,0.9042,0.8626,0.9145,0.9079,0.8709,0.7604,0.8870,0.3751,0.7854,0.8804,0.9196,0.7510,0.7968,0.9399,0.8792,0.8070,0.3977,0.8690,0.5456,0.7884,0.8603
