0.6050,0.5081,0.5320,0.5374,0.4402,0.8146,0.6543,0.5080,0.5392,0.5373,0.8678,0.4761,0.5387,0.6761,0.4426,0.6225,0.5241,0.6029,0.6227,0.5748,0.6092,0.5493,0.7664,0.5907,0.6643,0.6021,0.5782
0.4749,0.5284,0.5656,0.2559,0.8568,0.4903,0.8081,0.6946,0.7411,0.7325,0.5874,0.7129,0.8854,0.4408,0.6841,0.5778,0.6870,0.5683,0.6273,0.6777,0.5319,0.6501,0.5064,0.6840,0.7423,0.4803,0.5881
0.5456,0.6827,0.3426,0.2776,0.7044,0.5449,0.6967,0.5291,0.7098,0.9388,0.5422,0.9198,0.8518,0.7091,0.8896,0.7559,0.8021,0.7600,0.8474,0.8876,0.7723,0.8692,0.5616,0.8004,0.8107,0.7663,0.8064
0.6386,0.5311,0.2445,0.3184,0.6174,0.5345,0.4247,0.5307,0.4505,0.9081,0.5510,0.9545,0.6491,0.8770,0.9266,0.8561,0.8412,0.8986,0.8873,0.9174,0.9231,0.9339,0.8233,0.9437,0.6222,0.8978,0.9339
0.6882,0.4667,0.2929,0.3467,0.5288,0.5761,0.2899,0.6532,0.3606,0.8116,0.7677,0.9027,0.5793,0.9336,0.9132,0.8449,0.7856,0.8749,0.8569,0.8615,0.9478,0.8990,0.9399,0.9852,0.4666,0.9187,0.9465
0.7263,0.5418,0.2299,0.2834,0.5695,0.3394,0.3712,0.5037,0.4013,0.9104,0.6920,0.9597,0.6185,0.9595,0.9346,0.9404,0.9017,0.9652,0.9742,0.9750,0.9843,0.9872,0.8608,0.9498,0.6727,0.9560,0.9877
0.4296,0.6645,0.4935,0.4362,0.5372,0.5847,0.7990,0.5753,0.6572,0.6066,0.8163,0.5423,0.7246,0.7233,0.5348,0.6697,0.6972,0.7045,0.7122,0.6468,0.6266,0.6139,0.7468,0.4974,0.8090,0.6356,0.5875
0.9164,0.1569,0.2760,0.2340,0.6565,0.2530,0.3452,0.4703,0.5213,0.8376,0.6340,0.8488,0.5034,0.8263,0.7435,0.8963,0.8225,0.7931,0.8577,0.8856,0.8795,0.8764,0.6404,0.8390,0.4345,0.7205,0.9010
0.6606,0.4896,0.2790,0.2767,0.6747,0.5733,0.5086,0.6149,0.5956,0.8951,0.6114,0.9218,0.7150,0.8001,0.8839,0.7717,0.7218,0.7811,0.7926,0.8492,0.8665,0.8590,0.7922,0.9154,0.5638,0.8093,0.8801
0.7089,0.5342,0.1421,0.2831,0.5536,0.4208,0.2831,0.5334,0.3363,0.8985,0.6766,0.9592,0.5994,0.9604,0.9451,0.9238,0.8902,0.9506,0.9504,0.9556,0.9875,0.9746,0.8915,0.9773,0.6370,0.9601,0.9895
0.5504,0.6636,0.0990,0.2786,0.5125,0.4974,0.3171,0.6045,0.3723,0.8857,0.5762,0.9488,0.6534,0.8739,0.9689,0.8034,0.7765,0.8787,0.8684,0.8884,0.9180,0.9179,0.8800,0.9547,0.6549,0.9499,0.9225
0.6426,0.2380,0.5012,0.2833,0.5807,0.4540,0.5985,0.7804,0.4504,0.4600,0.8158,0.5293,0.5309,0.7541,0.5283,0.7263,0.6140,0.7197,0.6516,0.5918,0.7156,0.6133,0.7203,0.6931,0.5331,0.6731,0.6833
0.7356,0.5112,0.3785,0.3556,0.6713,0.4287,0.6363,0.3516,0.7104,0.9629,0.6942,0.9176,0.7106,0.8398,0.8320,0.8894,0.8605,0.8587,0.9297,0.9444,0.8573,0.9279,0.6814,0.7834,0.7423,0.8008,0.8823
