0.6270,0.9353,0.9153,0.9315,0.8354,0.8852,0.8247,0.9387,0.9627,0.9064,0.9301
0.5415,0.6653,0.6815,0.6607,0.7771,0.5380,0.6436,0.7848,0.7430,0.7733,0.7777
0.3653,0.3331,0.3887,0.3817,0.4789,0.4690,0.5214,0.4284,0.3831,0.4437,0.4236
0.2755,0.3053,0.3999,0.3912,0.2843,0.5092,0.3656,0.2586,0.3223,0.3120,0.2998
0.4368,0.6968,0.6838,0.7030,0.7431,0.7237,0.5103,0.6848,0.7066,0.7212,0.7332
0.3668,0.5701,0.5849,0.6398,0.5548,0.7123,0.4724,0.4469,0.5380,0.4931,0.5148
0.6695,0.8163,0.7304,0.8167,0.5530,0.7917,0.7976,0.7495,0.7678,0.6827,0.6804
0.5546,0.7277,0.7978,0.7343,0.8692,0.6236,0.7886,0.8623,0.8344,0.8876,0.8803
0.4736,0.7907,0.9159,0.8573,0.9651,0.7638,0.8352,0.9015,0.9201,0.9708,0.9614
0.5430,0.9131,0.9426,0.9330,0.8213,0.9091,0.8463,0.9114,0.9476,0.9009,0.9181
0.6487,0.7055,0.4759,0.5879,0.4276,0.5122,0.6182,0.7052,0.6343,0.5327,0.5517
0.3499,0.6280,0.7980,0.7054,0.9100,0.6236,0.6624,0.7572,0.7758,0.8605,0.8466
0.4801,0.8333,0.8478,0.8560,0.7761,0.8301,0.7081,0.8177,0.8594,0.8115,0.8359
0.4605,0.8239,0.9524,0.8917,0.9413,0.8329,0.8147,0.8972,0.9350,0.9598,0.9613
0.5521,0.8469,0.8246,0.8363,0.8593,0.7357,0.7275,0.8865,0.8892,0.8744,0.8855
0.5737,0.9169,0.8666,0.9037,0.7381,0.8341,0.7793,0.8799,0.9076,0.8320,0.8586
0.6605,0.8071,0.7777,0.7603,0.8511,0.6579,0.7872,0.9154,0.8701,0.8923,0.9043
0.3930,0.5583,0.6401,0.5976,0.8288,0.4871,0.6656,0.6722,0.6737,0.7879,0.7538
0.6079,0.8916,0.8968,0.8930,0.8731,0.7961,0.8042,0.9431,0.9465,0.9204,0.9365
0.6413,0.9100,0.9061,0.9106,0.8951,0.8081,0.8913,0.9569,0.9589,0.9606,0.9568
0.3717,0.7347,0.9343,0.8453,0.9532,0.7952,0.7780,0.8351,0.8846,0.9410,0.9320
0.5393,0.9043,0.9447,0.9305,0.8617,0.8772,0.8146,0.9196,0.9568,0.9223,0.9373
