0.4253,0.6260,0.6201,0.5673,0.6156,0.4556,0.4390,0.3127,0.4936,0.4795,0.5100,0.5497,0.4732,0.5487,0.4739,0.5258,0.5323
0.3009,0.4895,0.4307,0.5468,0.3789,0.1887,0.1782,0.1467,0.3406,0.2312,0.1910,0.2021,0.1340,0.2188,0.1552,0.1807,0.2101
0.5485,0.8468,0.7382,0.6988,0.5315,0.3547,0.3635,0.7559,0.4108,0.2893,0.2494,0.3476,0.5293,0.2888,0.4435,0.2744,0.2238
0.3714,0.6093,0.6948,0.5458,0.8408,0.8121,0.7768,0.3118,0.8358,0.8716,0.8772,0.8667,0.6642,0.8447,0.7631,0.8805,0.8819
0.3243,0.5806,0.6949,0.5366,0.8589,0.8071,0.8609,0.5693,0.9139,0.8629,0.8067,0.6990,0.5413,0.6955,0.7556,0.7428,0.7835
0.4262,0.7166,0.7286,0.5717,0.6466,0.6293,0.5919,0.6254,0.5282,0.5932,0.6927,0.7274,0.7762,0.6432,0.7453,0.7342,0.6654
0.1970,0.2427,0.3923,0.1875,0.6494,0.9695,0.9318,0.2919,0.8619,0.9536,0.9331,0.9366,0.7424,0.9421,0.7701,0.9453,0.9702
0.3460,0.3267,0.4391,0.2545,0.6561,0.9681,0.9366,0.4575,0.8835,0.9598,0.9280,0.9083,0.8194,0.8542,0.8124,0.9154,0.9155
0.3255,0.3819,0.4880,0.3028,0.6555,0.9365,0.9108,0.3028,0.7515,0.9138,0.9448,0.9382,0.8883,0.8388,0.8817,0.9582,0.9183
0.4832,0.4631,0.5638,0.4389,0.6988,0.7832,0.8987,0.7201,0.7267,0.7892,0.7927,0.6592,0.6894,0.5456,0.8485,0.7257,0.6836
-0.0203,0.4431,0.4607,0.3830,0.5359,0.7067,0.6076,0.1795,0.6154,0.6798,0.6193,0.7679,0.5135,0.8843,0.3107,0.7035,0.7831
0.4438,0.2182,0.2243,0.1670,0.3468,0.7134,0.7350,0.6345,0.4773,0.6311,0.7081,0.6563,0.9185,0.4429,0.7919,0.6928,0.5705
0.2002,0.5432,0.6381,0.4546,0.8014,0.6800,0.6354,0.2238,0.8894,0.7819,0.6996,0.6682,0.3339,0.7421,0.5364,0.6754,0.7581
0.2363,0.6803,0.6857,0.5436,0.6158,0.6444,0.5589,0.5464,0.6505,0.5825,0.4825,0.6588,0.5972,0.6752,0.3634,0.5483,0.5935
0.3144,0.3733,0.5135,0.3107,0.6561,0.9630,0.9295,0.2434,0.8055,0.9428,0.9735,0.9602,0.8659,0.8854,0.8865,0.9884,0.9532
0.2762,0.3882,0.5160,0.3344,0.6540,0.9580,0.8976,0.2444,0.7917,0.9378,0.9598,0.9776,0.8637,0.9157,0.8357,0.9866,0.9624
