0.4545,0.4569,0.4794,0.3578,0.5893,0.4500,0.3283,0.5056,0.4707,0.3966,0.3478,0.3924,0.4476,0.4052,0.4764,0.4921,0.4513,0.4672,0.4573
0.3092,0.4644,0.2007,0.2450,0.1940,0.1098,0.2453,0.2709,0.2404,0.2351,0.1785,0.1156,0.1541,0.2215,0.1028,0.1590,0.1219,0.1973,0.1503
0.3805,0.4835,0.5247,0.4565,0.5597,0.5015,0.5234,0.3356,0.4316,0.5860,0.5922,0.4818,0.5393,0.5757,0.4603,0.6151,0.5292,0.4512,0.5222
0.4406,0.6019,0.4195,0.6296,0.5555,0.4892,0.5578,0.6389,0.6588,0.4103,0.4855,0.5584,0.3724,0.4018,0.5802,0.2847,0.5014,0.6592,0.5417
0.2963,0.3111,0.6801,0.8094,0.9349,0.9582,0.8645,0.5442,0.7944,0.9018,0.9118,0.8771,0.8969,0.9251,0.9410,0.9175,0.9755,0.9390,0.9784
0.2296,0.2220,0.6226,0.4063,0.5220,0.6500,0.4685,0.5229,0.5190,0.4262,0.5879,0.6833,0.7099,0.5007,0.6053,0.7594,0.5807,0.3195,0.4930
0.2437,0.2730,0.3813,0.8267,0.7209,0.6901,0.7782,0.5949,0.7374,0.7379,0.7157,0.6916,0.5430,0.7139,0.7580,0.4977,0.7581,0.9149,0.8167
0.2765,0.3920,0.6120,0.5871,0.8915,0.8199,0.6978,0.6377,0.7059,0.7804,0.7041,0.6446,0.8119,0.7993,0.7961,0.8057,0.8200,0.8184,0.8342
0.2754,0.1210,0.7110,0.4194,0.7174,0.7470,0.5125,0.5181,0.5849,0.4610,0.6048,0.6968,0.6794,0.5429,0.7181,0.7799,0.6801,0.4882,0.6127
0.2150,0.2665,0.4361,0.8529,0.6575,0.6586,0.7722,0.5093,0.6900,0.7726,0.7172,0.6808,0.5891,0.7482,0.7098,0.5013,0.7322,0.8789,0.7976
0.2730,0.3303,0.5521,0.7756,0.8826,0.8440,0.8380,0.6555,0.8313,0.8027,0.7702,0.7753,0.6973,0.8033,0.8817,0.6907,0.8808,0.9711,0.9182
0.2642,0.2694,0.6811,0.5181,0.8059,0.8509,0.6484,0.4388,0.6143,0.6548,0.7527,0.7662,0.8349,0.7175,0.7892,0.9103,0.8077,0.6207,0.7472
0.1718,0.3778,0.2473,0.6279,0.5183,0.3838,0.4636,0.5599,0.4744,0.4984,0.3646,0.3895,0.3179,0.4343,0.4705,0.2314,0.4547,0.6762,0.5279
0.2454,0.2653,0.6275,0.2111,0.5890,0.5647,0.3926,0.5013,0.5041,0.3430,0.3762,0.4562,0.5441,0.4187,0.5519,0.6361,0.4875,0.3520,0.4447
0.2435,0.2755,0.5605,0.8605,0.8675,0.8654,0.8762,0.6020,0.8288,0.8591,0.8439,0.8236,0.7397,0.8568,0.8989,0.7206,0.9131,0.9929,0.9504
0.3084,0.2828,0.7640,0.7754,0.9316,0.9237,0.8223,0.6452,0.8579,0.7820,0.8140,0.8640,0.7851,0.8200,0.9415,0.8221,0.9235,0.9173,0.9284
0.2706,0.2867,0.6279,0.8345,0.9150,0.9706,0.9199,0.5443,0.8447,0.9108,0.9387,0.9110,0.9058,0.9297,0.9577,0.8972,0.9901,0.9574,0.9879
