0.6740,0.5799,0.6759,0.6663,0.7347,0.7861,0.6734,0.5237,0.6910,0.8241,0.6449,0.5701,0.6304,0.6446,0.6818,0.6343,0.5789,0.7669,0.6535,0.5612,0.6159,0.6244,0.6313
0.4864,0.6291,0.6015,0.6778,0.5734,0.3156,0.4550,0.3656,0.4007,0.3551,0.4486,0.3285,0.3447,0.2589,0.4108,0.2772,0.2104,0.4723,0.4071,0.1961,0.3005,0.3305,0.2819
0.4729,0.5685,0.6937,0.7759,0.6649,0.5556,0.5501,0.2883,0.6249,0.5254,0.6121,0.2577,0.4233,0.3322,0.5600,0.3215,0.2359,0.5142,0.4258,0.3107,0.3592,0.4001,0.3257
0.3432,0.4211,0.6162,0.5993,0.5235,0.4270,0.4830,0.6192,0.5843,0.3826,0.5315,0.5115,0.5495,0.3791,0.3330,0.4524,0.4703,0.4116,0.5371,0.5367,0.5514,0.5508,0.5700
0.5682,0.6967,0.6954,0.6819,0.7866,0.6014,0.7195,0.4206,0.6894,0.5616,0.6920,0.4234,0.3854,0.4893,0.6416,0.4305,0.4282,0.5933,0.4738,0.3673,0.4330,0.4768,0.4468
0.4679,0.4705,0.5704,0.5674,0.5967,0.6262,0.5029,0.4685,0.6544,0.6477,0.6667,0.4507,0.5083,0.4911,0.5493,0.5006,0.4502,0.6013,0.5112,0.5116,0.5029,0.5124,0.5077
0.8197,0.6498,0.5308,0.4353,0.5850,0.6174,0.7081,0.6157,0.3645,0.6761,0.3624,0.6049,0.5963,0.6664,0.5649,0.6924,0.6617,0.7309,0.6781,0.5931,0.6193,0.5853,0.6142
0.5504,0.7491,0.5331,0.5998,0.7409,0.6290,0.7221,0.3574,0.5757,0.5335,0.6342,0.2216,0.3644,0.6032,0.8019,0.4318,0.5301,0.6035,0.3846,0.5269,0.4002,0.4154,0.3542
0.4604,0.4078,0.6991,0.5412,0.5985,0.5771,0.4833,0.7625,0.6553,0.6273,0.6454,0.7649,0.6109,0.5420,0.4147,0.6318,0.6175,0.6403,0.6670,0.6567,0.7366,0.7279,0.7708
0.5200,0.6621,0.8222,0.7104,0.8542,0.6560,0.6027,0.5697,0.7958,0.6034,0.8172,0.5464,0.5337,0.5137,0.6657,0.5116,0.4728,0.7064,0.6435,0.5807,0.6292,0.6766,0.6190
0.5270,0.3246,0.6803,0.4254,0.6155,0.6936,0.5184,0.8567,0.7008,0.7099,0.6872,0.8610,0.7245,0.7208,0.4334,0.7795,0.7933,0.7785,0.8265,0.8315,0.8884,0.8800,0.9085
0.5266,0.4445,0.6895,0.5261,0.6333,0.6145,0.4694,0.6884,0.6159,0.6440,0.5376,0.6952,0.7680,0.5715,0.3936,0.6835,0.6353,0.7297,0.7806,0.6867,0.7645,0.7695,0.7490
0.5911,0.3762,0.5699,0.3470,0.4774,0.6626,0.6933,0.8839,0.5984,0.6338,0.6048,0.8444,0.7330,0.8486,0.5212,0.8293,0.9106,0.7511,0.8744,0.9342,0.9436,0.9376,0.9379
0.6742,0.3847,0.4382,0.0977,0.5402,0.8002,0.6418,0.8513,0.6038,0.7522,0.6437,0.8296,0.7502,0.9287,0.6560,0.8915,0.9655,0.8711,0.9192,0.9881,0.9759,0.9734,0.9543
0.7699,0.4531,0.3376,0.1510,0.5322,0.8367,0.7097,0.8477,0.5038,0.8324,0.5204,0.8579,0.7464,0.9436,0.6924,0.9134,0.9661,0.8836,0.9033,0.9458,0.9548,0.9350,0.9489
0.5885,0.4401,0.5130,0.2848,0.4565,0.7070,0.7165,0.8235,0.6075,0.6054,0.6760,0.7421,0.6811,0.8804,0.6518,0.8085,0.9278,0.7534,0.8519,0.9711,0.9213,0.9272,0.8911
0.7810,0.3625,0.4048,0.2402,0.4898,0.8379,0.6206,0.7913,0.4951,0.9023,0.4394,0.9074,0.6840,0.8360,0.5724,0.8565,0.8595,0.8301,0.8234,0.7895,0.8715,0.8329,0.9039
0.4675,0.4456,0.5473,0.3027,0.5567,0.6275,0.6547,0.7519,0.6738,0.4956,0.7722,0.6532,0.6284,0.8148,0.6145,0.7279,0.8626,0.7004,0.8065,0.9438,0.8740,0.9037,0.8289
0.6925,0.4716,0.3955,0.1181,0.6395,0.8410,0.6478,0.7646,0.6071,0.7755,0.6619,0.7624,0.7309,0.9365,0.7381,0.8765,0.9494,0.8936,0.9000,0.9605,0.9381,0.9460,0.9032
0.8232,0.4153,0.3447,0.3899,0.3641,0.7006,0.6763,0.7022,0.2331,0.8710,0.1101,0.8169,0.5719,0.7030,0.4891,0.7264,0.6920,0.6745,0.5954,0.5600,0.6591,0.5824,0.7334
0.7058,0.4142,0.4017,0.1448,0.4879,0.8185,0.6886,0.8541,0.5338,0.7696,0.5762,0.8432,0.7278,0.9348,0.6595,0.8877,0.9726,0.8514,0.9077,0.9753,0.9667,0.9558,0.9509
0.7108,0.4573,0.3830,0.1390,0.5050,0.8161,0.7080,0.8497,0.5543,0.7700,0.5979,0.8221,0.7322,0.9416,0.6976,0.8893,0.9672,0.8573,0.8893,0.9784,0.9563,0.9481,0.9427
0.6484,0.3692,0.4874,0.1889,0.5030,0.7493,0.6558,0.8685,0.6131,0.7064,0.6463,0.8366,0.7485,0.9096,0.6137,0.8774,0.9578,0.8374,0.9114,0.9860,0.9745,0.9714,0.9576
