0.2194,0.1097,0.3869,0.4679,0.5265,0.7421
0.2884,0.1193,0.3325,0.2022,0.3978,0.3115
0.2105,0.1357,0.2337,0.1918,0.5122,0.5371
0.3862,0.1644,0.4236,0.4223,0.6150,0.5670
0.3673,0.1551,0.5144,0.4414,0.6648,0.7212
0.2429,0.1355,0.3540,0.2975,0.3332,0.5077
0.4011,0.1015,0.5676,0.5250,0.3190,0.4064
0.2181,0.1860,0.2784,0.4481,0.4984,0.4141
0.4610,0.1119,0.4468,0.5101,0.7092,0.7900
0.3685,0.1737,0.3738,0.4352,0.7739,0.8298
0.4309,0.1006,0.5076,0.6709,0.6698,0.8177
0.4218,0.1403,0.3962,0.5932,0.5976,0.6911
0.5870,0.1273,0.5906,0.8735,0.6661,0.7133
0.4570,0.0947,0.5995,0.9276,0.4850,0.7219
0.4665,0.0671,0.6186,0.9209,0.4178,0.6642
0.4597,0.1414,0.6057,0.8997,0.6091,0.6552
0.4750,0.0450,0.4778,0.7605,0.3469,0.7131
0.4456,0.1585,0.5140,0.8401,0.5995,0.6781
0.4146,0.0978,0.5868,0.9240,0.3331,0.7152
0.4727,0.0405,0.4434,0.5995,0.4844,0.5109
0.4816,0.0944,0.6182,0.9315,0.4830,0.6631
0.4852,0.1057,0.5985,0.9239,0.4652,0.6626
0.4928,0.1100,0.6110,0.9238,0.5632,0.7241
