0.7277,0.1234,0.1170,0.6890,0.4252,0.5437,0.1768,0.0863,0.2953,0.3070,-0.0400,0.4759,0.3144,-0.0241,0.4125,-0.3068,0.3321,0.5938,0.0185,0.0964,0.5725,0.2132,0.0433,0.0674,0.4393,0.1832,0.1530,0.1954,0.0993,0.3237,0.4885,0.1482,0.3550,0.1420,-0.0033,0.1148
0.3143,0.5525,0.6487,0.6647,0.7462,0.5861,0.6236,0.4308,0.3948,0.2874,0.3237,0.5724,0.3339,0.4014,0.2846,0.2677,0.5130,0.3585,0.5635,0.6867,0.4012,0.3502,0.4598,0.2732,0.4919,0.5320,0.2550,0.3586,0.3970,0.4768,0.6958,0.4181,0.3995,0.2682,0.3148,0.3363
0.3737,0.5731,0.7148,0.6673,0.6649,0.6859,0.7496,0.5596,0.5117,0.4970,0.3862,0.7457,0.4660,0.4741,0.3452,0.2842,0.6587,0.4674,0.5101,0.6328,0.3671,0.4531,0.4281,0.2908,0.4276,0.6272,0.3438,0.4855,0.5546,0.5216,0.6936,0.5413,0.4532,0.3569,0.4077,0.4848
0.0922,0.4783,0.4682,0.4433,0.3402,0.3549,0.7730,0.9489,0.7991,0.8095,0.9167,0.5948,0.8147,0.9041,0.7640,0.7276,0.7221,0.2653,0.7365,0.5967,0.5901,0.8590,0.7151,0.3145,0.6191,0.7903,0.8818,0.8872,0.9285,0.7525,0.4533,0.8887,0.7541,0.8895,0.9293,0.9211
0.3839,0.4337,0.4389,0.6206,0.4624,0.5495,0.8691,0.9453,0.8760,0.9043,0.7793,0.8258,0.9027,0.8131,0.8231,0.4448,0.8799,0.5387,0.5564,0.6483,0.6675,0.8578,0.5929,0.2251,0.6038,0.8431,0.8274,0.8999,0.9344,0.8617,0.5907,0.9115,0.7918,0.8328,0.8309,0.9082
0.4712,0.3953,0.4204,0.5792,0.4459,0.6291,0.8513,0.8432,0.8958,0.8824,0.6798,0.8691,0.9095,0.7355,0.8242,0.2690,0.9390,0.6811,0.5665,0.7165,0.6915,0.8426,0.4106,0.2146,0.6426,0.8501,0.7374,0.8696,0.8623,0.9095,0.6767,0.8476,0.8291,0.7553,0.7294,0.8362
0.3141,0.3893,0.4778,0.3624,0.3951,0.5608,0.8210,0.9110,0.9422,0.9065,0.8866,0.7881,0.9545,0.9065,0.9109,0.4904,0.7435,0.6199,0.7987,0.7187,0.7923,0.9666,0.5665,0.1483,0.7899,0.9226,0.9181,0.9644,0.9266,0.9378,0.2499,0.8979,0.9618,0.9327,0.9173,0.9615
0.0880,0.4817,0.5637,0.3075,0.4279,0.5217,0.8964,0.9424,0.9306,0.8750,0.9483,0.7506,0.9228,0.9753,0.8340,0.6054,0.7781,0.4627,0.8393,0.8016,0.6527,0.9503,0.6005,0.1784,0.6716,0.9591,0.8996,0.9738,0.9730,0.9174,0.2977,0.9183,0.8907,0.9284,0.9690,0.9798
0.2129,0.3473,0.3806,0.4486,0.2742,0.3816,0.7764,0.9716,0.9061,0.9249,0.9329,0.6543,0.9293,0.9360,0.8730,0.6291,0.7761,0.4412,0.7648,0.6269,0.7361,0.9435,0.6953,0.2076,0.7318,0.8764,0.9375,0.9649,0.9764,0.8818,0.3580,0.9328,0.8979,0.9677,0.9662,0.9849
-0.1126,0.4107,0.5094,0.2821,0.3164,0.2479,0.5304,0.7734,0.5673,0.5632,0.8392,0.2354,0.5521,0.7935,0.5375,0.8752,0.4287,0.0547,0.8052,0.6188,0.4372,0.6673,0.7423,0.2735,0.5413,0.5940,0.7674,0.6760,0.7246,0.5061,0.3098,0.6512,0.5840,0.7638,0.8300,0.7355
