0.3923,0.5782,0.7086,0.5356,0.5641,0.5911,0.5634,0.6900,0.5869,0.6009,0.4805,0.6629,0.6364,0.4139,0.6983,0.7659,0.4870,0.6163
0.9312,0.8702,0.6732,0.7110,0.8892,0.5623,0.7406,0.3866,0.5894,0.7081,0.7710,0.5574,0.6090,0.8003,0.7165,0.7570,0.8598,0.6958
0.7529,0.8766,0.5180,0.7733,0.8844,0.8229,0.8919,0.7151,0.7743,0.9137,0.7133,0.7488,0.8674,0.9314,0.8525,0.8282,0.9338,0.9112
0.5808,0.7056,0.4098,0.7316,0.7373,0.8862,0.8916,0.8152,0.8409,0.8089,0.4197,0.7963,0.8678,0.9035,0.6387,0.6327,0.8188,0.8069
0.6016,0.5991,0.5705,0.6305,0.6023,0.8832,0.7793,0.8189,0.8507,0.6755,0.4296,0.8180,0.8549,0.8786,0.5368,0.5152,0.7126,0.6649
0.5269,0.6147,0.4727,0.7365,0.6350,0.9251,0.8425,0.8927,0.9361,0.8428,0.4290,0.9094,0.9668,0.9061,0.7416,0.7181,0.8183,0.8226
0.4821,0.7687,0.7816,0.6290,0.7289,0.5068,0.6269,0.6357,0.7097,0.7087,0.6244,0.7509,0.7316,0.5570,0.8624,0.8552,0.7395,0.6986
0.6788,0.4975,0.5031,0.5410,0.6212,0.8590,0.5912,0.7048,0.8692,0.7671,0.3325,0.8293,0.7905,0.8117,0.5477,0.5825,0.7836,0.7316
0.7334,0.7430,0.5291,0.6549,0.7892,0.8983,0.8065,0.7362,0.7322,0.8326,0.5599,0.7061,0.7834,0.9272,0.6038,0.5955,0.8451,0.8303
0.5279,0.5850,0.4641,0.7226,0.6063,0.9353,0.8470,0.8736,0.9231,0.8015,0.4168,0.8920,0.9491,0.9171,0.6780,0.6433,0.7872,0.7880
0.5379,0.6652,0.3679,0.7452,0.6432,0.9053,0.8984,0.8553,0.7987,0.7824,0.4935,0.7645,0.8948,0.9266,0.6362,0.5847,0.7743,0.7895
0.6958,0.5030,0.7711,0.4122,0.5309,0.6652,0.3839,0.7816,0.6715,0.4664,0.5364,0.7186,0.5993,0.5954,0.6025,0.6396,0.4795,0.4371
0.6325,0.7451,0.5682,0.7100,0.8260,0.8575,0.8072,0.7971,0.8947,0.9609,0.4989,0.8614,0.9170,0.8928,0.8495,0.8767,0.8957,0.9371
