0.0159,0.4017,0.0748,0.2422,0.1111,0.0616,0.1227,0.1507,0.2477,0.0437,-0.1123,0.1100,0.0476,0.1167,0.3124,-0.1363,0.0481,0.4207,-0.0395,0.2761,0.2507,-0.3053,0.2680,0.4580,0.1557,-0.0581,-0.0031,0.2027,0.4218,-0.2071,0.1500
0.2098,0.2356,0.1799,0.1738,0.2158,0.0987,0.0863,0.0589,0.1943,0.0626,0.0865,0.0469,0.1428,0.1586,0.0961,0.0632,0.1585,0.1938,0.2048,0.1481,0.1831,0.1332,0.1433,0.1357,0.1704,0.1736,0.1142,0.1137,0.1651,0.0756,0.1475
0.2910,0.1936,0.2447,0.1869,0.2182,0.1315,0.1055,0.0123,0.1449,0.0945,0.1634,0.0252,0.1533,0.2016,0.0709,0.1162,0.2700,0.1150,0.2373,0.1165,0.2049,0.2154,0.1186,0.0952,0.1752,0.2121,0.2217,0.1306,0.1203,0.1796,0.1520
0.3098,0.1511,0.1680,0.1859,0.1571,0.0709,0.0648,0.0296,0.1581,0.0532,0.1129,0.0300,0.1015,0.1857,0.0935,0.1127,0.1715,0.1640,0.2605,0.0646,0.1459,0.1301,0.0520,0.0861,0.1656,0.1796,0.1132,0.0348,0.1380,0.0763,0.1000
0.3031,0.3320,0.2595,0.2088,0.2521,0.0786,0.1231,0.0531,0.1808,0.0872,0.0816,0.0461,0.1296,0.1948,0.1165,0.0933,0.2405,0.2054,0.2509,0.1631,0.1915,0.1769,0.1355,0.1591,0.2087,0.1503,0.1301,0.1199,0.2046,0.0885,0.1445
0.2020,0.2560,0.1733,0.1908,0.1751,0.0740,0.1285,0.0801,0.1908,0.0756,0.0446,0.0533,0.0937,0.1492,0.1682,0.0241,0.1661,0.2719,0.1199,0.1469,0.1706,0.0251,0.1453,0.2281,0.1451,0.0764,0.1154,0.1462,0.2559,0.0351,0.1619
0.2469,0.3277,0.2328,0.2766,0.2450,0.1077,0.1584,0.0652,0.2247,0.0991,0.0785,0.0487,0.1527,0.2510,0.1248,0.0691,0.1757,0.2699,0.2400,0.1745,0.1700,0.1498,0.1713,0.1915,0.1860,0.0913,0.1417,0.1659,0.2680,0.1137,0.1765
0.2852,0.1849,0.1448,0.1861,0.1641,0.0879,0.0749,0.0525,0.1950,0.0625,0.1179,0.0534,0.1244,0.1641,0.1350,0.0903,0.1941,0.2241,0.2490,0.1468,0.1670,0.1148,0.1048,0.1801,0.1994,0.1769,0.1397,0.1057,0.1816,0.0721,0.1438
0.2249,0.2084,0.1361,0.1607,0.1838,0.0623,0.0891,0.0590,0.1912,0.0539,0.0794,0.0338,0.0997,0.1517,0.1093,0.0501,0.1724,0.2131,0.1599,0.0920,0.1578,0.0565,0.1072,0.1630,0.1794,0.1158,0.1038,0.0920,0.2002,0.0302,0.1164
0.3065,0.2988,0.3200,0.1453,0.2392,0.1246,0.1546,0.0406,0.1690,0.1348,0.1254,0.0506,0.1471,0.1497,0.1573,0.1121,0.2972,0.2134,0.2712,0.1385,0.2787,0.1779,0.1583,0.1711,0.1401,0.2480,0.2270,0.1615,0.2063,0.1444,0.1816
0.2918,0.3467,0.2930,0.3626,0.3506,0.2103,0.1889,0.1057,0.2550,0.1662,0.0867,0.0935,0.2573,0.3096,0.3255,0.1430,0.2979,0.2883,0.3654,0.4063,0.3631,0.2296,0.3165,0.2745,0.3047,0.2880,0.1893,0.2513,0.2813,0.1801,0.2324
0.4200,0.3886,0.4853,0.2925,0.2622,0.1593,0.2213,0.0896,0.3285,0.2286,0.1298,0.0805,0.2226,0.2483,0.2863,0.1995,0.4124,0.3764,0.5339,0.2958,0.3834,0.2919,0.2494,0.2907,0.3167,0.3679,0.2969,0.2075,0.2583,0.2062,0.2749
