0.4883,0.6082,0.3823,0.3277,0.6804,0.6362,0.3928,0.5300,0.4388,0.4337,0.4594,0.4661,0.5272,0.4175,0.6177,0.5115,0.5312,0.5031,0.5241,0.4549,0.3568,0.4829
0.0694,0.2045,0.4228,0.3024,0.2797,0.2914,0.2454,0.2546,0.2564,0.1176,-0.0004,0.2672,0.1556,0.1690,0.1212,0.1069,0.2448,0.3427,0.1138,0.1722,0.2083,0.1149
0.4452,0.5349,0.4488,0.4063,0.5488,0.4471,0.4834,0.6317,0.5620,0.4623,0.4259,0.4823,0.4190,0.5095,0.4858,0.5026,0.6442,0.5579,0.5070,0.5823,0.4677,0.4970
0.5661,0.5706,0.4643,0.5460,0.6502,0.7182,0.5752,0.4973,0.5201,0.6129,0.0887,0.6229,0.6082,0.5960,0.5702,0.5573,0.4281,0.5745,0.5030,0.4314,0.6009,0.5973
0.9318,0.8493,0.4137,0.2877,0.8322,0.5937,0.6310,0.8963,0.9391,0.8819,0.6206,0.8478,0.8612,0.9287,0.9461,0.8685,0.9122,0.7712,0.9701,0.9442,0.8819,0.9286
0.6440,0.5575,0.2498,0.0686,0.4282,0.3296,0.6635,0.4879,0.3665,0.5484,0.8947,0.2016,0.5071,0.3652,0.5839,0.6598,0.5946,0.2406,0.6162,0.6191,0.2143,0.5391
0.7153,0.5953,0.3630,0.4769,0.6793,0.6573,0.4880,0.6531,0.8403,0.7831,0.0549,0.8456,0.7247,0.8756,0.6931,0.6701,0.5833,0.7254,0.7023,0.6772,0.9256,0.8014
0.7849,0.8794,0.5202,0.2754,0.8662,0.7346,0.4412,0.8316,0.7862,0.6648,0.6109,0.8032,0.7698,0.7571,0.9110,0.7527,0.8208,0.7358,0.8533,0.7924,0.7144,0.7419
0.7494,0.6792,0.1565,0.0488,0.6586,0.4185,0.5815,0.5965,0.4857,0.6075,0.8652,0.3649,0.6509,0.4870,0.7593,0.7528,0.6788,0.3682,0.7579,0.6930,0.3338,0.6594
0.6844,0.5160,0.3301,0.4682,0.6118,0.5420,0.4580,0.6354,0.8160,0.7800,0.0041,0.7970,0.6824,0.8668,0.6054,0.5991,0.5649,0.6837,0.6610,0.6522,0.9194,0.7665
0.8546,0.7989,0.4279,0.4089,0.8534,0.7421,0.5496,0.8154,0.8981,0.8327,0.3563,0.9023,0.8510,0.9139,0.8916,0.7960,0.7647,0.7867,0.8716,0.8098,0.9173,0.8857
0.8101,0.7877,0.3042,0.0417,0.7135,0.4559,0.6438,0.7470,0.6604,0.6719,0.8933,0.5341,0.6928,0.6260,0.8532,0.7857,0.8348,0.5337,0.8530,0.8277,0.5038,0.7343
0.4273,0.4868,0.4670,0.4776,0.5772,0.6353,0.3171,0.5145,0.6025,0.5437,-0.0856,0.7010,0.5122,0.6069,0.4881,0.4658,0.4040,0.6717,0.4417,0.3908,0.6786,0.5691
0.5711,0.6111,0.2653,0.0720,0.6329,0.4907,0.4297,0.5049,0.3029,0.3945,0.7855,0.3035,0.5375,0.3086,0.6674,0.5500,0.5330,0.2852,0.5895,0.5013,0.1743,0.4639
0.8711,0.7526,0.3673,0.3974,0.7964,0.6631,0.5688,0.8097,0.9381,0.8761,0.3204,0.9024,0.8469,0.9601,0.8602,0.8083,0.7735,0.7802,0.8789,0.8430,0.9687,0.9170
0.9390,0.8374,0.3404,0.3294,0.9082,0.7011,0.6270,0.8314,0.8557,0.8718,0.5792,0.8102,0.9027,0.8816,0.9497,0.8808,0.8358,0.7392,0.9515,0.8742,0.8160,0.9188
0.9407,0.8183,0.3776,0.2997,0.7726,0.5675,0.6736,0.8720,0.9490,0.8975,0.5946,0.8487,0.8572,0.9464,0.9346,0.8782,0.8818,0.7405,0.9611,0.9497,0.9142,0.9412
