0.0908,0.1574,0.4203,0.1054,0.2144,0.4664,0.3250,0.5709,0.3169,0.3786,-0.0614,0.3588,0.4242,0.5552,0.4122,0.4377
0.1602,0.1805,0.2007,0.0961,0.1515,0.1756,0.2172,0.1900,0.1818,0.0867,0.2211,0.2230,0.2458,0.2379,0.2173,0.2339
0.2306,0.3649,0.4714,0.1387,0.2199,0.4612,0.3258,0.3220,0.2309,0.2949,0.3326,0.3341,0.4099,0.4537,0.3251,0.3743
0.1274,0.3954,0.4257,0.1324,0.3329,0.3509,0.1838,0.1494,0.2903,0.2253,0.3860,0.1949,0.2913,0.2687,0.2688,0.2149
0.1683,0.4015,0.5240,0.1334,0.4154,0.3537,0.2371,0.1613,0.3759,0.1098,0.4737,0.2230,0.3157,0.2373,0.2121,0.2245
0.1635,0.4226,0.6065,0.2468,0.3264,0.5631,0.6391,0.6288,0.4520,0.3242,0.4041,0.6680,0.7408,0.7678,0.5738,0.7105
0.3380,0.2928,0.6822,0.4588,0.7523,0.5779,0.8745,0.7170,0.8044,0.0671,0.6478,0.8806,0.8806,0.7615,0.7781,0.8513
0.3012,0.4549,0.5450,0.3625,0.6940,0.5352,0.8156,0.8129,0.7462,0.2294,0.5191,0.8427,0.8311,0.8654,0.8679,0.8792
0.3013,0.2775,0.7400,0.3833,0.7801,0.7199,0.9073,0.9190,0.8836,0.2582,0.4586,0.9435,0.9577,0.9376,0.9157,0.9580
0.3172,0.2743,0.6962,0.4132,0.8232,0.6729,0.9199,0.8628,0.8976,0.1728,0.5236,0.9476,0.9437,0.8783,0.9123,0.9396
0.3008,0.2916,0.7581,0.3834,0.7908,0.7337,0.8838,0.9226,0.8866,0.2558,0.4090,0.9175,0.9354,0.9150,0.9096,0.9345
0.2900,0.3116,0.7148,0.3798,0.7477,0.6851,0.9255,0.9204,0.8564,0.2399,0.5117,0.9616,0.9769,0.9668,0.9175,0.9833
0.3160,0.3283,0.6650,0.4053,0.7943,0.6352,0.9553,0.8714,0.8835,0.1520,0.5917,0.9856,0.9803,0.9295,0.9202,0.9859
0.2618,0.4169,0.5751,0.3612,0.6946,0.5249,0.9197,0.7872,0.7711,0.1334,0.6647,0.9455,0.9369,0.9008,0.8721,0.9513
0.1897,0.3887,0.5660,0.1656,0.5082,0.4440,0.2040,0.3332,0.4788,0.1863,0.3164,0.2134,0.2461,0.2054,0.4145,0.2100
0.3067,0.4366,0.5627,0.3860,0.8253,0.5509,0.8408,0.8199,0.8725,0.0932,0.5348,0.8761,0.8328,0.8273,0.9158,0.8908
0.2974,0.3013,0.6741,0.3761,0.7495,0.6921,0.9136,0.9163,0.8500,0.2654,0.4616,0.9476,0.9586,0.9579,0.9172,0.9687
0.3090,0.3574,0.6451,0.3868,0.8003,0.6389,0.9365,0.8973,0.8904,0.1728,0.5404,0.9715,0.9608,0.9402,0.9430,0.9837
0.3194,0.2835,0.6944,0.3790,0.7468,0.6837,0.9026,0.8720,0.8399,0.2585,0.4843,0.9310,0.9472,0.9165,0.8739,0.9383
0.3038,0.2826,0.7477,0.3969,0.8065,0.7083,0.9142,0.9131,0.9009,0.2229,0.4753,0.9487,0.9586,0.9243,0.9199,0.9585
0.3401,0.4290,0.4645,0.3893,0.7778,0.4550,0.8310,0.7413,0.8065,0.0788,0.6282,0.8669,0.8243,0.7964,0.8803,0.8732
0.2664,0.2575,0.8223,0.3297,0.7161,0.7600,0.7795,0.8729,0.8254,0.3287,0.3699,0.8243,0.8741,0.8603,0.7949,0.8475
0.2515,0.2859,0.7963,0.3778,0.6181,0.6614,0.7984,0.8062,0.7232,0.2456,0.4605,0.8128,0.8608,0.8385,0.7454,0.8316
0.3010,0.3516,0.6207,0.3883,0.7555,0.5957,0.9544,0.8246,0.8408,0.1303,0.6439,0.9804,0.9725,0.9096,0.8891,0.9732
0.2249,0.4200,0.4657,0.2659,0.4231,0.4317,0.6723,0.4986,0.4607,0.2023,0.5521,0.6824,0.6977,0.6709,0.5548,0.6839
0.2538,0.2351,0.8122,0.3422,0.6635,0.7315,0.8434,0.8991,0.7933,0.3347,0.4234,0.8723,0.9276,0.9311,0.8174,0.9061
0.2695,0.3523,0.6549,0.4095,0.7198,0.6062,0.9277,0.8155,0.7971,0.1484,0.6124,0.9475,0.9502,0.8985,0.8663,0.9481
0.2362,0.4403,0.4426,0.2899,0.5097,0.3486,0.7041,0.4216,0.4865,0.0399,0.7130,0.7109,0.7001,0.6096,0.5859,0.6851
0.2693,0.3390,0.7032,0.3434,0.7240,0.6798,0.8692,0.9243,0.8496,0.2809,0.4611,0.9217,0.9332,0.9584,0.9141,0.9572
0.2713,0.2335,0.8209,0.3443,0.6999,0.7227,0.8478,0.9140,0.8285,0.3209,0.4157,0.8808,0.9247,0.9269,0.8464,0.9155
0.2957,0.3190,0.6750,0.4206,0.7547,0.5918,0.9477,0.8008,0.8301,0.0891,0.6707,0.9654,0.9598,0.8758,0.8724,0.9523
0.3112,0.3394,0.6033,0.4157,0.7829,0.5477,0.9526,0.7796,0.8465,0.0523,0.6995,0.9734,0.9495,0.8568,0.8871,0.9527
