0.5650,0.5398,0.6554,0.5984,0.4892,0.5464,0.4184,0.5437,0.6187,0.4353
0.3367,0.5424,0.7431,0.6540,0.5275,0.5797,0.5824,0.7071,0.6833,0.6414
0.5008,0.5707,0.5004,0.6254,0.5427,0.4540,0.6989,0.4721,0.5915,0.6327
0.5393,0.6455,0.6624,0.4225,0.3911,0.4836,0.5105,0.5257,0.4697,0.3753
0.5196,0.6678,0.3709,0.4166,0.4007,0.3142,0.6649,0.2966,0.3258,0.3134
0.7377,0.7258,0.5864,0.6029,0.6659,0.6568,0.6787,0.5806,0.5354,0.2938
0.6949,0.6856,0.4676,0.7336,0.7016,0.6025,0.7983,0.4903,0.6383,0.4986
0.7025,0.4722,0.7443,0.8726,0.8629,0.8854,0.5359,0.7599,0.8998,0.3739
0.7037,0.5242,0.7543,0.9357,0.8742,0.8209,0.7240,0.7328,0.9086,0.6099
0.7760,0.4743,0.8301,0.9657,0.9479,0.9172,0.7880,0.8613,0.9547,0.6365
0.7858,0.5598,0.8914,0.9046,0.9509,0.9462,0.8425,0.8804,0.9345,0.6239
0.7707,0.4442,0.8828,0.9240,0.9424,0.9622,0.7295,0.9152,0.9506,0.5292
0.7934,0.4894,0.8742,0.9256,0.9629,0.9791,0.7505,0.8716,0.9638,0.5396
0.7908,0.4871,0.7441,0.8580,0.9113,0.9338,0.6187,0.8071,0.8852,0.2830
0.6452,0.4418,0.8743,0.8759,0.8674,0.8630,0.7617,0.7935,0.9116,0.7532
0.6734,0.3456,0.8947,0.9489,0.9053,0.8981,0.7223,0.8709,0.9592,0.7332
0.7567,0.4177,0.8896,0.9303,0.9429,0.9736,0.6715,0.8973,0.9714,0.5235
0.7498,0.4176,0.9006,0.9461,0.9496,0.9659,0.7261,0.8946,0.9759,0.5919
0.7559,0.4017,0.8880,0.9557,0.9459,0.9516,0.7348,0.9126,0.9682,0.6087
0.7696,0.4089,0.8818,0.9659,0.9631,0.9678,0.7281,0.8920,0.9844,0.5916
0.7564,0.3907,0.8910,0.9549,0.9527,0.9701,0.6944,0.9030,0.9806,0.5668
0.7121,0.3825,0.8734,0.9094,0.9039,0.9473,0.5967,0.9044,0.9493,0.4867
0.7691,0.3984,0.8812,0.9605,0.9605,0.9726,0.6963,0.8984,0.9832,0.5594
0.7216,0.3892,0.8863,0.9544,0.9385,0.9227,0.7846,0.8721,0.9664,0.6936
0.7525,0.5146,0.8574,0.8971,0.9331,0.9016,0.8525,0.8034,0.9071,0.6445
0.7168,0.3590,0.8441,0.9591,0.9188,0.9057,0.6739,0.8469,0.9614,0.6762
0.7277,0.3494,0.8805,0.9698,0.9386,0.9359,0.6962,0.8862,0.9792,0.6417
0.7447,0.3980,0.8999,0.9484,0.9466,0.9653,0.6939,0.9009,0.9802,0.5854
0.7390,0.3705,0.8956,0.9618,0.9490,0.9560,0.7087,0.8960,0.9833,0.6074
0.7368,0.3866,0.9014,0.9615,0.9471,0.9522,0.7264,0.8979,0.9816,0.6501
0.7252,0.3643,0.9004,0.9588,0.9377,0.9500,0.6846,0.8970,0.9812,0.6151
0.7618,0.4169,0.8927,0.9430,0.9542,0.9758,0.6941,0.9028,0.9761,0.5349
