0.4416,0.7479,0.7513,0.1089,0.6964,0.6529,0.8094,0.8856,0.5610,0.4151,0.6649,0.5550,0.8447,0.6752,0.8820,0.7692,0.8664,0.7735,0.7350,0.6643,0.6810,0.7428,0.4817,0.7157,0.7919,0.7604,0.6080,0.6976,0.7554,0.4918,0.7225,0.6500,0.6301,0.6718,0.8425,0.7956,0.8614,0.2883,0.6849,0.6994,0.6412
0.6928,0.6004,0.7023,0.3437,0.5966,0.6339,0.6586,0.6724,0.7119,0.4472,0.5917,0.4393,0.6749,0.5917,0.5866,0.7108,0.6583,0.4815,0.6981,0.6241,0.4882,0.4433,0.5526,0.4575,0.3764,0.4829,0.5744,0.4890,0.6967,0.6522,0.5385,0.4511,0.5356,0.5331,0.5098,0.3745,0.5109,0.5252,0.4676,0.4803,0.5299
0.5899,0.6856,0.6659,0.2684,0.5883,0.5773,0.6287,0.8054,0.6136,0.5788,0.6487,0.5292,0.7290,0.3427,0.6799,0.5313,0.5906,0.4910,0.7127,0.4093,0.4172,0.5180,0.6289,0.5096,0.4913,0.4414,0.4113,0.3791,0.5372,0.2790,0.5445,0.4410,0.3849,0.5553,0.4658,0.4601,0.5965,0.1850,0.4290,0.4479,0.3953
0.5829,0.5340,0.5418,0.5104,0.4535,0.5025,0.4893,0.5522,0.7524,0.6720,0.5270,0.5529,0.5555,0.3999,0.5949,0.5159,0.6534,0.4022,0.6126,0.6117,0.3879,0.5358,0.6268,0.5013,0.4986,0.4082,0.5855,0.4623,0.6400,0.5408,0.6664,0.5567,0.5568,0.6170,0.3832,0.4179,0.5875,0.5132,0.5357,0.5386,0.5391
0.3830,0.5900,0.6794,0.3650,0.6536,0.6414,0.7579,0.7339,0.7287,0.4431,0.7527,0.4724,0.6437,0.7208,0.7389,0.7179,0.7674,0.6734,0.6388,0.4977,0.5994,0.5052,0.4602,0.5805,0.6060,0.6269,0.4746,0.5849,0.6187,0.4084,0.5957,0.5077,0.5069,0.4576,0.6714,0.6933,0.6309,0.4096,0.5249,0.5214,0.4798
0.2792,0.2434,0.3738,0.3839,0.4873,0.4619,0.4681,0.4179,0.3836,0.5673,0.6016,0.5591,0.3865,0.7003,0.3066,0.6365,0.4498,0.5593,0.4329,0.6672,0.6546,0.4619,0.5973,0.6058,0.5401,0.5413,0.6501,0.6083,0.6826,0.7029,0.6138,0.6729,0.6415,0.6460,0.4047,0.5580,0.5455,0.7389,0.6584,0.5917,0.6176
0.4855,0.3656,0.4840,0.3350,0.4735,0.4633,0.4545,0.3862,0.4255,0.4303,0.5819,0.6673,0.4114,0.7682,0.4131,0.7518,0.5765,0.7486,0.4602,0.8384,0.7874,0.6860,0.6750,0.7812,0.7192,0.7716,0.8580,0.8041,0.7893,0.9174,0.6476,0.7928,0.8405,0.7765,0.5462,0.6339,0.6629,0.7671,0.8027,0.7852,0.8228
0.6123,0.4404,0.4098,0.0955,0.2037,0.2114,0.1965,0.4482,0.3991,0.3251,0.3465,0.4631,0.4300,0.2096,0.4898,0.3610,0.3924,0.3521,0.3380,0.2578,0.2602,0.3878,0.2853,0.3071,0.3630,0.3898,0.3278,0.3171,0.3129,0.3071,0.1926,0.1739,0.2971,0.3139,0.4665,0.2702,0.3247,0.0974,0.2596,0.3274,0.3449
0.4896,0.7479,0.8298,0.2156,0.8563,0.8222,0.8733,0.9058,0.5563,0.3556,0.8399,0.3031,0.8608,0.7996,0.7205,0.8686,0.7036,0.6750,0.8804,0.3541,0.6138,0.4516,0.6680,0.5303,0.5500,0.6028,0.3859,0.5283,0.4988,0.4642,0.5918,0.4284,0.4094,0.3317,0.5939,0.6055,0.5834,0.5401,0.4075,0.4170,0.3856
0.4210,0.5830,0.5554,0.2907,0.5257,0.5270,0.6523,0.8558,0.3951,0.5250,0.5153,0.6142,0.7279,0.7086,0.7210,0.8122,0.6821,0.8676,0.7325,0.7187,0.8009,0.7672,0.5946,0.8077,0.8471,0.8475,0.7427,0.7924,0.6350,0.6422,0.7160,0.7532,0.7335,0.6501,0.7795,0.8018,0.8141,0.4763,0.7496,0.7593,0.7213
0.5419,0.4066,0.4330,0.0990,0.3764,0.3110,0.4164,0.5973,0.2373,0.2631,0.5490,0.7149,0.4350,0.7452,0.5212,0.8088,0.4480,0.8838,0.5452,0.7539,0.8712,0.8119,0.7020,0.8741,0.8533,0.9253,0.8718,0.8968,0.6210,0.8985,0.3974,0.7720,0.8774,0.7846,0.7967,0.7568,0.6773,0.6484,0.8327,0.8637,0.8878
-0.0292,0.3164,0.4621,0.4103,0.6438,0.6293,0.7307,0.7769,0.5143,0.4541,0.5473,0.4930,0.5294,0.8649,0.5315,0.8234,0.5757,0.8171,0.6167,0.6493,0.7994,0.5320,0.4547,0.7294,0.7065,0.7039,0.6397,0.7317,0.6300,0.5289,0.8037,0.7846,0.6662,0.5557,0.5996,0.8343,0.6773,0.6575,0.7039,0.6305,0.5968
0.6636,0.5221,0.4123,0.0936,0.3291,0.3580,0.5423,0.5520,0.4976,0.4189,0.5015,0.7453,0.5667,0.4083,0.7471,0.4343,0.8265,0.7259,0.4019,0.9368,0.6912,0.8966,0.5526,0.8268,0.8817,0.8025,0.8846,0.8126,0.9342,0.9125,0.7348,0.8282,0.8731,0.9369,0.8299,0.7981,0.9390,0.5540,0.8954,0.9048,0.9051
0.4090,0.2697,0.2764,0.1953,0.1718,0.1310,0.3475,0.5355,0.3179,0.4140,0.2911,0.7585,0.3554,0.5748,0.6089,0.6708,0.6289,0.8714,0.3916,0.8418,0.8569,0.8753,0.5599,0.8951,0.9107,0.9172,0.8768,0.9046,0.7356,0.8653,0.6132,0.8421,0.8928,0.8475,0.8687,0.8569,0.8413,0.5691,0.8997,0.9105,0.8984
0.6111,0.2732,0.3765,0.1945,0.2700,0.2434,0.3306,0.4872,0.2906,0.3439,0.4297,0.7805,0.3505,0.6939,0.5323,0.7554,0.4853,0.8572,0.4280,0.7665,0.8703,0.8673,0.5835,0.9056,0.8684,0.9244,0.9094,0.9261,0.6237,0.8925,0.4256,0.8095,0.9173,0.8319,0.8574,0.8087,0.7379,0.6252,0.8728,0.9092,0.9222
0.4776,0.3152,0.3678,0.2037,0.3637,0.2999,0.3771,0.5453,0.2150,0.3269,0.5457,0.6914,0.3566,0.7969,0.4292,0.8294,0.3923,0.8942,0.4866,0.8149,0.9072,0.7947,0.7382,0.9051,0.8586,0.9236,0.9009,0.9224,0.6678,0.9346,0.4670,0.8354,0.9056,0.7958,0.7634,0.7874,0.6819,0.7193,0.8731,0.8801,0.9067
0.4087,0.1073,0.1504,0.2142,0.1381,0.0968,0.2709,0.4562,0.2339,0.3664,0.3117,0.7853,0.2022,0.6928,0.4767,0.7323,0.5295,0.9232,0.3261,0.9005,0.9409,0.8768,0.6028,0.9641,0.9401,0.9585,0.9629,0.9860,0.7681,0.9507,0.6348,0.9446,0.9842,0.9043,0.8466,0.9119,0.8394,0.7568,0.9733,0.9634,0.9728
0.3907,0.2470,0.3981,0.3290,0.4346,0.4011,0.4070,0.5201,0.3154,0.3513,0.5702,0.6837,0.3059,0.8672,0.3715,0.8542,0.3556,0.8859,0.4876,0.8159,0.9108,0.7284,0.6747,0.8726,0.8043,0.8838,0.8895,0.9059,0.6850,0.9185,0.5374,0.8493,0.8953,0.7528,0.6892,0.7739,0.6184,0.8252,0.8511,0.8355,0.8679
0.3160,0.5950,0.5762,0.2848,0.5564,0.5015,0.6875,0.7333,0.5403,0.3022,0.5756,0.6825,0.6285,0.7325,0.7468,0.7400,0.7027,0.8126,0.5278,0.6366,0.7377,0.7635,0.4938,0.7591,0.8107,0.8123,0.6939,0.7763,0.6533,0.5693,0.6176,0.6944,0.7258,0.7068,0.8391,0.8062,0.8123,0.3795,0.7332,0.7535,0.7121
0.5093,0.3432,0.2915,0.0537,0.1744,0.1081,0.3542,0.5525,0.2697,0.3151,0.3061,0.8269,0.4082,0.5968,0.6587,0.6866,0.6485,0.9078,0.3835,0.8599,0.8753,0.9606,0.5058,0.9439,0.9698,0.9802,0.9254,0.9581,0.7554,0.8903,0.5766,0.8557,0.9453,0.8995,0.9477,0.8809,0.8925,0.5291,0.9324,0.9697,0.9652
0.3183,0.3043,0.3649,0.2660,0.3758,0.3235,0.5076,0.6574,0.3751,0.3460,0.4167,0.7338,0.4275,0.7998,0.5918,0.8283,0.6444,0.9619,0.5012,0.8136,0.9579,0.8356,0.5682,0.9551,0.9302,0.9594,0.9077,0.9693,0.6984,0.8508,0.6612,0.9069,0.9299,0.8029,0.8735,0.9477,0.8250,0.7027,0.9192,0.9111,0.9062
0.4426,0.2005,0.2093,0.2041,0.1789,0.1238,0.3173,0.5079,0.2270,0.3880,0.3295,0.8126,0.2672,0.7079,0.5141,0.7371,0.5285,0.9407,0.3501,0.8913,0.9416,0.9093,0.5598,0.9758,0.9566,0.9803,0.9749,0.9928,0.7474,0.9434,0.6099,0.9327,0.9883,0.9003,0.8746,0.9082,0.8509,0.7049,0.9670,0.9736,0.9785
0.1256,0.0924,0.3471,0.4794,0.5115,0.4917,0.4755,0.5495,0.3380,0.3575,0.5828,0.5478,0.2781,0.9344,0.2524,0.8697,0.2650,0.8327,0.5020,0.6850,0.8566,0.5223,0.5931,0.7573,0.6704,0.7508,0.7490,0.8046,0.5441,0.7700,0.5516,0.7945,0.7681,0.5668,0.5236,0.7464,0.4719,0.9159,0.7315,0.6698,0.6977
0.7542,0.8412,0.6914,-0.2694,0.3960,0.3613,0.5234,0.5886,0.3432,0.2160,0.4857,0.3872,0.7742,0.1437,0.8626,0.3274,0.7264,0.3425,0.5159,0.3580,0.2129,0.6121,0.3558,0.3594,0.4948,0.4442,0.3201,0.3059,0.5226,0.3060,0.2546,0.2121,0.3017,0.5041,0.6514,0.3434,0.6481,-0.1796,0.3473,0.4458,0.3980
0.4263,0.2541,0.2606,0.2052,0.2281,0.1685,0.3923,0.5615,0.3088,0.3501,0.3190,0.8015,0.3453,0.7044,0.5787,0.7460,0.6068,0.9458,0.3893,0.8744,0.9431,0.9091,0.5410,0.9750,0.9635,0.9799,0.9505,0.9923,0.7549,0.9047,0.6379,0.9250,0.9735,0.8916,0.9132,0.9395,0.8708,0.6777,0.9637,0.9685,0.9668
