0.2818,0.1752,0.4701,-0.0396,0.2181,0.2395,0.0994,0.3404,0.2288,0.0316,0.1774,0.2579,0.2699,0.1028,0.1957,0.3961,0.1483,-0.1028,0.0442
0.3041,0.4701,0.6423,0.5036,0.6753,0.4865,0.4748,0.7357,0.6827,0.3143,0.4532,0.6260,0.4191,0.3224,0.6103,0.4143,0.4484,0.5350,0.4690
0.2947,0.7011,0.3881,0.5854,0.4595,0.4311,0.4407,0.4502,0.4258,0.6716,0.6071,0.5245,0.6400,0.6638,0.4156,0.5695,0.4792,0.4504,0.5060
0.1913,0.6368,0.1614,0.3995,0.3601,0.1687,0.3189,0.5345,0.4147,0.5038,0.4232,0.3702,0.4713,0.4588,0.1906,0.4044,0.2176,0.3020,0.2350
0.1783,0.5057,0.3408,0.3382,0.3380,0.1568,0.2879,0.5707,0.5081,0.3197,0.3473,0.4092,0.4059,0.2963,0.2831,0.3611,0.1251,0.2297,0.0965
0.2186,0.5760,0.3856,0.5177,0.4231,0.3847,0.4617,0.6461,0.5192,0.5481,0.5757,0.5669,0.6312,0.5256,0.3758,0.5970,0.3965,0.2323,0.3367
0.5005,0.7036,0.5284,0.2330,0.2956,0.2766,0.3101,0.4081,0.4785,0.1918,0.2871,0.3584,0.2872,0.2108,0.3389,0.2899,0.2083,0.2255,0.1737
0.2525,0.5609,0.2917,0.3397,0.4247,0.1559,0.2097,0.6412,0.4539,0.4003,0.3358,0.3285,0.4273,0.3749,0.2952,0.4049,0.1764,0.3290,0.2258
0.3674,0.6064,0.3575,0.3094,0.5125,0.2857,0.2932,0.5558,0.4432,0.4828,0.4394,0.3804,0.5346,0.4606,0.2801,0.5343,0.3093,0.3387,0.3177
0.2953,0.6397,0.2733,0.3052,0.3324,0.1330,0.2249,0.5522,0.3806,0.3461,0.3261,0.3442,0.4092,0.3178,0.1868,0.3846,0.1322,0.1863,0.1203
0.3842,0.7581,0.3076,0.3876,0.2670,0.2203,0.3621,0.4633,0.4719,0.4135,0.3976,0.3941,0.4153,0.3768,0.2649,0.3785,0.2076,0.2370,0.1622
0.4644,0.7895,0.2820,0.3385,0.2601,0.1942,0.3427,0.4205,0.4465,0.3775,0.3624,0.3670,0.3710,0.3628,0.2463,0.3323,0.1869,0.2100,0.1484
0.3959,0.7617,0.3318,0.4064,0.3098,0.2189,0.3754,0.5025,0.4947,0.3850,0.4028,0.4238,0.3927,0.3452,0.2892,0.3769,0.2036,0.2586,0.1540
0.5209,0.7303,0.4721,0.4071,0.6418,0.4941,0.3880,0.5245,0.3925,0.5514,0.5093,0.4429,0.6350,0.5550,0.4110,0.6245,0.4948,0.4489,0.4843
0.5278,0.8689,0.3106,0.4688,0.4201,0.4399,0.4923,0.2482,0.3972,0.5295,0.4995,0.4363,0.4857,0.5118,0.4093,0.4670,0.4517,0.4161,0.4545
0.4836,0.4577,0.5577,0.3928,0.3705,0.4019,0.3566,0.5115,0.3198,0.3391,0.3221,0.3535,0.4819,0.3895,0.3240,0.4257,0.3565,0.2648,0.3268
0.2472,0.4508,0.3858,0.7507,0.4570,0.6242,0.7344,0.6901,0.7976,0.7340,0.7651,0.7724,0.7172,0.7267,0.7030,0.6434,0.6289,0.6370,0.5954
0.3796,0.5233,0.6313,0.4731,0.8232,0.6450,0.5034,0.7065,0.6742,0.5970,0.5108,0.5561,0.6374,0.6081,0.6777,0.6762,0.6465,0.6907,0.6691
0.3546,0.4941,0.5995,0.9040,0.6581,0.6983,0.7310,0.7341,0.6516,0.8071,0.7989,0.7936,0.7944,0.8194,0.7462,0.6952,0.7514,0.7411,0.7770
0.2792,0.5880,0.4636,0.5577,0.3545,0.4055,0.4848,0.6707,0.5315,0.5018,0.5434,0.5705,0.5966,0.4838,0.4021,0.5601,0.3821,0.2863,0.3195
0.2809,0.3087,0.5840,0.9174,0.8387,0.8938,0.9099,0.5748,0.8022,0.9353,0.9237,0.8749,0.8475,0.9312,0.9041,0.8089,0.9433,0.9716,0.9670
0.3158,0.2900,0.7447,0.7129,0.9318,0.9092,0.7973,0.6881,0.8587,0.7346,0.7786,0.8445,0.7740,0.7814,0.9246,0.8265,0.8992,0.8715,0.8931
0.2974,0.2442,0.6892,0.8215,0.9321,0.9772,0.9060,0.6249,0.8725,0.8649,0.9158,0.9219,0.8832,0.8928,0.9752,0.8902,0.9824,0.9432,0.9750
0.2954,0.3122,0.7016,0.8155,0.9399,0.9143,0.8791,0.6423,0.8861,0.8246,0.8348,0.8659,0.7939,0.8501,0.9371,0.7931,0.9330,0.9536,0.9507
0.2362,0.4073,0.4747,0.8982,0.6511,0.7894,0.8360,0.7208,0.8051,0.8984,0.9047,0.8742,0.8502,0.8854,0.8217,0.7940,0.8267,0.8017,0.8224
0.2431,0.4003,0.6073,0.7611,0.8145,0.9136,0.8198,0.5722,0.7669,0.8543,0.9265,0.9049,0.9315,0.8825,0.8731,0.9651,0.9035,0.7514,0.8616
0.2708,0.2868,0.6260,0.8605,0.8949,0.8905,0.8907,0.6387,0.8808,0.8412,0.8493,0.8591,0.7592,0.8526,0.9260,0.7410,0.9244,0.9885,0.9543
0.2916,0.3335,0.7797,0.6365,0.8415,0.8368,0.7084,0.5054,0.7592,0.7194,0.7072,0.7274,0.7876,0.7653,0.8126,0.8249,0.8134,0.7487,0.8081
0.2525,0.2244,0.6439,0.8858,0.8612,0.9078,0.9224,0.5849,0.8895,0.8773,0.8943,0.9067,0.8527,0.8909,0.9188,0.7845,0.9343,0.9383,0.9487
0.3049,0.3082,0.5306,0.7514,0.8674,0.8648,0.8615,0.6516,0.8117,0.8149,0.8230,0.7891,0.7579,0.8178,0.8691,0.7294,0.8927,0.9265,0.9106
0.2948,0.2726,0.6041,0.8484,0.8484,0.8395,0.8273,0.7965,0.8552,0.7341,0.7992,0.8483,0.6757,0.7506,0.9016,0.6714,0.8608,0.9211,0.8791
0.2164,0.3976,0.6267,0.5979,0.7456,0.8364,0.7140,0.4854,0.6779,0.7190,0.8243,0.8268,0.8819,0.7683,0.7682,0.9528,0.8010,0.5828,0.7312
0.2435,0.3335,0.5465,0.9036,0.7779,0.9120,0.9612,0.6477,0.9139,0.8842,0.9568,0.9505,0.8550,0.8828,0.9398,0.8176,0.9316,0.9275,0.9238
0.2537,0.3977,0.6793,0.7812,0.9043,0.9141,0.8091,0.4584,0.7339,0.9055,0.8904,0.8358,0.9338,0.9287,0.8654,0.9426,0.9329,0.8681,0.9356
0.2364,0.3194,0.5526,0.8701,0.8231,0.8810,0.8967,0.6466,0.7733,0.8899,0.9141,0.8609,0.8148,0.8903,0.8952,0.8211,0.9125,0.9170,0.9189
0.2687,0.3123,0.6366,0.8242,0.9152,0.9897,0.9226,0.5761,0.8436,0.9047,0.9614,0.9370,0.9380,0.9301,0.9624,0.9464,0.9942,0.9155,0.9725
0.2540,0.3302,0.5737,0.8696,0.8854,0.9305,0.9240,0.5303,0.8156,0.9494,0.9331,0.8740,0.8853,0.9483,0.9185,0.8548,0.9704,0.9741,0.9870
0.2892,0.2692,0.7217,0.6892,0.9135,0.9493,0.8193,0.5741,0.7864,0.7774,0.8464,0.8670,0.8838,0.8290,0.9168,0.9202,0.9257,0.8123,0.8927
0.2171,0.3815,0.5765,0.8458,0.8770,0.8851,0.8749,0.5097,0.7200,0.9411,0.9053,0.8172,0.8449,0.9337,0.8679,0.8421,0.9316,0.9423,0.9557
0.2381,0.3012,0.5676,0.7060,0.6657,0.7943,0.8729,0.5934,0.9152,0.6464,0.7855,0.8108,0.6554,0.6524,0.8163,0.6794,0.7842,0.7935,0.7702
0.2588,0.3327,0.5348,0.8219,0.8942,0.8845,0.8843,0.5692,0.7986,0.9040,0.8618,0.8045,0.7969,0.8952,0.8885,0.7734,0.9306,0.9860,0.9631
0.2389,0.3251,0.6087,0.8635,0.8925,0.9166,0.9047,0.4959,0.8100,0.9276,0.8925,0.8438,0.8616,0.9305,0.9028,0.8271,0.9503,0.9714,0.9778
0.2854,0.2415,0.6748,0.8643,0.9155,0.9756,0.9118,0.6790,0.8777,0.8784,0.9504,0.9594,0.8967,0.9080,0.9848,0.9038,0.9843,0.9341,0.9701
