0.5961,0.3672,0.5317,0.4724,0.5119,0.3837,0.4687,0.5578,0.3158
0.6638,0.5195,0.5060,0.2520,0.6894,0.3840,0.4601,0.3095,0.0143
0.6013,0.5631,0.4294,0.2691,0.7796,0.5738,0.3770,0.2242,0.0930
0.2586,0.2666,0.4040,0.3408,0.3010,0.3865,0.0709,0.0783,0.3314
0.5549,0.5655,0.3685,0.1935,0.7957,0.5637,0.3029,0.1676,0.1542
0.5583,0.5828,0.3187,0.2228,0.7853,0.5542,0.2626,0.1720,0.1610
0.6577,0.6695,0.3611,0.4078,0.8138,0.5905,0.5068,0.3321,0.2694
0.8237,0.6602,0.4749,0.4021,0.9069,0.7840,0.6824,0.4137,0.4503
0.5726,0.5387,0.5906,0.4560,0.5844,0.5405,0.3864,0.2737,0.2741
0.6453,0.4139,0.6875,0.4697,0.4035,0.6074,0.4207,0.3895,0.4680
0.5697,0.5572,0.4706,0.2855,0.7642,0.4544,0.2903,0.3854,0.3042
0.5266,0.3948,0.4726,0.7400,0.3234,0.5253,0.7929,0.8205,0.7406
0.7018,0.6217,0.4426,0.3066,0.8393,0.7186,0.5504,0.3478,0.1794
0.5295,0.4764,0.2580,0.4612,0.7900,0.4496,0.5609,0.5240,0.7446
0.6971,0.5844,0.3777,0.5742,0.6755,0.6391,0.7604,0.5645,0.3694
0.6523,0.4980,0.3816,0.4778,0.8952,0.6828,0.6557,0.5623,0.7082
0.6475,0.6515,0.4181,0.6814,0.6322,0.6393,0.7736,0.6391,0.4763
0.6587,0.4837,0.3482,0.7148,0.7100,0.6900,0.9042,0.8328,0.9064
0.8334,0.5004,0.6118,0.2596,0.8638,0.5752,0.4469,0.2309,0.2549
0.4891,0.5434,0.2869,0.8360,0.3760,0.6181,0.8993,0.9325,0.9127
0.6279,0.4360,0.3357,0.7116,0.6414,0.5324,0.8506,0.8328,0.9369
0.5800,0.4415,0.2742,0.7747,0.4572,0.5432,0.9563,0.9295,0.7946
0.4883,0.4151,0.4599,0.4636,0.6664,0.7018,0.3969,0.6185,0.5520
0.6504,0.4537,0.3241,0.7717,0.5503,0.6316,0.9352,0.9178,0.9389
0.6239,0.5060,0.3145,0.7862,0.5801,0.6442,0.9843,0.9328,0.8895
0.6222,0.4369,0.3390,0.7626,0.6355,0.5897,0.9546,0.9173,0.9022
0.5026,0.4249,0.3275,0.8007,0.4130,0.5711,0.9113,0.9616,0.9530
0.5537,0.4392,0.2869,0.7776,0.5621,0.5379,0.9340,0.9344,0.9591
0.5432,0.7154,0.3425,0.8006,0.4965,0.5972,0.8494,0.8710,0.7741
0.4183,0.4646,0.2742,0.8266,0.4910,0.4696,0.8519,0.9715,0.9333
0.5686,0.6126,0.3218,0.6508,0.5958,0.7486,0.7075,0.6428,0.7432
0.5471,0.5089,0.2192,0.7790,0.4614,0.6253,0.8838,0.8983,0.9769
0.4822,0.4311,0.2961,0.7984,0.4445,0.5353,0.9256,0.9688,0.9646
0.5026,0.5263,0.3344,0.7787,0.3566,0.5237,0.9121,0.9726,0.8561
0.6113,0.5153,0.3295,0.7567,0.5786,0.5373,0.9512,0.8495,0.7367
0.6055,0.6025,0.2509,0.7497,0.6075,0.6072,0.9204,0.8477,0.9045
0.6366,0.6013,0.2473,0.7587,0.5722,0.6828,0.9678,0.9029,0.7943
0.3885,0.3989,0.3038,0.5501,0.5878,0.4068,0.4636,0.6457,0.8527
0.5379,0.5015,0.2314,0.8065,0.4348,0.5893,0.9415,0.9632,0.9565
0.5477,0.4618,0.2667,0.7999,0.4420,0.5607,0.9619,0.9753,0.9152
0.5086,0.4356,0.2965,0.8074,0.4273,0.5305,0.9396,0.9840,0.9251
