0.5965,0.1074,0.5057,0.4025,0.7671,0.6564
0.3832,0.2049,0.4188,0.5343,0.8507,0.6819
0.2687,0.1058,0.2673,0.3027,0.4119,0.4406
0.2928,0.1000,0.3117,0.4083,0.3834,0.3142
0.4396,0.1561,0.4331,0.5217,0.7984,0.6286
0.4258,0.1050,0.4902,0.7461,0.3495,0.5277
0.3667,0.1493,0.4989,0.6939,0.6176,0.5660
0.3762,0.1048,0.6173,0.7884,0.3406,0.6008
0.4908,0.0981,0.5659,0.8289,0.4122,0.6041
0.5167,0.1688,0.5301,0.7469,0.6387,0.4370
0.4688,0.1821,0.4885,0.3984,0.5976,0.4528
0.4989,0.1010,0.5495,0.8111,0.4362,0.6183
0.4566,0.1341,0.5448,0.8647,0.4798,0.5617
0.5425,0.1438,0.4949,0.8083,0.6179,0.6635
0.4887,0.1941,0.4820,0.6506,0.6719,0.5174
0.4883,0.1573,0.5352,0.6525,0.7771,0.6062
0.4946,0.1449,0.5091,0.7084,0.7497,0.6106
0.5414,0.1901,0.5434,0.7912,0.6853,0.4945
