0.7071,0.2735,0.4291,0.3254,0.7306,0.5035,0.5289,0.5823,0.6355,0.7668,0.6358,0.7651,0.6478,0.6811,0.7041,0.6651,0.6295,0.6212,0.6399,0.7085,0.7299,0.7171,0.6444,0.7715,0.4418,0.5913,0.7423
0.0709,0.7923,0.4781,0.3701,0.5509,0.6414,0.7158,0.7181,0.4887,0.5949,0.5191,0.5705,0.8150,0.2610,0.6408,0.3179,0.3872,0.4106,0.4384,0.4805,0.3410,0.4700,0.5350,0.5432,0.7975,0.4560,0.3751
0.3455,0.4232,0.7126,0.4286,0.6746,0.6395,0.9020,0.5095,0.8295,0.5203,0.6392,0.4102,0.7102,0.2344,0.3615,0.3108,0.3444,0.2653,0.3571,0.3858,0.1595,0.3191,0.3769,0.3631,0.6416,0.1325,0.2075
0.3999,0.6793,0.4620,0.4392,0.6665,0.4576,0.6442,0.6157,0.5617,0.7049,0.5823,0.6970,0.7808,0.5863,0.7073,0.6170,0.6690,0.6920,0.6994,0.6992,0.5890,0.6878,0.4713,0.5870,0.7788,0.6305,0.5996
0.5822,0.2850,0.6031,0.3330,0.5937,0.4701,0.7483,0.7310,0.6182,0.3949,0.8322,0.3733,0.5811,0.6826,0.3978,0.6709,0.6201,0.6482,0.5812,0.5083,0.6078,0.4968,0.6526,0.5664,0.5964,0.5510,0.5627
0.2895,0.8752,0.3307,0.2499,0.6085,0.5066,0.6050,0.5542,0.5402,0.7962,0.5154,0.8058,0.8883,0.6565,0.8584,0.6332,0.7290,0.7232,0.7425,0.7582,0.6662,0.7570,0.5902,0.7241,0.8807,0.7573,0.6860
0.6484,0.4246,0.6597,0.2720,0.7717,0.5043,0.8500,0.5285,0.7222,0.6859,0.8263,0.6048,0.7731,0.7001,0.5157,0.7836,0.7771,0.7206,0.7465,0.7242,0.6383,0.6659,0.5623,0.4327,0.7886,0.5537,0.6260
0.6423,0.5871,0.5376,0.4863,0.5267,0.7130,0.7149,0.5679,0.5150,0.7174,0.9209,0.6719,0.6671,0.8203,0.5959,0.7979,0.7263,0.8108,0.8161,0.7705,0.7656,0.7469,0.8250,0.6643,0.8160,0.7512,0.7374
0.4953,0.6513,0.1280,0.3656,0.4226,0.5598,0.1810,0.5928,0.2150,0.7734,0.6799,0.8559,0.5591,0.8758,0.9154,0.7606,0.7556,0.8449,0.8282,0.8191,0.8780,0.8603,0.9239,0.9112,0.5837,0.9402,0.8743
0.7470,0.5082,0.2109,0.2660,0.6539,0.3513,0.3875,0.5227,0.4382,0.9162,0.6073,0.9594,0.6772,0.9279,0.9233,0.9264,0.9257,0.9230,0.9448,0.9627,0.9651,0.9707,0.8180,0.9609,0.6671,0.9014,0.9766
0.8568,0.2118,0.4329,0.1804,0.7355,0.1618,0.5062,0.3451,0.5834,0.8204,0.5970,0.8089,0.5939,0.8268,0.6993,0.9245,0.9052,0.8387,0.8796,0.8904,0.8504,0.8683,0.5786,0.7701,0.5723,0.6936,0.8658
0.2348,0.7114,0.3986,0.3912,0.4066,0.6687,0.4679,0.7400,0.3303,0.4471,0.7035,0.5462,0.6487,0.5811,0.6811,0.3989,0.3000,0.5152,0.4386,0.3907,0.5469,0.4655,0.7922,0.6862,0.5535,0.6518,0.5270
0.7716,0.3664,0.3737,0.2580,0.5513,0.3343,0.4171,0.5137,0.4293,0.8113,0.7587,0.8443,0.5290,0.9112,0.7771,0.9269,0.8597,0.9216,0.9102,0.9022,0.9199,0.9033,0.7709,0.8304,0.6414,0.8501,0.9131
0.7991,0.3847,0.2608,0.2736,0.5774,0.3460,0.3633,0.5104,0.4146,0.8729,0.6921,0.8981,0.5532,0.9031,0.8499,0.9092,0.8693,0.8897,0.9209,0.9277,0.9361,0.9301,0.7780,0.9016,0.5829,0.8534,0.9430
0.3600,0.7282,0.2819,0.3707,0.5316,0.4679,0.6181,0.4028,0.6295,0.8085,0.5736,0.7828,0.7291,0.6451,0.7594,0.6309,0.6443,0.6851,0.7300,0.7448,0.6406,0.7406,0.6045,0.6190,0.7654,0.7138,0.6586
0.8389,0.2914,0.2929,0.2586,0.6345,0.2145,0.3957,0.4248,0.4523,0.8542,0.6287,0.8599,0.5452,0.8686,0.7793,0.9259,0.8849,0.8592,0.8938,0.9090,0.9076,0.8957,0.6869,0.8494,0.5693,0.7785,0.9149
0.0457,0.7816,0.2236,0.3748,0.2687,0.6070,0.3738,0.5922,0.3040,0.4011,0.5340,0.4703,0.5959,0.4478,0.6176,0.2408,0.2050,0.3649,0.2953,0.2996,0.4118,0.3670,0.6952,0.5605,0.5542,0.5870,0.3964
0.7829,0.2524,0.3651,0.2294,0.6072,0.2003,0.4437,0.3365,0.4661,0.7836,0.6237,0.7910,0.5288,0.8102,0.7045,0.8780,0.8391,0.8350,0.8528,0.8611,0.8365,0.8431,0.6045,0.7508,0.5587,0.7120,0.8449
