0.2511,0.1633,0.3227,0.1749,0.3174,0.3797,0.4272,0.3577,0.5267,0.1282,0.5069,0.3356,0.4386,0.5471,0.2893,0.5529,0.4175,0.4099,0.4481,0.2306
0.3636,0.2365,0.3221,0.3750,0.4427,0.5820,0.8611,0.7205,0.8956,0.4628,0.7644,0.5064,0.8768,0.9093,0.6814,0.9069,0.7626,0.5647,0.8697,0.3813
0.3342,0.1522,0.3134,0.4068,0.3963,0.5599,0.9432,0.6873,0.8139,0.7039,0.7450,0.6571,0.9521,0.8791,0.7350,0.8751,0.7431,0.5384,0.8943,0.5817
0.3512,0.2174,0.3611,0.4472,0.4667,0.5209,0.9183,0.6890,0.8712,0.5755,0.7122,0.5457,0.9151,0.8799,0.7344,0.8656,0.7383,0.5342,0.8803,0.4383
0.5405,0.2325,0.1651,0.3385,0.3962,0.7044,0.8273,0.4616,0.6367,0.7913,0.8493,0.8622,0.8589,0.8507,0.7694,0.8285,0.8013,0.6558,0.8632,0.7747
0.2980,0.2060,0.3785,0.3648,0.4665,0.4698,0.7350,0.6344,0.6879,0.5208,0.4705,0.3870,0.7075,0.6459,0.5841,0.6530,0.5650,0.4425,0.6607,0.2950
0.2982,0.1921,0.3556,0.2736,0.4661,0.4615,0.6788,0.5293,0.6218,0.3476,0.6252,0.5658,0.6850,0.7100,0.4339,0.7091,0.4961,0.4589,0.6263,0.4489
0.3858,0.2002,0.2453,0.2486,0.4452,0.6519,0.8507,0.6105,0.8198,0.5299,0.8661,0.6962,0.8886,0.9445,0.6540,0.9356,0.7791,0.6193,0.8753,0.5857
0.3866,0.1631,0.2730,0.3251,0.4137,0.6350,0.9361,0.6706,0.8774,0.6151,0.8523,0.6838,0.9592,0.9643,0.7337,0.9495,0.8067,0.6062,0.9362,0.5590
0.4543,0.1576,0.2034,0.2576,0.3919,0.6901,0.8995,0.5519,0.7475,0.7283,0.8787,0.8031,0.9377,0.9344,0.7368,0.9141,0.8094,0.6723,0.9126,0.6873
0.4284,0.1727,0.1795,0.2525,0.3689,0.6776,0.8985,0.5938,0.7795,0.7093,0.8688,0.7621,0.9345,0.9299,0.7392,0.9081,0.8131,0.6604,0.9183,0.6501
