0.2307,0.3491,0.1744,0.2212,0.1460,0.0778,0.1455,0.4237,0.2601,0.0901,-0.0239,0.3639,0.2602
0.6411,0.8264,0.7736,0.5136,0.3389,0.5429,0.8041,0.5457,0.5932,0.4625,0.4148,0.6266,0.7539
0.6548,0.5460,0.4372,0.5259,0.5964,0.4310,0.5705,0.4034,0.5019,0.4641,0.4937,0.5960,0.3136
0.7127,0.7014,0.5356,0.3248,0.4272,0.2073,0.7742,0.0957,0.4292,0.1940,0.3332,0.5966,0.3523
0.5963,0.7731,0.5872,0.3187,0.3068,0.1823,0.7145,0.1635,0.4081,0.1331,0.2404,0.5543,0.4943
0.6862,0.8207,0.6446,0.4917,0.5671,0.2853,0.6566,0.3808,0.6461,0.3651,0.4468,0.6744,0.4366
0.5010,0.5021,0.4161,0.3740,0.2086,0.2471,0.4076,0.2739,0.3075,0.2107,0.2226,0.3945,0.4234
0.7153,0.7197,0.5333,0.2346,0.3555,0.2665,0.7699,0.1209,0.3520,0.1693,0.1825,0.6025,0.4732
0.7204,0.6802,0.4594,0.3232,0.4673,0.3006,0.7313,0.2482,0.4755,0.2733,0.2860,0.6691,0.4845
0.6536,0.7236,0.5056,0.2373,0.3226,0.1322,0.6999,0.1345,0.4042,0.0913,0.2032,0.5480,0.3821
0.5540,0.6234,0.5303,0.3454,0.3679,0.1679,0.6019,0.1455,0.4373,0.1946,0.3336,0.4617,0.3901
0.5806,0.5762,0.5308,0.3234,0.3264,0.1565,0.5293,0.1590,0.3835,0.1856,0.2995,0.4063,0.3896
0.6619,0.7046,0.6321,0.3662,0.3693,0.2063,0.6720,0.1811,0.4788,0.2091,0.3349,0.4811,0.4827
0.6393,0.6442,0.4757,0.3801,0.5558,0.4568,0.7415,0.4582,0.5097,0.4547,0.3920,0.7823,0.4881
0.4524,0.3769,0.4092,0.4452,0.4821,0.4045,0.3694,0.3260,0.4635,0.4279,0.4671,0.4160,0.2886
0.3463,0.4574,0.2987,0.3468,0.3437,0.3313,0.3978,0.5047,0.3933,0.3201,0.2762,0.5847,0.3402
0.5432,0.8205,0.7914,0.7569,0.6973,0.6284,0.5483,0.4874,0.7148,0.6499,0.7292,0.5772,0.6267
0.7417,0.6673,0.7052,0.5099,0.6091,0.6910,0.8866,0.5993,0.4410,0.6398,0.4806,0.7683,0.7762
0.5187,0.7150,0.7377,0.7373,0.7630,0.7166,0.4044,0.6745,0.7287,0.7522,0.7712,0.5992,0.6624
0.6501,0.8317,0.6545,0.4707,0.5269,0.2976,0.6447,0.4057,0.6489,0.3532,0.4519,0.6893,0.5002
0.5649,0.5639,0.7999,0.8972,0.9217,0.9407,0.5717,0.7297,0.8272,0.9544,0.9552,0.5644,0.7872
0.6254,0.6173,0.7974,0.8130,0.7893,0.9107,0.6891,0.8843,0.7433,0.8833,0.7614,0.6851,0.9196
0.5721,0.5707,0.8024,0.9148,0.9115,0.9725,0.5990,0.8842,0.8506,0.9674,0.8981,0.6748,0.8738
0.6598,0.5891,0.8514,0.8565,0.8393,0.9502,0.7009,0.8334,0.7904,0.9325,0.8642,0.6225,0.9123
0.5141,0.7060,0.7184,0.7899,0.7901,0.7260,0.3713,0.5937,0.7428,0.7597,0.7892,0.5939,0.5876
