0.4088,0.3699,0.4790,0.5138,0.5961,0.5035,0.5036,0.7618,0.5909,0.6815,0.6595,0.6983,0.6909,0.6503,0.5053,0.8201,0.6309,0.6856,0.7824,0.7794,0.5614,0.6812,0.7224,0.8258,0.6952,0.7232,0.7275,0.5785,0.6176
0.1658,0.2747,0.5134,0.5586,0.7753,0.7295,0.3574,0.4499,0.2854,0.4923,0.4680,0.3874,0.3175,0.3351,0.4164,0.6013,0.3189,0.4672,0.5382,0.5028,0.3041,0.4212,0.3800,0.5463,0.2973,0.3862,0.4687,0.3927,0.3465
0.2736,0.3766,0.5843,0.5734,0.6933,0.6188,0.5811,0.4225,0.4863,0.4404,0.5673,0.4658,0.4128,0.4649,0.5289,0.4870,0.4799,0.4902,0.4799,0.5055,0.5225,0.4091,0.3624,0.4737,0.3799,0.4397,0.4753,0.5583,0.4822
0.3610,0.1458,0.5641,0.5658,0.6528,0.6528,0.4600,0.3589,0.2713,0.2061,0.4419,0.3364,0.2262,0.2976,0.3086,0.5881,0.3257,0.4437,0.5698,0.4471,0.2773,0.2622,0.2755,0.4991,0.2564,0.4149,0.4067,0.4732,0.2348
0.2680,0.1483,0.6216,0.4629,0.6497,0.6524,0.3603,0.1725,0.2343,0.1822,0.2627,0.1420,0.1920,0.1687,0.2523,0.4014,0.2201,0.3092,0.3816,0.2532,0.2582,0.1241,0.1277,0.3108,0.2322,0.1867,0.1848,0.3614,0.2348
0.0738,0.4436,0.4405,0.4413,0.7963,0.8459,0.5553,0.3188,0.4957,0.5038,0.4693,0.3806,0.4050,0.4283,0.5667,0.4280,0.4421,0.4420,0.3682,0.3584,0.5357,0.3764,0.3166,0.3450,0.3812,0.3265,0.4036,0.5449,0.4838
0.2573,0.5891,0.1187,0.3459,0.3160,0.2156,0.7300,0.8780,0.9285,0.8805,0.7778,0.9009,0.9482,0.9081,0.7638,0.7487,0.8889,0.7660,0.6785,0.8098,0.9042,0.8820,0.9161,0.8118,0.9203,0.8521,0.8344,0.7607,0.9350
0.5655,0.3289,0.2112,0.1897,0.2094,0.1867,0.8296,0.8273,0.8778,0.7306,0.8524,0.8740,0.9242,0.8491,0.6023,0.6913,0.8533,0.6576,0.7580,0.8409,0.8391,0.7836,0.8399,0.8128,0.9570,0.8765,0.7561,0.8485,0.8792
-0.1321,0.4641,0.3520,0.5117,0.6298,0.5842,0.2126,0.4198,0.3732,0.4378,0.1952,0.3205,0.3601,0.3180,0.4438,0.5294,0.2917,0.5114,0.3773,0.3269,0.3875,0.3957,0.4543,0.4680,0.3116,0.3203,0.4614,0.2655,0.3892
0.5661,0.3818,0.2619,0.2698,0.2768,0.1859,0.7937,0.8907,0.8539,0.7323,0.8913,0.9216,0.9135,0.8740,0.6544,0.8703,0.8802,0.8278,0.9038,0.9291,0.8171,0.8039,0.8452,0.9425,0.9235,0.9445,0.8437,0.8361,0.8519
0.2223,0.6827,0.0621,0.2634,0.2092,0.1291,0.7336,0.9449,0.9636,0.9057,0.8077,0.9532,0.9689,0.9665,0.8512,0.7573,0.9428,0.8320,0.6760,0.8550,0.9506,0.9541,0.9659,0.8494,0.9246,0.8923,0.9132,0.8066,0.9690
0.4327,0.5061,0.0927,0.2538,0.2198,0.1292,0.7856,0.9260,0.9414,0.8410,0.8605,0.9505,0.9822,0.9356,0.7317,0.8059,0.9282,0.7979,0.7884,0.8936,0.9112,0.8943,0.9348,0.8944,0.9752,0.9277,0.8747,0.8379,0.9452
0.4293,0.5848,0.2125,0.3576,0.3282,0.2742,0.8011,0.9430,0.9009,0.8179,0.8994,0.9573,0.9187,0.9413,0.8282,0.9128,0.9606,0.8984,0.8774,0.9350,0.9070,0.8913,0.8916,0.9244,0.8908,0.9698,0.9449,0.9111,0.9005
0.4769,0.4569,0.2057,0.1951,0.2542,0.2546,0.8433,0.8706,0.9341,0.8266,0.8597,0.9132,0.9706,0.9082,0.7119,0.7106,0.9172,0.6917,0.6985,0.8379,0.9169,0.8504,0.8980,0.8073,0.9790,0.9001,0.8192,0.8820,0.9416
0.5000,0.5065,0.1629,0.2945,0.1848,0.1322,0.8137,0.9348,0.9120,0.8334,0.9002,0.9568,0.9584,0.9363,0.7637,0.9000,0.9589,0.8444,0.8540,0.9240,0.9093,0.8757,0.9038,0.9100,0.9485,0.9799,0.9151,0.9023,0.9198
0.2325,0.6903,0.1252,0.3499,0.2542,0.1437,0.6746,0.9518,0.9126,0.8797,0.8020,0.9508,0.9356,0.9465,0.8509,0.8628,0.9346,0.9100,0.7664,0.8851,0.9054,0.9303,0.9412,0.9067,0.8782,0.9137,0.9430,0.7693,0.9202
0.5810,0.2819,0.1481,0.2872,0.2968,0.2085,0.8186,0.7984,0.8474,0.7292,0.8138,0.8507,0.9206,0.8104,0.5439,0.7795,0.8195,0.6710,0.7990,0.8329,0.8030,0.7302,0.8089,0.8253,0.9493,0.8641,0.7343,0.7711,0.8503
-0.0197,0.8122,0.2408,0.2819,0.3494,0.3122,0.6161,0.8296,0.8866,0.8658,0.6627,0.8247,0.8378,0.8855,0.9045,0.5656,0.8616,0.7102,0.4164,0.6617,0.9060,0.9120,0.8925,0.6291,0.7672,0.7372,0.8398,0.7455,0.8964
0.4820,0.4958,0.1279,0.2316,0.1450,0.0976,0.8320,0.9283,0.9481,0.8545,0.8893,0.9589,0.9898,0.9447,0.7473,0.8166,0.9532,0.8074,0.8023,0.9073,0.9275,0.8881,0.9245,0.8888,0.9899,0.9569,0.8851,0.8812,0.9511
