0.7035,0.8503,0.6298,0.7440,0.4958,0.6494,0.6807,0.7927,0.7613,0.6213,0.6513
0.1808,0.4885,0.7207,0.6238,0.8120,0.6466,0.4408,0.5285,0.6138,0.7097,0.6994
0.3661,0.2342,0.2009,0.2797,0.1570,0.3875,0.3047,0.1466,0.1496,0.1222,0.1108
0.2811,0.3429,0.3231,0.3415,0.3336,0.3440,0.2050,0.2437,0.2615,0.2662,0.2811
0.5152,0.3789,0.4068,0.4066,0.5553,0.4907,0.5443,0.4982,0.4301,0.4995,0.4820
0.5177,0.4774,0.4148,0.4571,0.4959,0.4854,0.5027,0.5317,0.4580,0.5227,0.5210
0.5818,0.8885,0.9081,0.9036,0.8284,0.8447,0.8651,0.9390,0.9395,0.9265,0.9342
0.6170,0.8557,0.8528,0.8401,0.8733,0.7305,0.8044,0.9336,0.9166,0.9041,0.9144
-0.0113,0.2753,0.5887,0.4664,0.5719,0.5275,0.4195,0.3360,0.4287,0.5279,0.4960
0.7037,0.8466,0.6432,0.7553,0.5210,0.7054,0.7791,0.8174,0.7736,0.6516,0.6762
0.1189,0.2878,0.5468,0.4415,0.7965,0.4245,0.4485,0.4701,0.4838,0.6590,0.6208
0.6924,0.8687,0.7421,0.7970,0.6671,0.7777,0.8468,0.8876,0.8350,0.7575,0.7669
0.6596,0.8708,0.8559,0.8569,0.8821,0.7624,0.9051,0.9603,0.9306,0.9321,0.9254
0.5459,0.8895,0.9654,0.9420,0.9187,0.8904,0.9055,0.9590,0.9780,0.9727,0.9758
0.5043,0.8517,0.9019,0.9193,0.7561,0.9047,0.8696,0.8489,0.8951,0.8491,0.8620
0.5456,0.6904,0.4870,0.5832,0.4011,0.5382,0.4538,0.6271,0.5923,0.4815,0.5186
0.6403,0.9576,0.9364,0.9547,0.8629,0.8776,0.8891,0.9846,0.9921,0.9411,0.9551
0.6095,0.9234,0.9610,0.9545,0.9156,0.8863,0.9154,0.9758,0.9885,0.9788,0.9754
0.5756,0.8948,0.9692,0.9371,0.9353,0.8702,0.8872,0.9721,0.9869,0.9767,0.9854
0.5693,0.9226,0.9790,0.9699,0.8904,0.9158,0.8766,0.9457,0.9838,0.9499,0.9551
0.5028,0.8414,0.9543,0.8965,0.9636,0.8180,0.8320,0.9343,0.9550,0.9775,0.9792
0.5602,0.8546,0.9395,0.8883,0.9607,0.7997,0.8668,0.9615,0.9624,0.9853,0.9827
0.5972,0.9278,0.9645,0.9530,0.9106,0.8835,0.9016,0.9831,0.9963,0.9709,0.9805
0.5536,0.7052,0.7487,0.7274,0.8725,0.6818,0.8218,0.8456,0.7980,0.8788,0.8639
0.4186,0.7900,0.8844,0.8706,0.7646,0.8746,0.7023,0.7451,0.8323,0.7818,0.7906
0.5481,0.8611,0.9289,0.8940,0.9255,0.7996,0.8653,0.9514,0.9570,0.9723,0.9770
0.2617,0.4712,0.5371,0.5462,0.5898,0.6372,0.3718,0.4092,0.4631,0.4973,0.4904
0.4486,0.7211,0.9064,0.8133,0.9421,0.7792,0.8525,0.8691,0.8747,0.9344,0.9180
0.5726,0.8581,0.8405,0.8422,0.8756,0.7282,0.7628,0.9124,0.9086,0.8995,0.9089
0.4714,0.8653,0.9536,0.9212,0.8858,0.8932,0.7987,0.8847,0.9374,0.9215,0.9348
0.6052,0.9072,0.9282,0.9128,0.9180,0.8122,0.8708,0.9812,0.9786,0.9647,0.9724
