0.1801,0.6188,0.5357,0.4550,0.3664,0.4387,0.3080,0.3831,0.3492,0.2828,0.3815,0.3720,0.3665,0.3563,0.3644
0.3922,0.5037,0.6700,0.7011,0.3776,0.3971,0.5932,0.3706,0.5080,0.2763,0.3881,0.4451,0.4077,0.3293,0.4072
0.5161,0.3895,0.4350,0.6582,0.8180,0.7745,0.5936,0.7383,0.5685,0.7637,0.7190,0.6464,0.7397,0.8001,0.7190
0.2682,0.3866,0.4691,0.5192,0.5419,0.6336,0.5520,0.6603,0.5349,0.3497,0.6469,0.6492,0.6085,0.5900,0.6059
0.4080,0.5288,0.6750,0.7718,0.7785,0.8955,0.6357,0.8144,0.7989,0.4771,0.8633,0.8446,0.7993,0.7988,0.8374
0.4181,0.3394,0.4202,0.6494,0.8515,0.7738,0.4962,0.7152,0.7074,0.8689,0.7535,0.6443,0.7820,0.8642,0.7929
0.4595,0.3215,0.6755,0.5906,0.6598,0.9166,0.7467,0.9672,0.8595,0.5005,0.9863,0.9797,0.9591,0.9367,0.9572
0.5665,0.3152,0.6104,0.6853,0.7544,0.8886,0.6161,0.8012,0.9084,0.7062,0.9048,0.8415,0.9198,0.9665,0.9525
0.4656,0.4465,0.6549,0.7635,0.8009,0.9670,0.6141,0.8627,0.8244,0.5668,0.9057,0.8641,0.8701,0.8774,0.8972
0.4563,0.0701,0.1628,0.2363,0.4429,0.2906,0.2101,0.1501,0.3102,0.6731,0.2080,0.1119,0.2949,0.3924,0.3074
0.2483,0.4556,0.6397,0.4340,0.3787,0.5486,0.7332,0.7691,0.5469,0.2761,0.6582,0.7530,0.6333,0.5073,0.5677
0.4664,0.2928,0.6749,0.6198,0.6792,0.9468,0.7360,0.9693,0.8792,0.5254,0.9937,0.9814,0.9761,0.9526,0.9739
0.4767,0.3158,0.6316,0.5585,0.7296,0.9320,0.7330,0.9672,0.8565,0.6278,0.9813,0.9530,0.9790,0.9752,0.9707
0.6029,0.2227,0.6709,0.6023,0.6776,0.8943,0.7166,0.8709,0.9219,0.6662,0.9382,0.8999,0.9636,0.9779,0.9738
0.5441,0.4563,0.7086,0.7499,0.6794,0.9173,0.7415,0.8467,0.9378,0.4868,0.9453,0.9289,0.9314,0.9212,0.9591
0.5331,0.2908,0.6946,0.6410,0.6842,0.9437,0.7539,0.9478,0.9190,0.5734,0.9923,0.9733,0.9923,0.9770,0.9941
