88.4240,993.5492,773.1525,961.6298,730.8894,568.6850,257.2857,245.4073,524.0612,536.9370,338.3123,128.6946,191.4401
280.6160,2975.1189,1818.4729,1570.9108,1048.5951,1197.3684,1131.9530,721.3201,847.9586,968.1296,236.3305,603.9461,537.5683
3202.5201,27614.6510,16495.7763,15609.9671,16600.4875,7296.3724,12182.2584,2419.2472,10011.3085,8126.5196,6717.7025,4207.6555,2465.8175
3174.9678,41658.4199,36330.3571,50265.2921,35297.6988,33244.2260,13529.4191,12513.5151,22493.3599,29849.3518,17620.0349,4440.5740,9271.2550
4123.2953,28367.9409,27721.9165,30519.3030,24412.6869,25605.2125,15429.7774,9179.3833,13656.2700,21517.2663,10986.4121,5085.5809,8364.0527
2745.4709,24887.3824,20480.2955,25815.6396,21165.9799,15332.0831,6869.4961,5008.7465,12895.3455,15120.5819,10617.7349,3423.3271,4260.1084
5006.1326,33707.5239,35207.0044,56943.0668,47302.0766,42048.4913,16037.0054,15565.8037,24033.9310,38455.9726,21348.7467,7151.8424,10794.3007
4207.6606,20131.3243,25236.6168,42023.3599,36482.6712,32591.9393,15280.2597,10652.7865,18146.6617,29436.6786,16788.0276,6288.0069,8022.0125
3065.6217,27739.5581,29396.6791,42842.2095,34438.3621,30276.6085,9602.4711,9788.1133,19390.5166,28014.6467,17561.5254,4565.0432,7550.1894
2214.3880,11161.7313,14439.6215,16519.4595,14204.8322,13883.0788,8247.0961,3807.2422,7276.2634,12066.9363,7212.2054,2263.9036,4108.5361
2751.4234,26274.0645,16917.2035,30493.9660,25109.6094,18893.6059,7013.1698,9020.6508,14952.6736,18178.2432,9462.8861,4833.8430,4521.4978
2725.1121,9444.8755,14198.5346,25732.5100,22615.8422,18450.6435,10361.5368,3405.3113,10585.0755,17665.8292,11978.9903,2826.5453,3503.7822
1076.3991,8741.3955,6654.8425,8908.4847,5543.1230,6554.5149,3365.5678,2906.6346,3607.4783,5619.7488,2759.0081,1323.9226,2071.4061
857.1746,7791.2637,4016.4090,6210.6701,5945.6551,3852.8083,3218.3651,1715.4355,3459.8378,3802.1406,2189.4540,1353.0843,939.1616
1045.4020,9950.5680,10102.6439,15621.4430,12425.4926,10951.4525,3688.4916,3583.2608,6793.3463,10160.8774,6183.1747,1599.6052,2666.1076
1265.4800,12406.3599,12048.2634,19075.2609,15143.7989,13062.3296,3918.8986,4443.9773,8460.5502,12161.6965,7376.4378,2077.1855,3148.4771
