0.4852,0.0139,18.1257,29.4203,8.1659,7.0006
1.2226,1.2002,68.0959,126.8685,34.7465,23.5520
9.7371,7.8067,382.2235,185.8261,249.3063,135.7446
49.1368,29.6729,2829.8423,3301.0028,1390.8471,887.2942
170.6849,168.5978,8466.7416,11637.9907,7703.6393,6199.3353
366.6930,257.2056,20809.8397,24061.2133,13724.7527,9656.0778
1571.7827,465.1040,71223.2839,125939.1988,40282.7622,36206.0374
1097.4469,301.9536,54826.3476,106498.1134,16796.1086,24948.6190
188.2711,367.5508,13458.8387,28543.0760,8914.3371,6203.1595
369.0421,32.7702,12234.8721,20119.0713,8999.4767,6911.4802
166.4070,213.4332,11028.7307,19099.8754,4606.8302,5043.3623
512.3352,80.9365,16068.9264,27750.0399,12768.6772,9797.7450
339.6362,79.7687,14918.2464,30760.6913,8126.3227,8678.5511
443.8630,165.5424,20770.7878,42399.0501,11208.4699,10654.1931
270.5451,173.1176,14243.0650,24823.6517,9493.3658,6866.3601
117.7649,4.1325,3862.9604,6034.8503,2314.3542,1466.3993
494.6049,97.0239,21353.9845,41331.0265,10307.4927,9645.3987
607.0248,202.3423,26408.0837,54103.8851,13862.9660,13462.8807
475.0862,147.4285,22349.3229,45785.5621,9964.2342,10605.1991
500.6348,192.5067,21940.4353,43912.2956,11194.3603,9293.5127
261.6456,108.4847,13525.8773,28204.5908,4775.4917,6166.3173
147.9866,43.3649,7524.5427,15804.4172,3003.3904,3876.3946
188.1059,49.8788,8334.0681,16788.9993,4084.7411,3991.9564
105.6360,64.3325,4324.3727,9817.5479,3291.3169,3290.1047
127.7290,73.4363,5021.9568,9883.9682,3301.4077,1635.8570
41.6941,15.8602,2188.3221,4161.0680,923.7917,1048.5554
24.1235,22.3013,1210.4545,1939.5132,1011.0161,543.7801
33.3965,18.4649,1501.7215,3427.1519,931.4217,965.8152
60.2337,15.0497,3030.0319,5256.6848,950.5106,1112.5747
87.2287,40.4604,3507.9661,7131.7080,1871.1694,1333.9785
102.1856,20.1313,4964.2405,9790.3577,1840.4635,2303.9786
