2.0401,39.9667,94.9043,220.6100,479.1094,641.9763,982.2734,913.3135,1001.0971,1006.0385,845.6266,388.6824,539.6950,758.3754,1166.3179,700.2284,454.8811,411.9603,607.0059,578.7384,270.9672,436.8997,509.3646,125.5169,740.6526,76.6084,137.5376,134.1894,355.5602,413.6949,268.7479,131.8298,81.3100,53.8305,61.8938
21.3975,34.4843,135.7824,410.5175,1030.6655,1029.0829,942.8683,597.4075,662.2471,977.1949,777.8501,731.1656,691.2691,936.0911,189.4358,1426.7674,631.3532,336.4693,286.7786,534.5638,854.5798,255.1293,787.8548,36.8736,416.0082,994.6358,182.5910,469.7740,147.6889,457.2707,67.7739,247.2313,11.5850,59.9450,31.7522
33.7103,196.2493,499.7085,1410.6216,4968.4017,4716.1970,9311.5071,10134.7737,8578.0536,11700.0703,7760.7900,4221.6578,3758.5173,8654.8959,6503.5421,7663.5048,4064.1118,3606.3017,4592.2812,5535.4578,3020.6386,2535.8017,3451.3629,859.0646,6947.5344,2351.9764,766.3160,1644.8932,2166.2929,3805.7735,2278.7065,1381.1204,591.3528,576.0215,528.4321
210.5485,598.7411,1480.7891,4073.0057,13066.5118,9564.3163,27582.4068,26059.2826,12609.0505,25421.3397,23086.8093,10398.4917,9020.1180,21790.0200,17083.3972,17585.2461,8880.8107,5842.3962,13008.3504,14748.4069,9028.0920,7360.6075,13808.0392,533.7746,7581.1634,10198.3152,212.6036,6492.9918,2809.0810,10789.4987,4999.6967,5134.3767,1339.2297,1367.1884,1256.9151
73.4728,773.8090,1848.9389,4372.4482,17734.5963,15426.5626,63171.5380,67995.9150,48838.8820,76142.2819,54317.0779,25225.4109,18730.1744,58262.5889,58187.2329,40849.6970,22053.8277,19442.3068,35414.5111,38480.8126,8839.7140,20753.6124,25091.2700,4974.4494,41154.8248,9833.8183,5520.6681,10089.5412,16050.4636,26797.5267,16190.3873,9959.9672,4610.1558,3982.5926,3845.9949
100.8125,389.3435,978.4559,1270.3478,5806.0061,4879.1338,13371.1705,16188.9027,14933.4094,14785.9837,12821.0132,5067.1192,6573.8879,8549.9218,20064.6947,2228.8354,3772.8776,6783.6524,8207.7417,9105.3920,931.3034,6139.1171,1731.1422,2796.7830,14115.7903,3343.9167,4890.7270,807.4594,7428.5241,3655.5773,4329.8895,446.0254,1367.2408,650.8044,869.4315
223.8477,295.1483,558.4988,2546.1167,8267.0434,4564.5683,31038.5646,30065.7836,13916.9833,34306.4719,25573.3254,11854.0842,6644.0793,29120.1798,16853.6389,22683.8385,9200.0337,4734.4785,14911.5512,17045.2288,7971.0512,7166.8875,14987.7110,177.8101,11017.6118,12007.8370,1457.6204,8023.9709,2240.6372,13670.3947,6012.9561,6404.5777,1532.0440,1894.2294,1575.8948
39.1199,528.6218,1198.2752,1549.9551,8119.2512,6360.2788,19774.0660,22137.0879,20221.6662,25786.5423,18684.9856,9832.5172,9043.6907,19884.8982,23540.0957,15145.0445,9001.2834,8296.6321,13389.0458,13443.4822,5209.3160,8751.2671,10277.1924,2247.6455,15495.0654,2911.3870,2323.6936,3150.3281,6635.2454,9591.6499,5865.8177,3199.1560,1715.9720,1400.4227,1411.9711
102.4601,367.1914,676.3682,1091.5881,3334.0016,4047.2502,13497.0728,15930.5820,14085.9352,15360.6104,12713.5378,3889.8493,6909.8937,9558.3315,20883.2710,4654.6813,4691.4111,5368.5882,9070.7632,9218.7078,960.3858,6916.7939,3653.6650,2318.7295,12960.0929,3538.2789,4202.4639,332.6177,7263.2398,4729.2047,4530.6125,844.1729,1424.7135,722.5328,942.4702
128.9964,102.9281,168.4878,1426.2027,4764.1785,2298.8471,17545.0670,16678.5188,7408.3935,19489.4320,13919.9507,7394.9707,2783.8248,16742.3285,8011.3275,12607.5368,4948.1585,3229.3049,7665.6501,9179.3598,3794.7498,3359.5545,7864.2396,144.6182,5994.9514,7501.1787,931.7024,4844.1499,853.0074,7467.3652,3205.2409,3718.2848,820.3669,1072.0024,854.6920
155.5378,521.3938,1053.2978,2597.5603,7625.2627,6696.4934,34056.0180,34666.5575,22777.6871,39422.5626,29761.6217,11838.2469,10663.4836,32228.1315,27759.6942,24270.5466,11869.7232,8143.1378,18936.1132,20554.8113,7879.1404,10623.4566,16489.7646,1557.8266,17369.5734,8236.1800,829.8584,7079.5957,6303.0601,15279.4957,8012.1734,6283.4489,2218.8680,2144.4031,1987.4573
94.2641,480.3567,1140.9397,1315.8016,7294.1352,7015.5171,20963.4500,25001.8476,22262.6005,26048.6890,19339.5006,8132.5220,8720.3151,17543.5338,28496.1637,10694.6240,8037.6036,9085.9146,13605.8354,14049.5833,892.1745,9408.8186,6487.6770,3253.0849,19888.2076,1806.8987,5102.3281,693.4449,9549.8648,8198.6024,6723.1336,1989.3151,2029.1349,1275.2693,1461.2674
128.6853,196.9573,508.1865,1209.0634,3910.5275,2720.0364,10915.8342,9168.8547,4920.0255,10771.0028,8355.7879,4533.6807,1980.4562,10055.5919,3622.9102,9897.1103,3853.0880,2257.5730,4867.9755,5089.7445,4774.6360,2144.8946,6527.1962,77.3520,2391.6717,6299.2932,1410.0760,3696.9290,305.2634,5149.1238,1739.0985,2621.4688,401.5175,636.2590,487.9753
46.4582,237.0524,460.2201,536.6804,2087.3774,2304.2011,4491.6911,5634.9607,7077.9472,5534.9042,5460.5440,1390.9308,4252.8297,3315.0685,10627.0418,1456.2675,2283.6589,2661.0819,3935.7824,3731.8162,254.6820,3298.3444,1713.0753,1175.1234,5531.0980,2281.7636,2063.5648,514.0205,3603.5916,1706.0944,1899.1376,87.9050,621.3987,258.9006,399.4247
90.6678,208.8370,421.1064,1410.4808,4563.1665,3335.2129,20385.3897,20688.8518,12233.9851,23468.2684,17198.3475,7619.1437,5232.5095,19058.6965,14809.9756,14079.8034,6537.5588,4520.7638,10603.2553,11864.2331,3875.3613,5661.3536,9083.5890,800.7980,9989.6075,5472.3074,323.6763,4355.2482,3230.7398,8853.2275,4561.8031,3762.3240,1240.8648,1265.9763,1137.2955
