76.2027,1993.2593,1536.9310,2807.8306,4323.7845,3115.9674,1866.5699,710.2144,1680.6960,1881.0322,2393.1047,1320.7724,1051.4082,1666.5959,1283.8905,1601.1423,1964.1817,1404.6135,631.2775
770.8716,10150.2564,15313.9516,37698.7960,33384.1346,29398.2929,16677.9874,9310.9412,15920.2921,9699.3680,18179.5004,17417.9929,7844.5166,9419.4575,15756.2219,8567.2301,16472.3943,11536.2193,4819.7041
131.3309,2994.2334,2250.1411,6034.3322,6436.2438,5919.5167,4355.0725,966.2121,2857.9125,3442.1440,4886.2165,3031.3200,1907.8713,2949.4955,2319.7624,2696.8409,3666.2098,2007.5082,1062.1419
649.4311,8128.7715,14611.3450,35621.0130,28211.7782,33781.2017,18799.4372,6875.9126,15009.7396,12278.9799,20948.5111,17594.9700,9110.0781,11537.4363,15404.1990,11499.7320,18872.8423,10864.0474,5352.5939
291.2374,5211.5632,7146.0062,24189.8926,22277.3579,23484.9511,13983.8167,2593.5459,9650.2822,10357.3322,14182.3560,9991.7761,6057.6688,9204.2507,9991.4751,7567.0540,14024.6370,9395.6247,4285.1094
197.1900,2755.4859,3225.5475,8380.6670,7419.0355,9102.1752,5214.6085,1469.1597,3859.1649,3508.6019,5818.8732,4422.8241,2514.3723,3194.2075,3746.2571,3310.8385,5112.4603,2687.7776,1391.1777
242.0691,4105.6166,5724.4341,19541.1304,14741.5517,18284.9160,11134.1953,2998.2885,8495.9724,7305.3151,11884.3454,9337.6752,4751.6495,6565.6746,8321.5065,6022.3463,10537.0363,6526.2668,3040.6756
247.4811,3059.6026,4532.0639,13965.8398,12276.0858,14554.5807,8364.9492,1989.8729,6450.2883,5426.3127,8968.6325,7054.8477,3607.6237,4957.3905,6478.6323,4774.6864,8266.6168,4967.5094,2357.6568
530.5051,5020.0114,11400.1898,36345.1212,33374.7675,34339.2870,19900.7197,5853.1974,14443.9767,13994.1172,21025.9270,15721.9864,7919.7857,12554.7121,15660.1953,10770.1818,20418.7061,13675.8201,6131.2780
791.5026,8831.3279,15317.3753,42760.5968,49636.5632,54310.8926,29082.9069,6575.8091,21191.8451,19360.2593,31278.3774,23667.6665,13089.2967,17845.4223,23160.4023,18228.3066,30571.5318,17833.6221,8672.7049
641.8318,8117.3003,14640.7726,42852.9115,38073.1863,44204.8244,24802.6038,6533.9716,18895.5172,16585.6374,27007.8829,21385.9057,11161.9638,15280.5475,19646.4124,14669.2950,25141.6295,15039.6971,7233.3968
615.4324,7891.0235,11922.0502,35659.4653,36239.3767,40175.9905,22473.1070,4941.8254,15712.3948,15659.5498,24380.3909,18019.7280,9937.1890,14136.3784,17131.7970,13646.8941,23036.0278,13738.0491,6640.9232
164.7977,2359.6426,2475.4453,6544.7212,7547.8670,6350.0600,3656.4238,769.1950,2716.7148,3093.8232,4106.7799,2534.0218,1664.3127,2695.0963,2679.4706,2313.6195,3918.4336,2659.5819,1203.3832
