31.5144,426.3270,621.1145,991.2107,610.1650,442.8632,816.4247,519.4598,310.9693,278.6865,423.7635,646.5652,586.7337,578.2139,251.8881,224.2909,192.3514,91.2789,151.0606,141.6114
8.8590,1429.1989,3366.4169,3181.3666,2021.4548,1048.0997,1226.7905,1347.4542,716.4064,1028.1289,343.5495,1161.7684,1928.9762,1480.6487,852.3649,436.6978,463.6828,282.9009,309.3100,307.4647
1260.2220,14703.7866,29391.9481,12811.1995,21049.9683,16968.1794,15036.8139,9582.9806,2993.8149,3411.1888,9146.0880,10547.0214,9292.1967,7370.1622,7473.0080,3189.4211,2359.9283,1902.4325,1799.2623,2421.7519
553.8501,11610.5070,23490.1174,56034.4918,40490.1348,21024.4709,41301.9326,27134.1365,17364.8547,13862.8941,21813.6694,37332.3118,35076.0545,33592.6956,16140.6330,13313.9964,11271.0779,5108.5727,8390.7154,8466.2527
678.4311,14445.4918,34303.9870,49123.1236,41969.5815,25752.5676,27165.8580,21287.6689,13345.0484,10343.2344,14238.8222,29093.1342,29481.0065,26280.6636,16482.8418,10490.7380,8707.9392,4236.5995,6214.5604,6823.4276
1192.3131,10324.2549,19584.7488,21256.7698,16994.3579,15819.9132,23088.6141,13610.6360,7675.7347,4808.4846,13314.6909,18773.5921,14290.7318,14941.1033,7119.9645,6309.9899,5092.8140,2511.0569,3956.0777,4045.2807
362.5477,13118.4315,31411.9911,70347.5247,59043.2519,36895.4660,52301.2377,37306.1814,21500.2572,13584.0564,27458.5607,49640.5215,47902.6941,43743.6556,23429.6687,17047.9143,14439.5807,7112.1160,10292.2565,11361.4417
549.0585,12251.2043,31795.6625,52397.0882,48769.6926,31752.6034,39831.2151,28725.2970,16058.5162,9088.3828,21880.4993,38662.9504,36122.0757,33203.3529,19005.6571,13324.7234,11014.2736,5557.4638,7875.5877,8851.2959
1021.8343,5921.2806,17412.9795,45149.5554,40384.0889,26780.8175,39683.2890,25315.0890,15075.0369,8178.6631,22679.2331,36441.5379,30715.1768,30075.3865,15822.6574,12574.1463,10170.4115,4865.4588,7584.8487,8154.9720
844.7416,6904.8788,16093.1040,22322.9416,23356.9332,16025.3614,16160.2075,10614.0144,6724.5856,3446.2267,9678.7942,16821.7705,13987.1631,13407.5787,9277.6073,5929.3024,4612.7983,2200.3778,3367.6640,3796.7704
197.4256,10948.8235,19794.8700,34011.9374,24904.5935,15862.0467,25841.5511,20342.8394,10029.8116,8501.6459,11624.9229,21819.2796,25072.2210,21363.5531,10543.2555,7196.2270,6604.9567,3547.2598,4693.2972,5055.0593
1507.2396,6579.7421,18304.7429,21887.3592,30005.2885,23976.7848,24328.6367,14635.7212,8362.1456,1295.5407,16104.6455,24277.3335,17011.6818,17627.6856,11367.8802,8114.3376,6230.2076,3312.9073,4544.2621,5388.0045
117.6894,3885.7570,7956.4867,13783.9037,9550.0573,4613.6964,7072.4498,5883.0171,3682.8283,3546.8395,3093.8492,7011.3853,8212.9253,7176.6991,3553.0336,2588.2694,2293.3619,1092.7961,1643.8874,1693.3814
61.2941,3729.8695,7498.6924,7193.4614,6882.7988,4838.2569,5651.2711,4468.3911,1836.1597,1505.2793,2876.6009,4711.4858,5239.3376,4291.2006,2639.7570,1527.3665,1334.7547,817.9104,947.6696,1106.1591
304.9746,2164.8010,6340.6544,16550.1249,14621.8720,9669.5500,14123.3174,9234.8012,5495.9739,3078.4815,7880.0931,13140.3812,11444.3877,11041.0754,5796.3551,4520.6598,3721.1143,1792.3759,2716.5098,2951.9478
316.0265,3244.3014,7617.0698,19702.9026,16877.0576,11328.7549,16999.0348,11296.6937,6558.7130,3849.2332,9358.6634,15568.6901,13848.0152,13256.2938,6764.5920,5338.5586,4431.0480,2155.3732,3252.1859,3500.1892
