0.0013,0.0179,0.0446,0.6226,37.5787,135.7856,120.8847,428.0046,488.1997,548.8325,397.7439,259.8113,415.2243,536.3327,440.5001,371.4060,364.4074,382.9086,241.0967,174.5595,208.1028,235.7010,146.7957,387.6578,77.5816,179.3671,287.0635,174.5796,316.6187,178.3700,393.8813,340.0275,241.6650,208.5656,236.6245,295.0918,125.4683,117.4606,214.7252,175.5616,191.5230,349.8365,77.3389,256.3614,147.8707,338.0911,220.6733,233.3421,182.7081,112.0074,167.5064,138.0446,220.8851,178.9907,97.8284,89.3691,58.1016,132.3359,23.1195,43.7806,85.8314,79.6592,53.9612,69.9388,71.3899,28.6827,58.3234,16.2787,43.6539,43.7371,80.1829,44.1784,35.1080,37.2758,61.5110,90.0991,40.1663,81.7813,30.0842,7.8412,5.9630
0.0156,0.1326,0.2254,2.1327,266.8779,658.6741,753.9120,2918.1912,2691.4977,2237.5460,1888.4450,1399.7370,1170.3231,2774.8256,2264.8973,1483.2364,1966.6602,1911.8192,1576.9732,846.2031,620.1277,1256.8588,577.8864,1853.6802,567.8700,1126.3687,1669.7354,828.8927,1743.3359,728.3668,1483.0445,1912.3256,1496.1105,558.1542,769.6349,1617.8082,733.6983,380.1058,684.4457,618.8568,1352.7626,1322.4318,494.5278,1328.0338,742.5394,1733.1448,831.4330,992.1511,581.2746,758.5015,668.5177,492.3928,872.2183,892.4505,341.8495,417.0905,176.1029,539.6662,162.1738,250.5906,350.9210,283.7244,182.8650,264.9792,193.9892,143.3877,226.5267,78.4886,136.0759,237.7378,322.6373,190.0979,204.1488,173.6551,255.7455,308.0578,170.8389,266.8241,113.9892,33.0685,39.4759
0.0205,0.2116,0.4949,6.1225,400.7890,1600.8671,2202.0591,4332.9002,5321.9040,4089.2258,2797.2961,2616.3698,3593.4222,4052.5757,3117.8514,2833.5814,3872.4109,2331.9426,1934.9882,1485.1910,1612.8586,2275.0916,1147.9962,3667.4020,1545.4313,2242.5818,2392.2220,1858.0298,2184.3467,1623.2860,2942.2013,3141.2762,1892.7358,1988.7050,1950.4773,2477.7799,1041.6209,912.8035,1898.4691,1435.0267,1728.3883,2903.6236,902.4258,2168.3235,2024.9126,2727.7002,2011.5099,1540.7881,1685.4195,973.7875,1273.7226,1148.2394,1698.8451,1127.3761,831.3094,710.4522,489.2051,1114.6172,191.4760,308.1115,673.6786,709.0531,423.4072,608.4989,547.7681,386.5929,470.2487,136.9644,440.2718,318.0787,689.4039,638.1641,305.2937,296.0434,440.9433,872.2362,432.0219,732.8376,292.6132,49.9742,35.4206
0.1668,0.6316,1.5862,18.8742,1372.3389,4899.9627,8125.8673,20867.6175,23156.1839,19550.7222,13014.5612,11837.8281,13035.2245,20967.4904,16084.5565,12303.2328,16783.6600,13572.2771,11335.6668,5599.1581,6379.3012,9284.5604,6711.1381,14357.0783,3866.8945,7758.5555,13004.9561,5332.0650,11461.5698,3927.9525,11051.2044,14600.4050,11811.7385,5349.3677,8284.8992,12085.1132,5336.4029,3207.1208,6458.2135,5998.7689,9216.6230,10966.2116,4631.2198,10349.5157,7431.7994,13186.1549,7766.1596,7216.2700,4678.9016,5128.3393,5820.3547,4088.3424,7626.0394,6673.6449,3084.8015,3446.8996,1494.1729,4801.5261,1340.4304,1676.7265,3021.3637,2558.9337,1667.6721,2260.3231,1882.2439,1386.5007,1680.9137,330.3405,1541.3600,1531.4428,2783.9787,1950.6222,1482.2539,1412.9352,2205.5219,2903.1416,921.0552,2586.7166,729.2708,238.7119,258.6651
0.1238,0.8309,2.0172,24.1953,1610.1167,5574.8847,5935.5021,16829.2452,17445.6278,20558.6790,15036.1443,7179.3386,14714.3100,21060.3040,16937.3123,13768.0346,10134.4801,15549.7414,9653.9815,4837.9492,8269.8556,5846.8337,7181.5462,10755.5186,4015.6029,4534.6458,11375.1696,7417.7040,12676.6214,6151.3770,15609.8387,9651.8608,10482.8129,6558.3705,8973.9145,10457.8730,4126.2242,4804.7496,6888.8537,6325.4731,6719.9098,12514.3604,3136.0914,8884.3582,4832.3631,12444.5129,6777.9692,9090.9269,6097.2943,4161.2578,6313.4026,4215.4233,8201.0611,6957.0383,3102.1056,3307.8508,1688.7435,4513.8836,1252.4835,1623.8617,3106.9064,2501.9469,1898.5517,2232.3184,2724.6189,924.5476,2169.2869,550.1051,1506.2207,1751.1815,2644.9104,1354.8299,1511.3947,1259.8075,2305.8517,2590.5793,2022.8373,2812.4426,982.9223,340.3317,294.0725
0.1103,0.3691,0.5695,16.1405,782.1512,1814.3949,1845.1157,11085.0020,11995.0698,13134.4554,8630.0921,5917.3155,7884.9944,13115.6298,10209.5287,8217.0880,7847.7775,9694.9685,6363.3828,2051.3046,4927.1814,3966.3555,6829.5341,5666.6870,2611.0619,2240.0068,8159.4859,3606.3491,7599.4985,1286.5578,8951.3959,6940.6097,8042.7473,1876.9581,6071.3025,6638.8255,3002.8278,2927.5994,2695.8484,3871.1931,5142.3405,7134.2464,4000.0623,5594.6377,4548.6445,7768.6784,3777.7869,5723.0660,2313.8115,2637.1193,4206.3678,1970.3415,5252.1791,4498.7738,1627.7195,2243.6406,585.3689,2923.5884,759.0543,1310.1995,2076.5043,1182.4435,1102.9919,1211.3811,1439.9651,873.9437,1323.3144,50.1240,1001.6361,1377.7746,1541.6489,781.9139,947.9044,878.7387,1668.2410,1318.8079,816.8867,1434.7639,323.9261,192.2334,207.4085
0.2213,0.9236,1.3708,27.3491,2124.1499,4176.1817,4321.0048,26994.1000,32676.5697,34821.3838,25639.3273,16449.3082,20787.3836,37216.8188,29196.7766,22349.3600,23012.0776,26339.4816,18854.2894,7987.0977,10150.5365,13222.2054,13867.3630,20322.6737,4313.3642,8993.7690,22393.1905,8186.8590,22090.0279,5235.9735,23616.1826,21922.8418,20464.8230,7216.3743,14567.4007,20166.7269,9055.1358,7025.8199,9289.9388,9825.8365,16006.1429,18832.7664,7727.5875,16987.8895,10409.0516,22894.0906,10579.7912,15223.4856,7906.1812,7635.6837,10963.5883,6478.2300,13850.7214,12320.2341,4818.5105,6082.6528,2241.2120,8007.9334,1609.5627,3544.5496,5552.2133,3877.0695,2951.9862,3537.4545,3556.6404,1738.2182,3556.9234,550.9886,1990.6656,3583.0234,4621.4756,1853.5350,2448.5746,2438.3576,4203.6587,3697.6574,1386.4189,4177.9787,1054.0001,468.1944,528.9928
0.0025,0.3279,0.8701,1.1442,645.0930,1569.6217,3371.0750,7315.1369,9810.4907,8318.3992,6645.3586,4105.9869,3519.6439,8085.5032,7125.0183,4429.4496,6055.9046,5119.9229,4903.0926,3363.9303,932.4981,4914.2108,1809.7679,7918.1425,210.9725,4481.1581,3808.3464,1494.2383,5253.6041,4007.0758,3445.4430,6440.5536,2995.4495,3132.6999,961.3119,5262.0028,2562.1873,611.8723,3517.0709,1742.7404,4002.8880,3826.7384,232.1295,4223.4714,1063.5533,5248.2015,2738.3263,2705.8227,2858.6930,2085.8375,1522.1286,2339.8979,2410.3992,2770.5291,1342.2325,1201.8183,1108.7311,1402.8311,168.2386,673.8026,859.9021,1185.7951,596.6477,929.0209,659.5044,163.8854,710.8277,441.0960,189.9751,575.1780,1067.8180,658.0501,538.5540,529.5446,528.7797,1286.6010,196.9003,927.1411,538.9033,102.4340,103.0555
0.2209,1.2650,2.7648,33.8775,2491.3890,9038.8194,6561.7837,31588.3065,16682.9838,19715.0447,18531.7157,8002.0229,17637.1328,23344.7604,19712.7870,15313.7275,11678.2472,18824.0054,12113.3676,4002.2785,10393.5707,7214.0406,9307.7487,9836.9584,7301.5347,9397.9722,12029.0878,11830.7712,15905.4101,7401.0523,19575.9767,10608.8108,12377.2106,8597.0881,10666.0954,11546.3160,5358.4466,6265.2731,7639.7968,6532.0665,9425.1774,12336.9703,5705.1856,9253.8481,6235.7624,13707.0397,7491.3612,10949.0512,8000.8816,4598.9846,7137.0158,4207.3819,9016.1518,8442.8291,3333.1931,3522.9787,1894.5817,4791.2574,1575.9460,2289.4400,3419.2714,2755.3909,2019.1289,2116.0310,2946.5501,1467.6264,2659.6951,678.5687,1918.6539,2503.5239,2869.5186,1825.0050,2358.9743,1229.6009,2457.2096,2948.3811,2488.0409,3424.3381,1533.3379,397.7571,427.9692
0.1516,0.9763,2.0860,38.6020,1631.0601,6499.4761,8045.3463,32509.9374,33718.5561,36198.6160,28044.0421,16715.8027,27553.1499,38016.4827,30614.1230,25556.9197,23053.4343,27379.7501,17243.0473,8792.7488,14293.5947,12890.8977,13785.5555,23431.1408,6269.5922,7391.7161,21787.1867,12566.1177,22560.8974,10083.4635,28099.1339,21803.8594,18466.1381,12623.9481,17053.7276,20570.3204,8528.6378,8723.0577,12784.0878,11393.0506,13448.6197,21178.0393,5074.6859,17530.5042,9421.4300,23738.0155,13333.2359,16805.1226,11762.9082,6012.1500,11982.7398,8164.8756,15395.1922,12811.7046,6069.1115,6251.8876,3399.3971,8991.2818,1273.3579,3485.9649,6047.0373,4981.9713,3531.1910,4071.0793,4585.5504,1691.6342,4181.3875,759.2588,2683.6652,3600.1453,5326.2671,2498.9684,2741.0941,2462.2219,4398.1919,5056.0981,2213.9521,5557.6367,1838.7948,529.5011,489.0352
