0.0002,0.0001,0.0117,0.0488,0.0408,0.1839,0.3280,0.0736,0.3848,0.2001,0.1537,0.0649,0.0501,0.2463,0.1682,0.1835,0.1031,0.0334,0.1993,0.1805,0.0508,0.0930,0.0759,0.1093,0.0520,0.0367,0.0316,0.0498
0.0003,0.0016,0.0702,0.3128,0.3178,1.4316,1.2702,0.3566,1.1048,0.7460,0.7703,0.3272,0.5415,0.5469,0.4619,0.5077,0.5530,0.4456,0.6523,0.8945,0.3269,0.2844,0.3486,0.3835,0.3829,0.2198,0.2015,0.1421
0.0000,0.0063,0.1477,0.9082,0.8363,2.5861,2.4629,0.6926,1.3814,0.9518,1.5615,0.4863,1.3317,0.5019,0.7072,0.4900,0.9716,1.2177,1.0682,1.6462,0.5147,0.4040,0.6388,0.5696,0.6998,0.4205,0.4489,0.2190
0.0165,0.0284,1.1614,5.2362,5.5239,24.1690,52.4140,7.4213,50.1729,41.4419,25.1319,15.6486,14.4767,33.1969,31.3338,32.7667,20.8082,14.0871,28.2240,22.0263,10.6299,9.6439,11.8902,16.7433,12.0922,4.2168,6.7085,6.9490
0.6866,1.9534,95.2367,505.3714,559.3829,2661.8628,2439.7180,789.9698,2722.9713,1948.5716,1745.5798,839.5703,999.1468,1557.9245,1276.2890,1454.8705,1214.0474,861.7700,1502.5861,1937.9139,801.0215,673.1414,814.5810,961.7823,881.7104,463.2840,423.1327,342.1075
0.9311,7.3778,251.6926,1248.9836,2151.6747,7727.2184,7244.6864,1916.7881,4773.7510,2927.1342,5131.4441,1803.7608,3073.7994,1832.2135,982.5560,2144.2559,3067.1106,2970.2492,2991.6624,5591.6930,1494.9260,1655.1812,2222.3276,2390.1481,2225.5993,1507.3065,1100.7731,603.6967
0.1211,19.5201,349.0578,2767.2405,1959.9194,9486.2336,8923.8273,1437.9969,4764.7308,6208.5404,4300.3451,1946.7512,3428.9782,2978.7139,3453.0079,2959.0738,3819.2457,4315.6026,3013.1993,4381.7552,2224.2706,917.1474,1624.7103,1487.1581,2082.5079,780.4957,1352.4635,714.2957
12.0515,36.2137,938.3180,4403.3377,4526.5526,26618.8892,50238.2738,11965.8168,47858.9538,33361.6089,24166.5271,10966.1480,15643.4517,29223.9265,27749.3893,24746.8771,19011.5906,11167.2372,29473.6445,28717.5661,9142.8355,10076.1954,11332.7494,13160.2377,9496.5266,5029.6926,6403.9904,6273.5734
9.0650,51.1874,477.3428,2237.2935,1160.8929,18275.6574,50772.3979,11308.5818,56235.7170,55014.1983,29446.4647,19646.5536,17329.3785,36941.3863,40739.5716,38258.6116,29514.1312,14148.1388,33656.3147,27399.3450,17586.8345,9360.1254,14054.3307,15602.7934,18087.9346,3011.3478,7214.0920,7299.3910
11.4253,47.8360,304.5013,2029.4465,1629.7653,10984.0088,55946.9503,11878.8135,60218.4648,56411.2774,30398.2112,20340.6523,18803.1567,40025.7805,43447.9220,40448.8425,29970.2873,15888.5674,36563.9543,28381.4510,17786.6139,9989.7569,14470.2183,16374.0176,17665.7860,2582.3597,7930.6709,7998.2067
7.7919,37.5862,243.8933,1019.3812,1684.4827,10568.3714,44170.6459,9425.3812,43942.1231,41200.5201,21133.7092,14281.2231,14670.8118,29338.0817,32026.7356,28975.7109,21391.6899,11651.3928,27962.0673,22722.4683,12794.4939,7764.2695,10177.5621,11239.7908,12397.2020,2358.5143,6027.4889,6067.6510
3.9002,24.8412,175.2131,1184.5626,975.6653,9662.6142,22318.1713,5305.1592,27556.0358,27574.3505,15941.1818,10216.9302,7551.4689,17381.6297,19775.9928,19019.0350,15435.9631,6395.2610,15547.3175,13535.6139,9224.4142,4349.6613,7490.0668,8110.6007,9601.2291,1786.9749,3138.4431,3384.4905
8.5964,25.1734,262.5353,1493.0157,1771.3565,8372.4226,39444.7534,7121.1014,37836.4088,35930.1271,18464.7995,12800.8416,12433.9731,26812.8328,28217.1361,26237.0723,18579.3934,10714.6401,24044.8217,16368.3741,10882.8793,6432.6849,8695.0196,10305.6073,11105.5267,1631.1246,5307.7473,5391.3028
12.0185,50.6452,254.4938,1467.3081,1643.8278,15403.7528,60984.2762,13142.4884,64093.2222,59547.7662,31336.7043,20811.2134,20088.5589,42425.2366,45741.5852,42185.7333,31228.2209,16034.8969,39483.3464,31525.6777,18604.6017,11120.9460,15061.4990,16904.6968,18254.4120,3213.2956,8385.4598,8665.2309
8.3954,44.4127,239.0704,1136.9751,1517.4075,12646.9826,48916.5460,10669.8785,50285.9452,47513.2923,25072.9055,16700.6480,16651.3230,32903.4834,36465.7028,33282.3310,25022.6681,13238.7094,31397.6854,25486.5480,15027.5468,8601.5800,12023.7315,13192.1177,14698.7153,2629.5956,6787.6681,6785.4295
8.0217,29.6919,191.8237,1128.4806,1191.1687,6756.0445,38992.3753,7874.2251,39549.9139,36946.0758,18782.7597,13045.1836,12578.6038,26957.0597,28885.1990,26594.2376,19117.3940,10347.4262,24798.9520,18674.9481,11383.3283,6834.9017,9049.2880,10417.4303,11268.6435,1628.9168,5327.9983,5463.0868
4.9075,36.5482,278.5625,1556.1943,1433.4385,13636.4504,30741.3324,7641.7863,38641.8162,39144.6363,22970.0480,14434.8045,10928.5787,23770.5713,27745.3211,26623.6513,22178.9406,9073.2183,21726.2151,19145.9186,13013.3104,5895.6591,10662.8191,11320.4605,13599.9912,2473.8217,4479.2291,4683.9069
10.0002,32.4813,245.1932,1161.7867,1547.9450,11445.3416,45256.1009,9635.9389,46458.1683,40878.3534,21338.3504,14096.9196,14405.1823,31077.8517,32445.0575,29682.4876,20974.9802,11387.3063,28973.1020,23110.7027,12267.6350,8499.2177,10351.0272,12020.3515,11737.9371,2527.3908,6114.3182,6387.1697
4.8635,28.3071,169.1938,853.5526,983.6568,10288.8321,29128.7367,6801.9770,31716.6650,30125.2182,16731.8807,10638.0122,10094.7161,20181.2112,22532.3160,20795.8020,16386.0167,7793.3312,19287.9627,16570.8279,9658.5616,5420.8112,7941.8213,8554.4261,9594.0455,1919.5164,4069.9535,4149.4393
1.0151,19.8380,65.2434,642.2356,784.2489,6254.9218,9514.9533,2384.4199,11075.5605,14703.8859,8877.7297,5905.1392,4883.9116,6547.7911,9844.9855,9207.0294,9012.1126,4945.9262,6556.2095,6718.5405,5801.2941,1237.7668,4009.0146,3625.2909,6083.0388,874.9314,1703.2218,1228.3936
6.7732,4.7315,161.3985,1385.0876,1461.5887,4949.5966,21005.9216,3802.1697,18613.1535,15273.0669,7809.1108,5675.6311,6264.1780,14422.6489,13304.6954,12656.9377,7236.2913,5754.0682,12396.1649,7753.5484,4576.8050,3834.4938,3839.8836,5470.2852,4672.2182,1209.5825,2782.3580,2859.7830
0.1349,29.4301,125.1747,696.8761,984.6438,8202.1679,17047.4865,4501.2524,20787.1718,23918.9998,14421.1185,9182.7779,6969.7922,12041.6623,16331.7093,15367.8051,14279.2701,6394.0891,12030.2187,11790.8870,8612.3604,2755.4967,6591.2260,6308.8306,9035.7692,1415.0379,2564.7059,2380.8319
11.2673,4.6307,176.8892,1094.2941,719.5162,2427.8638,24622.3563,4023.0113,25533.6898,17085.1878,8399.1817,5572.3503,4605.8670,20021.5966,15689.8530,15271.9791,7271.2485,3386.3936,15466.2186,10379.3191,3982.4895,5787.8824,4328.9322,6865.1569,3645.2682,1071.6883,2697.4003,3845.7318
0.1702,48.3140,203.6160,1052.8557,774.2012,11104.0962,30106.8498,7061.6037,33320.1320,38935.3407,21674.6140,14406.9724,12481.7562,19473.5104,26712.5797,24580.8307,22566.9792,10782.5720,20031.8709,16854.3965,13664.5055,4052.1632,9950.8564,9350.1685,14167.3421,1664.2286,4565.9644,4039.4615
5.0310,6.4521,199.9543,1348.6583,1393.2790,6758.5552,8939.7031,1990.8301,7887.2326,1142.0729,3146.4209,421.8522,1515.9926,5035.4120,2347.2480,2294.9788,1127.7786,986.3146,4729.3784,4420.1308,139.9115,2575.2287,1342.1046,2188.5444,213.9019,1342.5470,956.7282,1196.3426
1.5899,22.7875,217.0169,713.3782,1636.8638,9254.9902,11356.9730,3576.6255,12586.3848,15150.9642,11531.0711,6098.0571,5349.1429,5542.8668,9044.1416,8852.0161,10407.9055,3981.3646,7074.8136,9371.4265,5844.8047,1757.8126,5015.5244,4218.5308,6485.2913,1559.7321,1594.5874,1235.8080
