69.4871,1050.4241,851.3226,879.0606,657.0018,424.0546,215.2350,382.7153,578.5559,467.7321,337.2307
121.8823,847.8941,1109.0584,818.2723,876.5706,457.6134,327.7520,256.2427,406.9956,546.4635,336.7780
620.8558,8689.1908,8969.3310,9780.7954,6085.4394,3262.6419,2839.5039,4118.3412,6295.2771,5064.0473,3640.1841
1140.6058,22187.0915,26451.2487,24045.0530,14798.7134,10929.5164,5086.5085,6774.5669,13837.3045,9959.6571,7312.8120
2967.1923,59861.9659,65608.7760,61029.8262,40626.0914,20412.6211,14866.6332,26214.6425,42893.2528,31909.2134,23164.0923
1318.9059,19092.0352,12954.4377,15813.5453,5340.2313,5489.6420,4222.3910,7053.4948,10512.8045,5811.5302,4437.2173
566.8494,22147.3090,31903.9673,27285.3918,19853.1445,10302.9095,5599.6980,9296.8541,17572.3586,14165.7421,10121.4446
1127.5294,19839.0757,21306.4254,20258.6284,15559.9608,6527.6572,5082.1403,9456.6852,14638.0051,11406.1623,8231.8818
1130.4010,18217.2709,13112.3135,15192.1764,6357.0901,4871.1157,3537.6787,6778.3563,10432.0464,6226.5742,4798.6777
318.0836,11551.5610,18142.3773,14673.1933,10847.4329,5932.3838,3344.1973,5354.3446,9776.5994,7936.5686,5725.5021
1049.9761,28734.0046,35452.4623,32268.3316,23002.6051,11579.7838,6636.9564,12206.5759,21397.6872,16614.1914,11982.3797
1650.0092,26120.7214,21266.4767,22847.1682,12565.4923,7222.9979,5926.1564,10763.0444,16418.2851,10964.1462,8154.4276
6.4778,5535.7104,10608.8684,7960.4572,8038.6053,3802.3700,1460.1233,2268.5088,4834.7654,4783.4137,3311.7314
561.6899,7385.3970,4555.3189,5864.4619,2644.8322,1967.8576,1300.0721,2732.1165,3921.8742,2320.3713,1792.6795
617.1389,16592.0231,21182.1464,18826.9435,13078.4017,6760.6805,4112.7543,7196.2768,12610.3045,9742.1825,7040.4044
942.1282,19923.6934,21333.3961,20368.1604,12629.5324,7426.8446,4316.2309,8207.4108,13754.5176,9911.0618,7327.5779
1155.4469,23935.1576,26940.0219,25267.6289,16287.1854,8633.9338,6102.7652,10391.8997,17289.1932,12723.0794,9225.0212
