3.4993,14.8687,52.4121,70.7886,872.3926,783.0074,528.5006,1176.4909,1160.5420,773.5397,406.2131,458.2932,403.6679,598.7981,555.3988,721.5784,962.2375,417.0566,437.3222,385.7104,447.4914,632.9633
1.2200,12.2647,142.2342,160.2654,879.9681,880.0883,810.3107,1386.5885,1663.6460,514.6805,0.9478,644.5440,292.3279,594.9366,267.3752,369.9933,1087.9644,697.0222,232.9289,358.1736,640.9100,369.4993
26.2253,107.5109,505.8687,721.4132,5784.7435,4523.6288,5347.0054,11527.5334,12219.6306,6777.8758,3096.7329,3898.8293,2637.6682,6008.2163,3591.3130,5830.0868,9594.1436,3801.8822,3477.9842,4058.8328,4822.3827,5356.3794
75.8988,261.0168,1191.1080,2206.5785,15598.9090,16539.5566,14481.9169,20654.3355,25737.6384,20451.9450,1467.3968,11460.5162,8714.4729,15995.6194,9593.2717,14711.9167,14509.7106,8909.8127,7853.5381,6843.5602,14102.6103,14649.4093
203.5456,632.9061,1728.8405,1894.5360,32524.3219,22276.1156,25879.9275,60646.1631,75709.4943,47944.7936,16728.6561,25410.8481,20102.5965,40604.9414,25929.5309,37352.6251,50374.8915,19486.8080,24675.5308,24405.7530,33715.5577,37106.4053
52.3066,154.4582,388.2016,167.9392,6222.2149,4597.8903,10118.5711,12274.1134,10985.1320,11085.0859,8967.5698,2246.9691,4401.1801,5936.5079,5950.8331,10550.6484,12209.1688,2260.2633,5827.8138,5949.3261,3046.3716,8008.8379
83.6011,237.3786,811.7921,1680.1778,14205.5992,13194.6490,10710.5220,23644.8564,36250.1347,22779.7642,791.4508,13560.4680,9050.4293,20484.7693,10163.9899,15420.5551,17235.2485,9807.9901,9558.0362,9364.9972,18934.6703,17134.7785
72.8510,278.4495,923.7422,770.4105,14385.0221,11709.9933,7688.5030,23908.2738,26932.9464,15356.1754,6997.0762,10229.0765,7634.6052,14064.7268,10609.0108,13753.9032,19259.7280,7899.4603,9221.2175,8701.9729,11604.6496,12595.8345
54.9167,169.7962,219.3791,107.7318,8635.5358,5267.5934,8000.5382,13540.1035,13136.6215,11078.9522,7824.2432,3668.7343,5097.2009,7143.6150,6981.1739,10861.2555,12574.3470,3121.1276,6467.0052,6009.1910,4281.3586,8839.1069
45.1876,116.2146,416.9916,931.7359,7227.5378,6145.6922,5678.2149,12995.2783,19884.9268,12817.0883,33.2651,7219.8843,4814.3509,11454.9141,5014.9077,7787.4168,9428.3337,5221.6000,5081.7136,5095.4764,10624.8722,9257.2552
105.9843,337.9683,1015.3071,1528.4807,18935.8106,15805.6651,12797.3471,31322.1591,41105.9623,25702.2132,5452.7767,15353.9026,11276.4163,22684.8490,13873.2867,19435.2597,23972.4788,11285.2025,12585.8047,11883.3855,19909.8844,20092.4786
80.1540,265.8832,575.8331,124.4913,12630.6867,7747.3535,11959.2793,22893.4840,24115.1867,16545.7615,10906.8958,7250.6355,7324.0120,12397.2746,10591.6765,15306.0954,20880.9341,6108.1951,9826.6710,9690.3830,8723.8229,13289.7941
25.8576,100.4988,540.7025,871.1950,6250.0644,6602.8933,3602.4848,9644.0656,13456.9873,8188.6912,639.3839,5820.4178,3311.6985,7351.6743,3706.4662,5549.9467,6181.0754,4702.2329,3112.6816,2797.9280,7187.6755,6299.7261
22.9684,83.8393,204.1151,87.2481,4554.1813,3389.5139,3244.6334,6288.9701,4496.4489,3948.3917,3898.3146,1674.4708,2309.6257,2483.8523,3367.5481,4354.4552,5418.1606,1326.4938,2760.2830,2385.4290,1226.8983,3412.7291
60.3413,177.8488,486.7904,829.7525,9871.4128,7889.4982,7397.9751,17374.7934,23984.4091,15103.5184,2739.1734,8577.3040,6268.7961,13312.6105,7476.4363,11023.7612,13545.4311,6251.5039,7088.8568,6909.7473,11744.7323,11620.3887
69.5971,211.7361,482.6256,735.8551,12043.8146,8925.1250,8725.3671,19086.4666,23406.5150,16081.6405,5297.5202,8239.6531,7148.8755,13078.2647,8831.3936,12851.9152,15658.9694,6336.9596,8211.1587,7666.1690,10584.9320,12456.0862
80.9638,240.2677,621.8625,777.4785,11897.1706,8389.7748,10885.5152,23247.4440,30146.7378,19226.0028,6315.5234,10023.3158,7883.4123,16304.8410,10092.5537,14881.3038,19187.4675,7372.3956,9631.6866,9671.4048,13771.7800,14818.6961
