0.0079,0.0053,0.0861,0.4343,0.6127,0.6983,19.5830,13.9583,10.9440,3.2670,10.5207,10.9883,10.3104,6.5591,0.7152,2.0348,1.8598,0.9899,2.4074,1.3500,1.2074,0.6647,1.2957,2.9690,1.9550,1.9945,0.6360,1.1257,0.8471
0.0312,0.1692,3.7982,27.6880,56.4894,63.2954,201.3573,168.2423,160.7532,62.7147,102.4510,127.4814,122.4507,93.0721,29.4831,18.1748,25.2395,17.8173,17.1679,11.5854,19.9827,11.2780,18.9830,26.0593,20.2215,19.5489,9.0974,13.1439,12.4693
1.0910,1.8373,60.5634,439.1119,1232.6621,1683.5936,4751.4207,2547.8767,2737.7111,872.9454,2360.3576,2232.7467,2050.9307,1541.2474,509.5876,404.5691,457.2991,357.3960,491.0074,263.2174,362.2905,152.4303,254.8127,625.4359,364.9588,372.1659,157.6227,293.1788,217.4531
3.1520,9.2302,335.7481,1949.7913,6902.6795,10820.9828,19210.4665,8000.8643,9149.4511,3408.9009,9029.6613,7236.7317,5502.5829,4983.0261,2384.0695,2123.6012,1559.4495,1431.5594,2025.8862,984.1797,1342.3814,413.0260,513.8787,2622.1831,953.4472,1133.7171,570.4393,1103.8482,703.0903
2.0350,21.1929,383.5734,2748.2157,9860.1581,15558.2787,25096.9156,16503.3662,14590.5263,3985.9295,11512.9675,11266.3423,7699.9676,8467.9338,4167.3224,3455.1752,2448.5614,2562.8309,3103.9021,1440.5088,2032.3968,1004.0374,1016.0190,4118.8859,1210.1302,1972.3442,1155.2832,1702.1987,1108.1886
11.4728,25.0428,505.0219,2806.1689,7949.3417,13784.0266,55949.3421,40150.6541,38789.7371,13147.8124,28579.4385,32651.8470,29975.2211,22458.0957,6400.4863,4315.8796,6070.7516,3713.6923,4745.4131,3286.5741,4784.9516,2497.6044,3996.8261,6793.5124,4948.0135,4865.0844,2099.4596,3324.1613,3003.7232
3.0844,42.2446,187.4602,2189.3572,4175.9371,6422.6692,36837.0522,46369.4151,34644.2937,11920.7269,22487.8616,32127.4823,25526.9449,22494.6431,7353.1927,4910.4923,5602.3931,4246.8955,4084.9448,3226.4891,4293.0491,3002.7303,4612.9283,7333.7065,3774.2681,4532.8414,2515.8316,2558.8778,2709.6543
4.0370,16.0578,125.5637,1096.5269,2703.5751,3621.3922,21739.6855,26518.7106,20750.8781,8714.9115,12121.7094,18286.9161,17083.5090,12743.9809,3197.8621,2902.1834,3235.1690,2003.5330,2677.7568,1838.3300,2426.9391,1679.3359,2838.3693,4418.9651,2816.6476,2729.2834,1293.2718,1437.9446,1622.3637
9.5937,38.3388,221.2391,1933.7333,3098.1131,3907.1527,50265.0214,60733.7774,45089.4744,16095.5049,31431.3693,43414.0406,36765.6742,29320.1807,8012.1732,7096.7699,7559.2872,5406.0122,6473.0901,4440.5383,5441.4290,3635.2023,6060.7246,10539.3484,5840.5650,6653.5100,3227.2687,3474.2370,3545.6723
5.1585,35.5405,193.9550,1622.3243,2991.9102,3489.1035,36280.4506,47197.8467,34898.8252,12694.0877,23768.6816,33614.8349,27847.0125,22902.2276,6694.5915,5342.8735,5804.5407,4363.7085,4714.1780,3361.6859,4240.8677,2919.1673,4796.1955,8112.4013,4281.4837,4971.7303,2561.7101,2553.4141,2755.1459
4.0476,14.5039,98.9008,923.4640,1789.5597,2146.7359,19991.2706,24244.4083,17435.8635,6057.3020,12613.1684,17163.7917,14254.2098,11480.5100,3106.5221,2936.5104,2955.4687,2178.3887,2714.8686,1808.8075,2087.7543,1435.9114,2388.4395,4326.3754,2277.9295,2652.7009,1288.8396,1380.7963,1365.4107
5.2354,22.0253,82.4348,926.2000,821.7384,1279.7502,28978.2691,34270.6265,26223.6790,9515.4454,17423.8417,24414.5205,21265.2585,16734.6855,4520.5547,3782.7577,4311.6732,2914.0210,3406.9016,2437.1408,3157.0875,2092.3404,3474.4213,5670.7071,3416.0915,3720.4486,1794.0771,1978.3104,2061.2929
