1154.9570,1112.1927,730.9976,1644.0661,2161.3298,788.1915,2595.9986,2935.0542,3557.9462
2680.1796,2579.2070,1582.4583,2353.5541,4231.4279,1731.5923,3850.9856,3900.2596,3341.3966
6255.4302,7248.2455,3363.2561,7044.1130,9513.4220,5488.5065,11036.9686,10390.4694,7865.0888
8241.2847,8120.6584,4252.7460,4875.7393,15073.0481,6685.7925,7468.4707,5471.6531,3394.2897
9191.6405,8489.5068,4285.1258,9512.1054,14227.8760,7353.2135,19482.9867,15411.2537,11823.7159
17453.6957,12007.4277,9051.0652,22203.5382,25788.7352,12348.2611,36566.0260,39704.9003,39053.8593
14272.3332,13366.4806,8067.4520,17251.4700,25726.3596,8315.9448,20096.9867,32295.6476,30856.8078
10330.4262,12874.6610,6021.1668,23300.7471,14598.8103,12473.1223,33963.0611,42272.2433,42947.5359
14634.4378,12243.1380,6537.6769,16462.2686,20325.3187,13034.1144,32471.8264,29097.1726,21604.4575
18015.4664,13285.2136,7950.4005,23931.6854,31810.5581,15438.6257,41724.5838,42974.9538,50023.6796
20486.5493,16683.1103,9282.1410,24825.2327,25954.4199,18478.0628,49554.8857,46319.1691,29483.0383
13605.4404,18330.8993,4377.3502,31263.0846,16851.6840,15923.0634,46855.5468,57317.0363,62476.0628
16333.2106,12519.7734,7779.5411,22911.8823,19651.5713,13554.2162,39397.9992,41895.3609,43290.3474
12761.5495,8874.1599,6907.2802,23840.1871,21111.5002,9206.4890,40163.8952,49004.9645,46578.1977
10767.4664,6906.3802,5038.1253,9972.5712,17882.9003,7082.3999,22579.1618,23195.9449,20448.6959
12987.3591,11749.0232,6037.1514,23645.0843,18640.0457,12052.6871,41748.5839,48803.9976,49964.7129
14863.7461,12876.9265,8254.7557,30447.1711,22992.8781,13441.8928,51732.7717,64661.6412,60798.6249
14835.8122,13315.5824,5250.4672,19730.0576,22632.1341,11950.6687,41166.3405,41945.7199,41327.1231
9141.6212,10814.6608,4270.5340,17110.2953,12040.4467,9255.2377,31825.9122,36088.2175,33812.0574
15521.1083,14251.7850,8202.1688,31847.4386,18252.5611,15552.2094,56289.5141,68157.1177,59523.9835
13092.8574,13710.5657,5376.2947,26055.1445,14480.1561,13182.4580,45022.9428,53606.7208,50352.1272
9750.1193,10312.2929,3750.3044,18701.8597,10626.7080,9278.8057,32626.2833,38003.7923,34144.0785
6921.5625,7573.0071,2553.8377,14299.9885,7825.0643,7213.0264,23273.4952,27828.1786,27426.8625
