17.9264,6.4698,825.2169,1143.9903,811.1392,577.8575
44.0209,80.1808,3788.3489,5778.0670,2225.4598,1883.7289
244.5293,223.6566,10784.2201,12346.1305,9774.4063,5133.2586
999.5124,542.1772,64822.9124,113735.9976,23998.5165,27949.0119
368.6514,269.9847,15119.9651,24948.4234,12713.9840,6181.9291
508.7475,322.2904,26675.1683,52335.4532,14028.9741,13177.7124
528.9763,259.4120,24327.7086,37727.1291,15970.7990,12540.9140
744.6580,346.2400,38796.7583,75472.1607,11672.0234,16592.0579
605.8520,302.0683,25510.9914,48649.9642,13735.4854,10302.1895
1228.1117,380.9649,64646.6433,127770.6753,22840.7771,28462.9691
772.4372,95.7018,25468.4972,40921.5999,16005.6058,11008.3351
341.6178,174.9917,16053.6868,30745.0400,6943.7009,5989.3488
222.9365,96.1113,11398.1506,19964.1372,4335.3485,5043.5174
525.8371,147.5445,21283.1031,39763.9518,13636.1266,11828.1879
311.5122,215.7373,16681.7465,32943.6944,10187.5894,8364.2261
256.6088,63.9671,10186.6014,21151.6140,5276.0326,5612.5438
