0.5642,14.0691,14.0997,44.2548,48.2945,23.4681,8.7265,31.5390,26.8544,21.9599,30.3516,62.2159,192.5312,199.2033,202.4336,427.8756,2709.7513,3830.7776,1874.1441,4661.0487,3544.7898,4838.1004,3581.3477,4136.6395,823.5409,2050.3186,3638.8144,1620.5538,1532.5841,1181.4750,1929.8476,1776.9868,1718.0414,1239.5695,1477.0020,2338.4084,2565.6022,2782.0717,2955.0068,509.7513,464.5776,901.9007,634.5107,392.9239
6.9158,132.5996,70.8122,258.3245,345.4262,165.3908,51.8471,207.4194,144.1824,141.5510,191.1635,391.9871,1220.4301,1248.0676,962.5840,4732.5706,24427.0893,28469.2059,20973.9478,34159.4268,29090.6787,42581.3170,32228.5266,32840.0864,7244.8441,12129.0804,31086.2027,8651.4493,14448.5042,8580.5115,22784.7026,10630.6586,18452.8596,5731.9747,10432.2314,17861.5632,16988.8760,23024.0454,16337.4841,4152.4855,3187.6691,5507.7555,7012.6965,4434.3683
0.9220,19.0673,28.1125,79.6990,80.0829,39.4625,13.4961,53.1170,43.4844,34.5519,54.9895,117.4344,320.2548,316.6542,356.1877,796.6167,6067.1114,5282.7262,3768.2586,8241.7742,6432.0323,6361.5535,5383.1791,5595.5326,1711.6456,3388.5641,5436.7852,1987.2056,2357.9608,1663.4262,2378.9895,2760.8205,4090.7499,1932.8252,2608.1549,4353.6341,4524.1511,3927.0977,5610.2983,921.9415,710.9967,1495.3719,1146.6587,625.9653
5.4813,84.8013,65.1790,148.7544,203.1075,119.0479,31.9932,103.4698,96.7171,83.5402,129.5899,255.0165,767.1161,915.8142,1059.9659,4503.9343,20435.0090,17678.9145,19377.3369,23646.0491,30013.7783,36040.8494,33818.5647,29501.3553,6873.1441,15256.6969,27321.4055,9260.1151,14677.9838,7693.6602,17070.1001,13077.6748,18507.0820,8404.6122,10591.0201,21493.1076,19567.8302,25595.5238,18363.7120,4069.7197,2897.1014,6556.1768,6979.6193,4368.3473
0.6712,33.7013,60.6047,99.0354,54.0817,46.9560,12.6653,59.7340,54.2541,28.8564,52.3868,115.6672,277.4117,639.0563,789.0991,2323.8666,10510.7863,13296.6095,12731.7159,8425.5007,24621.3771,25676.4298,24880.3967,23367.1304,4581.0931,9225.3275,22883.2680,6731.0766,11169.3439,7195.6120,11746.2147,6951.4419,12395.6318,6761.4510,7988.7495,15661.4859,17215.3169,17412.3603,16625.9312,2922.4318,2893.4638,5889.2647,4707.7810,2913.1471
1.5670,19.8137,19.1038,47.9234,55.6476,35.3729,10.6717,31.8600,34.4411,27.0631,40.1861,75.3175,238.4937,323.9550,376.6880,1298.8771,5151.9344,4795.8684,4434.0445,6876.2712,7736.5974,8055.4464,8595.4405,6802.6208,1705.6063,4210.3254,6282.3824,2169.2810,3723.1268,2195.7372,3407.8636,3824.9913,4809.0625,2288.4628,2675.9483,6062.3691,5479.4636,6900.7785,5265.0959,1087.8437,804.2342,1730.6363,1742.5447,1072.2904
1.0667,40.8805,38.0097,89.5668,103.6970,58.9141,16.6829,50.4218,47.2839,40.2177,68.8075,145.7712,429.4150,423.7607,607.5368,1372.9397,11998.4719,8027.5547,10012.0536,11987.5454,17836.9459,18290.2471,18132.3936,16268.6791,4035.1426,7833.2848,16063.6945,4278.1878,8361.3750,4690.2098,9548.1200,6401.7202,10969.5153,4329.0212,6289.0730,11817.6499,11738.3181,12652.0397,11113.0716,2439.5717,1809.0489,3835.2043,3789.6628,2308.0136
1.2561,27.5196,27.2445,47.4867,60.8850,38.6562,13.4293,26.8837,28.5286,21.7335,43.9492,90.0477,257.8751,295.0148,472.2404,1155.6837,8054.6183,5855.5390,7149.8847,7812.2218,13393.4000,14987.8610,14481.1222,12718.4123,2879.0910,6106.4060,12236.4577,3681.2718,6342.1536,3693.2575,7076.3706,5159.9891,8060.1141,3453.0486,4690.6650,9414.1113,9037.7544,10666.5248,8512.4054,1847.5844,1410.9711,2944.5149,2967.8638,1837.8720
0.3424,60.0136,61.2192,66.6600,70.1873,47.2581,19.7483,56.1753,47.8026,17.8763,60.8071,133.3808,344.2405,727.4652,1065.4416,2916.1965,18306.3536,19287.8188,19187.7652,10348.9518,36419.7362,37826.5764,36082.7421,33894.1487,7053.7751,13189.5703,33192.0915,9164.8015,15709.2549,10269.6331,19662.9737,10032.5284,19483.7385,8531.4895,12823.1832,22766.8761,24350.1007,24814.6347,23890.9285,4232.0436,4039.0582,8020.9542,7315.3169,4487.2603
6.0784,75.0597,80.2589,114.7460,83.5384,113.4477,31.3193,75.3088,104.8030,52.8364,83.2725,172.8612,469.8058,1385.7212,1487.9190,5538.1928,21571.2279,28153.0556,20983.5961,21936.3715,46622.2709,58581.5452,54624.2982,47290.4929,8807.2821,22510.2169,43196.4867,14936.5759,21900.4337,14027.2971,24317.1557,19925.5637,26443.9364,13836.6008,16576.1047,35555.4917,33421.0212,43099.0182,31920.2373,6040.0327,5352.5732,10944.0974,10782.2046,6826.6916
