15.5798,32.2533,102.3072,343.5542,471.9144,936.0909,1537.3008,2707.6058,1423.7188,2158.0457,1773.0731,461.5427,1342.1536,1111.5106,882.1861,560.0468,962.9954,185.1836,692.0438,423.3204,719.0424,721.0712,358.6039,92.3888,559.0250,689.3756,576.0604,693.2161,616.8549,250.3567,158.7097,341.1848,545.2056,763.3055,429.3774,288.4226
145.9374,524.3656,1199.0621,3367.7786,5838.9005,12221.6482,21525.5851,26360.6924,17479.6853,20039.8027,16842.2223,7784.1479,15049.2901,13329.0233,6888.8807,3251.0083,10502.3114,2904.7914,6264.6079,6314.4269,5062.7423,7694.6825,3352.4351,968.2108,3325.3990,11487.5889,4405.0284,7473.0648,6263.2511,3877.2260,1488.6246,3548.8965,4998.9820,5898.6139,3919.2459,2955.0816
263.5631,609.7471,1558.8862,5098.5779,7833.8950,13628.3817,17322.0481,28441.2806,21424.0441,27153.8145,22133.1135,7076.3204,17823.9607,14288.0452,12592.8222,5348.4170,9950.3046,3920.4586,10278.2173,7552.4610,11052.5756,10032.3437,5394.8743,1261.9938,7912.7076,11897.9090,7465.5013,9227.5694,6459.3079,4280.5736,2389.5206,3419.6516,8129.7312,10146.4421,5403.8867,3440.3458
24.7182,354.9427,943.1509,836.7977,3727.0078,5360.2502,10173.7723,14860.7666,9437.3949,10085.4490,16040.3158,2318.0564,7560.1453,10546.7763,3985.6101,5135.8723,2942.5224,543.9684,5635.1710,3788.8118,2390.9040,4964.9851,2535.8482,560.4723,2197.6303,6486.7033,3421.9299,4865.6067,3790.1610,1997.7437,277.2057,2011.3422,2963.0800,5141.9471,3409.7273,1820.5724
73.7252,605.4236,1772.1545,1868.4241,6819.0942,14455.9303,24691.2417,32155.4968,25671.4803,26028.2089,30239.2128,7487.6626,20217.0234,21928.8049,10808.8862,6755.5107,10761.3225,2680.0854,11749.1043,9085.7509,7250.1346,11665.5360,3800.4024,854.6552,6071.0874,16739.4830,7291.7387,11329.2729,8593.0876,5176.2549,1075.8148,4616.1130,7813.9678,10240.6000,6837.7657,4168.0673
225.5016,348.8620,902.2051,3381.4279,6377.7731,15257.8029,13893.7244,12293.4293,13470.6896,16502.5726,9133.6117,6781.7328,11749.3436,6595.4023,7316.9107,626.1822,7374.6754,3631.4622,4223.8070,3441.4826,6777.3518,6311.7140,1863.7468,631.3883,4764.7303,7948.2225,3810.0185,5023.0801,2938.0190,2967.2218,1198.2651,2070.2007,5115.9709,5295.1193,2029.5401,1673.8267
5.6928,429.5871,1158.9539,1275.9630,5156.1570,4817.5709,10904.5461,7839.1816,2262.7517,3070.1452,7689.0632,2292.4157,1103.0781,5708.3885,320.7316,4288.1737,2602.0167,117.8779,4247.8856,3880.6935,741.0532,1924.7158,2008.3796,996.6345,1318.4245,4360.4457,1056.9091,1409.8623,1854.4297,851.6429,788.3087,851.9889,713.0753,2234.1827,1355.3319,688.0600
207.9223,484.7327,1128.5608,3647.6201,5703.6575,18188.0306,33210.6969,53053.5432,40609.6613,48794.9194,37976.0708,11974.5481,34578.1849,27845.5313,18815.0053,6184.9597,19748.4847,5452.9106,11597.0591,8801.2400,12404.7227,17380.3666,4579.0482,678.0319,8571.3745,22261.4656,11076.7186,17302.0477,13440.2903,7892.7464,1529.3529,7499.9387,12307.3331,15530.6209,9279.3238,6549.5855
61.6486,661.9481,1920.3307,1978.6218,7562.2534,15436.6047,29739.9828,37091.8544,27599.1196,28944.6075,33804.1263,8757.2784,22491.8191,24317.5077,11562.2072,8208.3596,11894.0137,3122.8135,12511.1913,9865.1055,7142.1568,12868.6371,3729.6116,1081.9794,6270.7270,18117.7020,8210.6476,12359.6290,9507.1668,5731.4043,1077.8467,5261.6656,8472.8490,11761.0431,7530.2200,4727.5734
107.7550,628.8754,1987.3767,690.0126,5214.6403,10494.4084,27318.5846,44399.2953,27661.8045,29501.9113,42632.7761,5571.1015,22076.3916,29399.9033,10918.6993,13915.4504,10728.2160,739.3850,14138.8271,9791.2427,5519.7564,13630.8180,5359.0333,939.7262,5294.1516,18543.4739,9367.3030,13668.0511,11298.2939,5383.1849,232.4085,5803.0775,7966.2394,13183.0249,9473.7925,5431.2660
346.4164,283.7619,576.1733,4829.3577,5166.9007,15721.9871,22070.3694,43238.0350,36977.1936,46488.5684,30524.7306,9962.7306,32228.7652,21686.1414,19203.3717,2427.6965,16219.3303,6135.9514,9566.6327,6511.5744,14430.2082,15801.8682,4389.4922,588.1863,9709.2258,18073.4430,10462.8882,15371.5387,11190.2791,7029.8231,1649.7872,6253.7411,12129.8268,14398.3710,7685.9658,5638.1499
100.0062,428.8639,1175.0805,3240.2941,3655.4348,9838.9445,23716.0805,40478.8403,28198.9764,34352.1793,32276.4190,6720.8106,23474.5476,22418.9502,13290.2169,8051.8241,12800.4645,2331.9806,9676.9105,6055.3881,8647.0051,12526.0851,5255.6259,1003.6944,6291.9934,15273.0509,8743.7167,12797.6787,10314.5070,5052.4174,1104.6164,5427.4030,8421.5489,12230.2904,7705.3719,5075.5801
174.0138,233.3351,471.4216,3221.2782,2763.1236,8268.4258,17351.0566,33463.1371,24126.9415,31401.3844,23511.1871,6106.7511,21174.4486,16295.5920,12396.5292,4086.0449,11656.1053,3229.8985,6606.6076,3798.4496,8727.0702,10713.1971,3417.0934,636.7319,6156.3336,11986.3298,7428.0089,10601.7197,8296.0462,4431.6149,1175.3575,4532.6382,7613.8853,10357.2924,5751.0046,4022.0576
17.4964,439.7148,1330.6511,2290.7791,3824.6869,8567.4640,24656.5583,43499.4472,27731.6161,33028.2359,36478.0969,6114.9883,23203.0996,25183.1055,12404.1393,10655.2661,12198.9600,1550.0279,10896.8459,6779.7416,7319.9324,13040.7506,5235.5886,890.6643,5952.4413,16266.2259,9187.3039,13182.4313,10886.5730,5114.4937,772.1770,5711.9850,8219.7207,12701.7096,8483.5920,5232.4372
135.5663,248.3156,650.3454,2884.9479,3395.3063,6816.8762,11347.1232,20577.4383,14586.4064,19549.1950,14955.8972,3944.6110,12705.1230,9719.9730,8195.4966,3215.2349,7394.0826,2147.6425,4941.4516,3055.6103,6283.8583,6638.8418,3296.0407,703.9432,4338.1315,6831.7641,4822.5138,6527.0447,5119.5912,2614.1272,1139.1906,2740.6146,4913.9773,6633.9247,3736.5488,2546.9608
31.2056,149.7926,449.1639,362.9904,1268.7762,949.0222,4932.6414,7256.9153,3466.1644,4025.3421,7122.2415,697.4356,2598.6090,4693.1690,1380.9439,3011.2650,1591.6906,178.9691,2216.6764,1415.6014,559.6437,1823.9662,1308.5511,354.2827,653.9207,2400.0433,1428.5466,1967.8207,1824.6010,554.1289,106.9749,878.6908,859.9831,2191.1047,1588.8644,829.6262
63.6942,232.0938,633.7119,1568.5681,2233.1812,7218.2253,15018.3242,26735.2437,19155.8636,22861.5351,21359.2303,4624.5705,16180.3558,14933.5099,8844.3131,4739.1589,8436.6047,1954.7390,6438.4892,4381.3332,5659.2319,8649.6232,2741.7606,438.0166,4211.5085,10671.4645,5817.6565,8611.6215,6779.5027,3633.1779,492.7026,3668.9032,5783.3385,8103.5927,5023.2167,3287.7236
53.7508,103.4034,273.1616,1068.4532,1172.2005,3357.2905,7540.7146,12964.6262,9415.6722,11655.5023,9333.6258,2554.0453,8070.3444,6653.1077,4558.0412,1815.3052,4404.0754,1053.5126,2645.1209,1744.9213,3069.3912,4088.6945,1318.4676,241.0082,2164.8828,4948.6524,2777.5017,4107.9456,3242.3432,1710.5955,394.6388,1756.2291,2854.3058,3798.2852,2277.5237,1588.8972
