0.0020,0.0056,0.0074,0.0152,0.0138,0.0054,0.0057,0.0032,0.0106,0.0029,0.0308,0.0589,0.0186,0.1166,0.2661,5.7432,4.6491,1.6988,6.0669,8.8467,3.0007,8.5029,6.2431,8.7785,11.1551,9.1237,9.6572,10.6397,2.3990,10.0387,3.6794,8.9936,9.0608,6.0712,9.3310,9.6201,8.0483,5.4898,0.4938,4.2179,2.6218,5.8063,5.4442,6.7855,8.1847,4.5483,2.5918
0.0219,0.0286,0.0088,0.0002,0.0143,0.0137,0.0309,0.0634,0.0697,0.0533,0.0962,0.1845,0.6158,1.3154,1.5146,16.2106,19.4934,6.3605,15.7954,47.5153,32.4062,41.8835,8.2262,51.1605,38.0975,30.3764,39.1410,26.1509,45.9368,11.9973,18.0858,20.6562,38.6055,22.1141,24.8712,55.6971,16.3821,19.8523,10.7548,20.1512,12.9316,13.8952,20.2955,34.8231,25.5613,15.5782,7.2698
0.0374,0.0380,0.1837,0.0617,0.1770,0.1413,0.1927,0.3392,0.2589,0.1330,0.7776,1.6397,4.4903,8.3357,11.4687,62.7489,114.9655,60.2909,89.2454,155.3556,233.5853,73.3449,67.9907,75.7882,40.3098,51.6345,74.4498,47.8739,48.1039,57.4212,37.8900,27.0803,30.8339,33.5252,25.4572,47.5589,60.2853,24.5511,38.9149,15.5469,23.5095,31.0380,25.7620,34.4452,16.6025,8.2785,8.1508
0.4980,0.4908,0.8554,0.4382,1.0964,0.6179,1.2551,1.9282,1.9870,1.6264,5.4548,12.0708,43.8644,65.0336,68.3207,657.7491,923.4123,329.5633,630.0930,1553.0422,1242.1831,992.7382,458.1173,1278.6333,1048.6844,864.3466,1090.1205,932.4487,965.3646,573.5137,602.8874,751.8675,899.9715,619.4737,699.1256,1282.2981,434.8399,559.3707,327.9946,474.0130,372.3825,480.8755,527.1787,859.3443,709.0601,393.5890,201.0904
2.0470,2.7630,4.4791,2.2965,5.6066,3.6223,8.1524,11.7609,9.8224,7.6756,17.4103,51.8853,150.4897,345.3232,377.4307,4080.5960,5101.0658,1844.9859,3551.7266,6832.5451,8188.8438,5514.9538,1794.1020,5115.5381,3541.6093,3493.9875,4971.8243,2667.9999,3637.3525,2125.9187,1838.0078,2377.3539,4344.2812,2372.5094,2633.5252,5415.5095,3128.6962,1791.4110,1317.2848,1888.2844,1730.2768,2124.5914,2158.9173,3072.1440,2730.0369,1668.1202,861.5980
1.1613,0.7658,9.0449,8.6476,14.5526,7.9982,10.1297,13.6964,20.9024,6.5270,38.1128,127.5008,245.8087,418.9826,596.7694,5397.9217,8468.0272,3404.6081,6924.5013,16050.8827,12083.5285,9982.9739,6651.3483,10799.4394,9938.1224,8425.1795,10588.3850,8964.8441,5651.3253,5862.6349,3956.6044,7261.9365,8263.8611,5315.1165,7192.3749,10650.6786,7526.4810,5067.6231,1638.4541,4205.2702,2991.3554,5469.9998,5367.2296,7293.5295,6852.7620,3968.1745,2205.8003
7.6740,4.8554,19.1186,32.6530,21.0783,11.7089,37.4616,33.8667,40.2150,29.4448,97.9574,144.8684,286.9485,1357.5736,1674.2986,28212.8538,20942.4294,8165.1252,27266.7088,39708.8235,25190.4998,41361.9200,13499.1734,40877.9579,41710.9119,30657.5011,34639.1303,32676.5585,28327.7474,28187.1892,15803.9759,27323.9503,44059.8047,23784.1311,32556.5069,50545.4276,26944.4815,20413.6622,6212.9443,19750.9953,12685.4770,16915.7879,21031.7327,31386.0180,29985.7245,17691.9287,8944.9198
4.2433,1.0423,11.7045,28.3497,30.7370,10.9830,19.7077,8.0848,46.8317,18.3246,71.7224,151.8698,206.2141,594.3966,744.1510,19192.0709,18505.4291,5800.3927,19334.7109,36777.7855,19658.0200,35406.7939,15087.6298,36338.6268,35971.6327,28980.9266,34331.1252,29715.7994,21562.7478,21595.3833,13360.7094,24948.3509,34194.2647,20404.4275,27994.5886,41534.4927,23332.8527,17833.6527,4189.2419,16168.2262,10797.5576,16955.1571,18628.4113,26369.3634,26172.1263,15154.1850,7965.6330
7.7013,11.6718,0.6223,4.7106,5.5038,1.0893,9.5475,20.6944,12.9806,16.7357,17.6121,16.0848,123.4675,427.7385,479.6770,5107.0262,3337.6187,1829.9888,4983.2459,8872.2574,6202.3086,9155.0160,1107.7364,11538.9096,7493.6295,4892.7862,6633.2443,3910.2886,13964.4019,762.6074,4400.1216,2922.5567,10311.2118,4488.2108,4276.0614,13873.3462,2160.3770,3941.4295,3115.3593,4726.6792,2662.0967,1055.9365,3799.1327,8235.7891,4737.1146,3073.2467,1140.9173
1.0052,3.0618,6.8442,10.3411,9.3889,4.6875,7.4948,3.6648,6.2947,1.1718,23.0577,51.0209,57.5162,202.1609,309.1786,4972.2707,4727.2301,1963.0620,5165.0937,5809.1029,5594.4820,6568.8121,3915.5992,5219.4917,7247.1020,5506.0719,5874.4527,6825.7444,1830.4498,7159.8026,2418.3199,5815.4704,6831.4512,4125.0369,6294.4211,6626.6586,5978.9747,3492.0724,570.4958,2887.6969,2059.0092,3727.4014,3525.8713,4366.7108,5405.5328,3062.3147,1715.7426
