237.5160,578.1038,1521.8500,4999.1100,3784.1493,4204.4499,3934.5301,3175.5289,1940.0358,2545.1740,2114.7437,1639.0671,1782.4367,1668.0403,838.6454
1048.2874,2744.2177,10845.5543,35656.4439,16497.5464,18191.5829,22443.3618,18875.9398,13190.6340,26710.0215,14799.0173,6418.5407,6531.7495,13040.6232,8010.9061
353.9530,904.2905,1748.9548,8886.1250,5230.8039,7670.6694,7533.3728,5403.0342,2762.3409,5921.6954,2881.5542,2398.5429,3418.1562,2374.6119,1761.9997
806.8827,1805.3277,6583.7766,37329.6196,19157.6762,24115.1825,25314.3370,19189.8576,8527.6022,27517.2944,8510.4344,5848.6577,4124.5787,8099.5441,8597.6190
536.4620,1526.6934,3335.9055,22132.8449,17858.7687,23064.0600,18693.7840,8513.5105,9384.1520,17187.7149,4354.7913,4281.0734,4600.8829,4723.9945,6434.8636
315.1053,792.4312,2172.2746,10132.1567,5364.9402,7197.3324,7280.9401,5501.9392,2086.1324,7229.5077,1883.8603,2266.0606,1727.5590,2145.0557,2221.7649
409.6483,905.4895,2603.3408,20959.8885,10086.3510,13968.3422,13825.1729,10175.0296,5329.0002,15603.0633,3953.5479,3127.9738,2892.6861,4114.3754,4997.0402
286.8795,696.7500,1816.5678,15901.1100,8380.6322,10137.8029,10272.3924,7581.3450,4071.3031,11576.7262,2339.3200,2471.7624,1747.4117,2893.2771,3761.2242
821.0639,1773.2187,4391.8875,38056.2894,21982.7985,26523.0614,23544.4283,13390.3046,12669.5206,26569.3678,5981.8355,4839.7406,4114.0179,7767.9585,9611.2669
1335.6378,3173.0956,6668.7628,56971.4633,33087.1755,38111.6812,35310.9639,24944.5366,16124.0059,38281.2733,7441.9723,10001.0646,5348.9613,10869.7196,13061.0477
834.8895,2213.9622,5859.9968,47988.6285,25936.4522,31659.7252,31396.2951,22158.8175,12123.9815,34575.9687,6788.5373,7208.1377,4187.6370,8199.2414,11393.6641
934.8118,2398.9950,5645.3448,42860.6798,24782.5728,30409.2594,29343.0772,19201.5151,11885.5302,29893.3299,4673.1257,7460.3776,5504.9102,8462.8578,10192.0249
237.6248,681.0857,1398.2840,7175.7811,5034.1545,6641.8098,5650.3443,2942.8450,2769.0145,4626.3465,1690.7866,1547.3041,1944.1238,2055.8024,1809.0073
