0.0031,0.0560,0.3120,0.0542,0.0498,0.3465,0.1477,0.2389,0.0893,0.0615,0.0282,0.1070,0.2668,0.2303,0.0821,0.1153
0.0445,0.5161,0.9378,0.3153,0.6817,0.9548,0.6516,0.4167,0.4903,0.0929,0.2278,0.4306,0.9661,0.4735,0.2706,0.3232
0.1438,1.2882,1.8550,0.7872,1.7964,1.2540,0.9940,0.3922,1.1519,0.0285,0.5823,0.5727,1.2095,0.1630,0.6876,0.2780
0.6856,17.6972,39.4292,10.7516,25.0352,36.9476,41.1864,35.3689,24.1934,5.6982,4.1008,26.6022,47.1140,36.9358,20.6188,23.7493
76.8169,849.3112,2396.1881,509.7906,1199.9768,2447.6861,1788.0548,1208.6228,984.3037,270.1135,433.4483,1190.4653,2587.3096,1492.0247,649.7599,984.8575
194.0884,3054.0112,6539.9006,985.7549,3735.2057,4188.9916,2392.7363,1163.7633,2448.4945,378.3906,1182.6451,1418.4229,3601.0917,2075.7141,1489.6448,1250.7178
370.4043,3018.1700,7742.4876,2564.1583,6283.2511,3649.0475,6257.6153,2290.1438,5252.4249,243.1887,2287.0195,3657.5239,4926.1974,2516.6151,3086.1472,2438.8829
886.5963,10305.7882,39149.9413,11373.4431,25874.7594,34780.2019,34336.5733,27269.6919,22655.0470,3161.9807,2531.0674,21619.6566,40444.4627,24316.1363,15965.2646,17500.3708
1573.9106,14556.4548,36650.6055,16087.2944,37881.0521,36656.3180,58411.1777,34305.5798,32521.8670,1780.1245,8515.4211,37768.1782,63508.6728,36122.2033,23606.5664,29074.4965
1569.9887,14644.0156,40660.3904,16218.1441,38993.9987,38940.7668,60574.2390,37952.2788,33214.2800,2289.4121,8230.4515,39174.2002,66229.0385,39548.4338,25660.0707,30980.5266
1126.7828,9264.0616,31047.6902,12234.6442,30992.8067,29757.9612,44335.6663,27463.7787,26332.5012,1431.0064,5787.3424,28838.0469,48309.4486,27753.3243,18744.3736,22364.0899
651.2815,6661.2541,17891.8913,7945.3200,17706.8177,16528.4990,29558.2725,16065.5110,15132.0310,752.0659,4735.9231,18897.8815,31856.6930,17832.1053,11280.3551,14485.6417
825.1671,9757.4784,24653.6167,9386.4870,25074.4191,26244.1878,37777.1086,25922.6958,21830.0862,2015.1661,4397.2987,24898.2997,42230.4037,26725.7989,16968.0848,20150.7827
1449.8572,12262.2177,43813.7112,17159.9915,42508.6035,43236.8260,63444.3699,39843.3620,36329.1647,2479.8536,7928.4504,41160.6600,69760.7440,40841.4352,26569.8348,32164.4793
1152.5150,9781.4546,34837.6383,14245.0180,35264.1883,33118.0154,51439.7123,30812.6657,29620.1406,1398.1746,6969.4514,33196.7240,55660.8818,31504.8262,21203.9807,25569.0567
833.5964,8430.0099,26797.6543,10305.8639,26361.5680,26949.7656,39448.1861,25645.2647,22689.6685,1640.5790,4862.8905,25734.7254,43596.8944,26219.5911,16989.0705,20383.5060
902.3494,8887.1041,24744.5333,11695.7955,25802.4820,22647.7198,42024.4423,22050.1415,21664.4638,710.6434,6989.8064,26836.6918,44806.6723,24568.0902,15981.6484,20366.2005
937.3598,8356.4410,32859.8440,11950.2542,29338.9191,32374.0279,43377.0477,29461.6465,25406.0990,2223.2182,4702.2356,28289.2699,48580.7985,29422.3695,18915.3216,22543.3757
742.1409,5270.3463,21819.3866,9140.9024,21811.7302,20482.7204,32358.4519,18611.4347,18245.1844,825.7446,4673.2759,20795.7453,35037.7010,19364.3684,12901.0652,15870.8103
408.4783,3768.3244,7710.1814,5098.5507,11396.1165,4498.5784,17183.1687,5658.7615,8616.6881,756.5766,4360.2673,10760.1774,16620.0925,7189.1644,5965.8680,7497.5820
