0.0020,0.0099,0.0489,1.1784,1.2698,3.4855,5.1564,16.5854,10.5768,11.3032,11.0850,10.2437,6.6207,3.0625,1.4435,4.9752,5.9604,2.9148,3.1631,3.3830,2.8834,2.0401,2.1501,1.5648,1.2763,1.5495,2.3462,2.3845,1.8177,1.8820,2.1545,1.7636
0.0076,0.0727,0.7535,3.8989,13.5671,5.3229,50.1867,39.1031,53.6629,47.0481,37.1560,29.4097,18.0805,4.9470,8.0710,25.2349,16.4182,9.6284,11.2083,11.3639,9.1014,5.4948,6.6688,7.0277,5.0723,7.0734,9.4531,7.7100,6.4397,7.2247,7.8321,5.0709
0.0568,0.2893,3.1463,30.5688,75.6121,56.1200,192.2013,101.8592,93.4569,41.9155,53.2966,34.2843,13.8533,8.7335,9.0364,21.2564,15.5440,7.9173,9.0132,6.5889,7.4862,7.9116,4.7608,4.0525,6.9997,6.1938,8.7443,7.4932,5.6008,5.3651,7.5492,4.4202
0.2594,2.3627,32.8350,212.4615,577.7792,490.9587,1310.6687,1324.9023,1388.8914,1058.2145,952.0526,804.7699,445.9166,170.9657,173.2043,578.6790,436.9485,239.8953,286.6306,269.7034,226.8222,160.6675,164.2362,148.1378,115.0304,181.7813,223.1612,197.2404,154.7780,169.1657,201.2091,126.7303
1.1646,10.4192,132.8396,911.2957,3180.2637,2434.1648,8081.5190,6546.1510,7244.6482,5255.1379,4446.8021,2626.1490,2165.7839,944.0202,769.3458,2187.5522,1564.4562,911.2092,943.1293,1176.3840,855.6614,518.5482,686.1085,631.8346,677.8902,768.1780,936.2130,727.2873,596.0584,661.8002,700.2993,479.8074
3.1427,18.8539,216.5902,2013.1956,4699.3810,3924.7644,11863.2164,16813.7080,15014.2757,10925.5841,7954.1239,7114.3042,5198.5671,2462.5123,1658.6623,5069.1715,4695.9305,2423.8396,2524.5284,2900.0500,2384.8720,1626.0269,1811.3033,1429.6201,1101.9509,1633.7566,2242.7741,2029.8605,1578.3612,1677.0120,1900.0987,1387.0947
5.6346,42.4197,505.8306,3107.2555,9965.2466,11751.2772,40744.8097,52152.2629,50691.1602,52393.4617,48769.2965,37584.3602,25311.7196,9629.1776,8205.4043,23452.7964,21159.5775,11568.9923,12599.6685,13487.8964,10840.4838,6702.0171,8091.5406,7447.9511,6451.2104,6756.5410,9805.4348,9115.5734,7232.1265,7844.1370,8385.8056,6436.7598
6.1611,43.0960,414.6938,3048.2701,7373.6585,8867.4759,32739.9372,48691.1585,43697.6053,42059.0530,35757.7121,30160.4829,20234.6275,8212.4958,6088.4181,19385.8928,17666.0259,9355.0984,10377.6706,11143.4003,9071.9170,5867.7093,6815.7160,5812.0281,4585.7890,5913.3478,8320.8176,7567.6436,6005.1284,6479.9335,7100.3024,5330.2952
1.1131,16.3889,164.0767,551.1459,2433.6328,1294.1125,11719.2988,3223.8392,10219.0250,10987.9137,9772.8190,5817.1210,3884.4059,506.4362,2231.7419,5993.0256,3031.3958,2044.2419,2369.4536,2373.1215,1765.7917,868.2296,1284.2492,1737.8837,1498.4906,1518.7825,1984.8915,1551.5239,1336.2932,1585.8086,1580.4057,956.7929
1.0776,6.4298,62.4124,891.0219,2265.2956,3032.6265,6211.1398,10905.1236,7598.0095,8180.8895,8441.5763,7145.3159,4738.4465,2183.9476,1072.2544,3279.7004,4007.1108,2005.2609,2140.6581,2323.8426,1936.3956,1306.9544,1453.4354,1109.9361,1012.6212,1021.1993,1555.9590,1599.6010,1217.8497,1270.7248,1415.9413,1194.0463
