0.0529,9.0895,6.2742,9.4927,10.8196,10.3818,9.0269,4.8212,4.8155,3.2245,0.1944,1.7579,3.8388,3.9635,5.4583,0.6943,2.5918,6.2911,0.5643,9.1919,5.3294,0.3169,7.2456,5.5932,3.7590,2.4961,2.2078,4.6835,3.7684,0.4747,1.3649
2.6578,11.7022,43.2294,32.0165,39.2254,35.3576,23.2533,5.1912,11.8794,17.2464,9.8268,3.1953,14.9523,20.1314,8.5452,9.9677,14.2370,9.4213,10.1031,20.4743,12.0444,30.7001,14.7882,6.1017,13.6232,16.7910,13.2559,11.0570,2.2111,8.8426,4.2323
13.3309,82.4837,118.3429,98.1264,85.7429,51.1622,81.1659,26.3920,37.9807,40.2633,9.5943,14.9223,17.2800,53.3522,38.3722,23.3434,29.1824,46.1206,40.1850,24.7505,42.1566,31.8252,12.3545,29.3354,53.0010,34.7665,15.8895,20.3419,31.9181,6.4826,6.4067
68.1150,633.9006,1138.3507,956.6145,1080.1668,883.4996,581.8599,229.7164,406.9568,512.0723,201.0900,162.2080,337.6392,628.1596,380.0184,218.5113,290.6724,320.6889,324.6725,581.6487,424.3502,508.4082,401.1041,255.2682,518.8105,435.3883,241.1562,281.0280,174.7827,157.6079,101.1529
367.0268,3846.0861,6877.5580,2744.6422,4394.2713,3625.3271,4815.9675,1420.8598,2133.7205,2521.9479,864.9723,521.3546,1420.8433,2069.9894,1797.0917,1077.9609,1490.0633,2446.8554,1937.3191,1888.3695,2265.2514,2696.3832,1983.5286,1497.1455,2368.5080,2235.9940,1543.2650,1530.5245,1235.8496,828.3309,637.8231
517.6532,8465.1723,12508.5396,8000.0404,8667.9002,7765.6783,8725.9069,4062.6046,4327.7326,5121.6715,1009.2912,1723.9075,3374.8286,3128.0637,5457.0400,1176.8773,3352.1674,4870.9992,2422.7202,6764.2391,5573.0565,1910.0646,5486.1702,4120.5179,4548.4639,3860.2171,2663.1929,3321.2128,2763.9577,736.6532,1065.9050
1127.0109,29613.3935,41121.2144,36181.0197,48097.2071,43289.0404,38298.9723,12643.6901,17647.9974,16418.1831,6104.9238,3657.3173,17186.6785,19650.1896,13629.1036,3269.4465,13674.6378,20714.0780,8974.3628,29106.7948,18751.7814,21806.7327,24093.4186,14215.1441,13373.5325,15230.4133,13392.1096,16873.9274,10210.8951,7073.2243,5880.6444
1041.2571,23381.1666,32479.6940,27295.3232,36743.7789,33787.2702,28698.1165,11758.0177,14912.8460,14039.8461,4511.0425,4191.3251,13090.2505,12745.2280,13902.5081,2500.8723,10874.4626,16988.6690,5929.3655,25050.8534,15855.6165,12884.1893,20163.0966,13478.0124,13125.5507,12021.6340,10050.8639,13508.4244,8691.6248,4695.7104,4637.0636
757.6530,3391.4928,11493.1786,7281.2538,11380.0309,8956.3258,7188.7704,425.7095,1911.6218,3108.0188,3401.6928,61.2586,3626.5700,5210.9311,530.4528,3457.8934,3280.8051,1141.6600,2776.8680,2889.6984,1293.2680,11344.6341,2328.6904,717.1474,2000.1192,3997.5046,3675.9870,2243.6123,45.0728,3117.8751,1080.1352
61.9750,6881.0911,6141.4783,7084.2504,8264.1528,7502.5739,7289.0986,3413.7438,3653.8252,2646.0332,225.7723,1094.0223,2750.9506,3377.5475,3429.4945,388.4213,1790.8619,4825.3281,989.6906,6067.5675,3902.0746,982.6085,5006.6825,3818.8118,2656.5155,1813.5692,1764.4304,3368.4146,2808.0612,509.0682,1047.9656
