897.0000,896.9998,897.0013,897.0025,897.0319,897.1192,897.3376,896.4482,896.7902,896.7633,898.5399,895.9418,897.1672,897.2244,896.4695,897.6610,896.7195,896.2852,897.0981,897.2998,897.0622,896.9569,897.2017,896.9966,896.8393,897.0454,897.0564,897.0578,896.9561,896.9577,896.8479,897.1065,896.9132,896.9988,897.0130,897.1054,897.0774,896.9311,897.0416,896.9229,897.0416,896.9900,896.9654,897.0382,897.0050
897.0000,897.0005,896.9963,896.9926,896.9064,896.6534,896.0212,898.6323,897.6180,897.6997,892.4998,900.1182,896.5106,896.3460,898.5657,895.0683,897.8345,899.1162,896.7280,896.1291,896.8211,897.1281,896.4097,897.0139,897.4750,896.8739,896.8419,896.8323,897.1298,897.1243,897.4469,896.6879,897.2551,897.0042,896.9622,896.6908,896.7728,897.2022,896.8781,897.2267,896.8781,897.0294,897.1015,896.8879,896.9855
897.0000,896.9990,897.0070,897.0180,897.1885,898.4615,899.8552,894.1175,896.4881,895.8930,905.5350,891.3263,897.9351,898.3940,894.1673,900.6638,895.5393,893.2033,897.6337,898.6807,897.3921,896.7793,898.1074,897.0054,896.1421,897.2896,897.3516,897.3419,896.7668,896.7715,896.1752,897.5831,896.5285,896.9966,897.0749,897.5759,897.4225,896.6254,897.2282,896.5815,897.2287,896.9464,896.8120,897.2084,897.0270
896.9999,897.0100,896.9373,897.0520,895.8800,927.7005,935.1202,947.9099,934.8549,922.4538,823.2693,969.9963,889.9891,896.8074,938.9619,870.2069,930.2383,962.7323,916.1618,893.5548,900.6557,902.0823,888.1563,903.4728,911.0463,905.6477,905.6957,897.2738,901.0180,899.7413,906.1035,891.7454,902.1390,898.0924,897.0536,891.4593,892.7436,900.9517,894.8681,901.7977,895.1332,897.6431,898.9825,894.9146,896.7315
896.9999,897.0115,896.9330,897.3392,901.5843,1426.3446,1623.4147,981.8231,1272.1484,986.0757,857.9339,1009.4202,900.2640,984.8765,956.6093,888.0825,939.1350,983.5510,935.8616,896.8479,921.8591,907.3695,888.1369,908.7826,914.4354,912.9613,912.5980,907.3554,902.4708,900.3353,908.1379,891.7068,903.0085,898.3789,898.1174,891.2570,892.5711,901.4092,895.4626,902.3115,895.3203,898.0810,899.2455,894.7902,896.7109
897.0000,897.0000,897.0188,897.6769,912.6317,2483.6255,3415.0654,975.2224,1954.9058,1056.1458,1039.0299,966.1055,928.8087,1145.8440,924.4031,959.8860,907.8330,936.7753,949.8595,908.2782,951.0903,909.7798,901.1575,909.9609,900.9415,916.9355,912.5893,923.9036,899.4891,897.5138,898.8032,899.2133,897.2706,897.4851,900.0360,898.7918,898.2985,896.6201,899.5102,896.4935,898.3304,897.9239,896.9027,897.5277,897.0563
897.0021,896.8074,898.4810,901.7523,961.9360,29949.0931,10659692.9503,307867.8162,17963.4127,13489.3922,135291.6272,11158.5927,3990.1832,65425.7612,35088.6895,77594.9786,206447.6849,740664.0428,2078131.8037,181785.4803,12145.7763,4306.8938,5421.1615,18902.2270,10187.2298,92521.2599,85041.4172,4367.8625,2471.0834,1140.0439,1141.3299,1728.0591,1006.7278,1940.0780,1637.4622,1324.9390,1017.2866,898.9658,1064.7985,1218.1592,1343.6819,931.8283,897.8452,973.0600,908.6931
897.0001,897.0807,896.4803,896.8752,888.6709,8636.4925,1661414.6432,2503465.4038,14020.2312,76050.3400,12884.6413,344302.5723,3629.7359,51870.5439,346073.0258,100549.9719,1955635.7995,14679789.8934,9933534.2663,551716.7352,39878.8109,8060.8669,6674.4093,54230.4233,32100.5653,331100.1645,387608.9024,9157.1556,4256.9772,1435.4535,1804.6139,1790.3798,1315.3238,2733.4710,2047.6953,1242.9583,901.2901,1064.1525,1039.0668,1689.9147,1504.0748,974.5804,975.6804,926.9043,904.2050
897.0001,897.0393,896.7528,897.0804,894.8980,9260.3034,532767.8638,319267.2871,6641.6931,18725.6983,8976.8378,37942.4620,2469.1297,21925.4659,60880.7331,20744.3646,216809.4379,1026443.6853,963451.2027,85605.9792,10742.0042,3722.2959,3429.1708,14188.9834,10590.0371,55953.9810,58403.2025,3801.1748,2371.6915,1183.4609,1351.6720,1392.0330,1116.0408,1807.9806,1489.2771,1100.3101,902.8348,986.4338,981.9828,1311.8326,1219.3842,940.4750,940.2152,915.7443,901.3163
896.9997,897.0491,896.6522,896.4087,888.6944,1309.6247,3241.4132,4124.7101,1315.5011,1909.7315,949.1019,2690.8840,1001.2884,1551.1927,2713.5283,1488.6545,3720.5546,6436.0836,5272.4344,2447.5010,1481.2904,1154.5030,1068.4529,1567.5919,1521.6506,2250.8042,2319.5624,1151.2314,1061.9347,944.3652,992.0428,928.9742,947.3345,999.7661,962.7866,896.4696,878.6357,926.2946,897.4904,968.0308,926.8682,905.3586,911.4378,889.9891,896.3385
