1053.4352,1054.2437,1106.8790,1110.7635,1211.9200,1227.3834,1074.4672,1063.7168,1082.6963,1051.2062,1099.8954,1097.4284,1069.5866,1058.5228,1088.9616,1091.9497,1098.9017,1046.3424,1051.9401
1053.0683,1068.0053,1095.4585,1053.7795,1105.3143,1083.3342,1046.8516,1065.0467,1071.2821,1041.1624,1060.8440,1071.8237,1061.4253,1047.5910,1063.3501,1073.8739,1054.9721,1037.2160,1049.2940
1052.4406,1140.8502,1140.4457,1486.6724,1316.7146,1233.2195,1126.6337,1088.4412,1135.0654,1086.7709,1147.0385,1122.6928,1074.9048,1079.6066,1097.0044,1089.8265,1105.3580,1072.1551,1055.5199
1052.6344,2007.6385,1328.4150,6577.7292,5080.7066,3545.8804,1803.3385,1247.4563,1685.5975,1610.1154,2523.7819,1739.4784,1282.9838,1443.4881,1402.4723,1459.5429,1720.3200,1289.0593,1100.5157
1059.4864,2527.2015,3245.7072,176500.6222,137342.1827,303312.7590,14754.3203,1426.3391,4958.4144,5412.8767,26900.6937,8100.9600,2468.8556,4209.7891,5318.6419,4554.0463,15025.3571,3024.5017,1455.5642
1067.1641,1727.4718,5617.4452,225863.7837,89901.0170,479632.0830,18760.4074,1523.4620,7863.4259,3994.0589,24480.6647,10601.4930,2420.8747,3521.4860,7171.1621,4390.2043,16263.2132,3005.5918,1449.1491
1026.3133,1552.6589,819.1757,36006.3297,5400.8474,4891.8315,3719.0903,1014.0018,1738.0632,2520.1250,3015.4917,1539.1442,1101.7053,1912.5355,1591.9585,977.3830,2560.7693,2447.6483,1246.8527
1071.3792,1741.8087,3588.1937,7951.2242,14564.7331,18301.3514,3312.3735,1431.8145,3779.9842,1329.3983,3773.1763,3292.4276,1479.3573,1388.4211,2500.5755,2104.5014,2726.9584,1262.9935,1105.3790
1047.8322,2922.5138,1605.9922,8998.0232,3080.4442,1218.3088,1635.3397,1473.1354,2015.6427,1550.1844,1873.2484,1489.1619,1205.5724,1354.6791,1196.9486,1222.3589,1125.4912,1262.1963,1074.4831
1083.4438,2688.3110,52646.2577,24697268.7429,149885365.7213,155982582.2512,314860.2884,3002.3846,151419.9121,14451.8223,291272.8154,141108.6794,5729.2198,13110.8630,121776.7905,16105.1981,358924.6015,25000.0555,2827.4367
1043.1253,3407.7234,6971.5830,34693621.2147,12507170.6531,30401137.3691,239746.5062,1695.3793,29730.3469,35768.7601,352248.7980,49951.7722,5215.1076,21333.2204,43627.2080,11402.1958,252786.5340,25317.6233,2821.5542
1081.4136,2380.1682,76745.8519,279626798.3122,1113436676.0397,2153751921.8630,1186833.3344,3216.2866,249983.5862,50602.8663,1585480.6144,362580.7698,10731.6214,38745.5455,316454.0742,38966.1153,1797125.6995,60564.0159,4172.3483
1033.9488,2388.4715,2646.2063,4307416.9506,241630.9549,910927.0528,53795.0148,1411.0555,11734.4242,11760.8815,68617.1955,15995.8424,2688.5130,7544.1715,11636.1026,3928.8469,36947.7231,8691.7175,1877.8971
1056.7338,3594.8918,14829.2473,102284751.3205,95197742.3945,334908667.9727,645552.8544,2053.4748,59006.1896,68310.0495,1242063.9532,130399.2955,9255.8977,40501.5956,102527.7318,28304.2624,846367.3344,38918.1897,3567.0825
1052.8537,1782.6173,6887.8602,2833465.0592,4414023.6414,5322792.1506,65771.3835,1716.5170,19282.0777,11023.6374,73864.4596,23586.1907,3240.0431,8344.8124,24515.2735,6244.2896,79086.1843,12261.5199,2127.5654
1073.0669,2031.8094,10816.3505,2478721.6420,5862187.5220,21302958.3023,92749.2846,1773.6245,20063.1740,15076.9202,180537.5278,41471.8980,5126.1598,11794.8927,31754.2711,14040.5494,140221.4386,9773.4199,2220.8325
1066.2262,1279.1844,3055.1646,36418.7105,55107.7702,125297.9512,6751.2013,1301.4820,3548.1379,2821.1523,10748.9501,5367.1312,1941.8822,2610.4054,4414.7574,3226.2380,8788.1964,2218.6296,1317.2668
1076.1353,2857.5929,68182.1259,1426296869.7937,2433593148.6875,10796761631.0255,3262861.8730,3506.6301,370233.0767,114046.2322,5668054.1480,726213.1581,15773.6724,74965.0649,578461.6542,65221.4206,4672331.6688,104901.1538,5256.7395
1043.4842,2010.1431,5822.8449,8225507.2495,5500554.5763,9608858.8272,119205.1716,1643.3734,22418.9975,18738.4427,142927.5918,30167.3629,3774.9407,12431.5039,29626.8423,7329.7338,124715.8290,17347.9316,2396.8319
