948.6129,943.0115,945.4495,967.5057,926.5328,954.8889,976.3046,940.2003,954.8123,932.1593,953.0559,939.6531,949.9197,936.8935,957.6274,946.1619,951.6980,931.3782,955.5612,955.4472,932.1692,946.9346,938.1645,945.1747,953.1858
923.0939,960.5325,1057.5851,923.7686,1234.0590,942.6503,831.8378,1072.3075,991.0369,1045.5095,932.1611,1017.3970,924.9239,1003.0508,884.2332,955.6281,981.1306,1133.3757,917.6981,930.4029,1101.1711,973.6081,1001.1445,979.7409,904.8817
978.9971,951.7324,1616.9120,1926.9369,1607.1028,1251.9398,1597.5301,1245.9254,1682.5638,932.0259,1165.6825,1118.0971,1028.7475,918.9816,1103.3101,1037.9998,1459.5939,1184.8744,1196.6351,1226.0269,1158.6432,1123.2692,951.4266,1084.1214,1040.3477
1186.4341,1178.9270,957444.0692,7246940.2360,18579312.1785,1621943.5993,2806228.6042,4568809.1983,3706850.3697,4158.3460,258508.5732,4849.0557,7358.2872,1277.4380,34407.3046,14480.3768,2725734.9944,8066611.0301,226827.5639,928533.3385,850464.0195,444951.3227,4827.6267,189684.2168,15884.6581
973.2509,963.9404,2112.5131,5774.2422,3294.5609,2217.2832,3602.3064,2752.0887,5389.6115,1044.8136,1798.4344,1429.0111,1178.5673,954.7059,1299.6304,1285.5637,3350.6025,2491.0637,1898.3400,2073.9056,2177.7165,1600.2354,1076.6832,1569.1317,1190.4292
974.4045,995.3133,8899.8136,13606.8247,81476.3050,10698.9051,20090.9647,18512.5215,31648.5341,1577.9055,7442.5148,1602.2121,1738.0213,1075.0344,3107.0239,2321.9824,30270.1648,29885.6048,7441.0792,11562.0520,17283.2097,7725.0724,1623.0290,6012.0085,2258.6995
1028.2632,951.1988,7697.9833,7168.2460,23299.2701,5068.8007,11872.0941,6013.2268,10838.8840,1074.1245,4089.6464,1366.8663,1481.7338,900.2600,2605.5077,1681.9111,11476.4674,7564.9722,4313.7407,5775.6779,5652.7282,3913.6392,1176.6151,3116.3044,1860.2200
1033.0489,1036.5799,25575.0857,412795.0464,291438.3089,100788.6129,265502.9309,251706.3537,443037.6441,1920.8645,33714.3083,2535.6524,3534.1237,1106.2418,7399.8018,5659.5426,173301.8904,263763.1376,36932.9887,77943.5633,74042.5438,30049.2425,2605.8785,25207.8790,4892.3669
940.2004,1011.3767,4672.7480,19221.5298,51746.7165,9002.9692,16827.7723,17105.2315,33263.0995,1632.2541,5985.5908,1788.0432,1661.7583,1142.8282,2325.7081,2298.7500,22594.5099,24121.7720,6372.6679,8837.1542,15180.6223,5393.0043,1696.9487,5102.9881,1904.6851
1211.0111,1164.7417,579878.8958,14338932.3509,106996881.7395,4790905.8811,23901178.9602,19162688.7732,58620966.4071,5690.9873,1041098.3113,5404.0263,14051.0413,1427.3815,75309.6754,34935.7006,27336701.6443,36948862.4138,1079080.4863,4022345.1606,5499817.4542,959817.6508,8595.5468,569307.8796,32271.6904
1100.7246,918.7423,4248.9277,28338.6057,18070.6423,9846.6401,45201.2881,9086.9174,31656.0021,888.9972,7026.2259,1249.4568,1902.7316,786.4355,3786.7999,2143.8428,22533.5018,9181.4704,8207.0855,10847.7065,6813.3583,5014.5443,1175.8192,4286.5294,2549.5526
948.4274,969.1315,2050.0481,5986.9882,5049.0906,3335.4206,4672.1330,4821.7297,6485.5041,1143.2750,2354.7073,1232.6570,1229.6643,1003.8483,1430.4640,1417.7864,4346.0218,4880.6999,2429.5216,3032.9479,3302.3168,2208.3086,1190.7304,2152.0077,1306.0257
952.3413,950.5928,1464.3688,1934.5448,2609.7711,1711.1935,2097.3114,1995.7734,2280.7812,1007.4440,1491.8903,1017.0421,1061.1870,955.5603,1197.0532,1120.0448,2116.7680,2129.7777,1499.7595,1707.1321,1757.4966,1473.5253,1028.7951,1400.0147,1118.2882
1019.2278,950.6418,5673.8011,8429.0877,23129.9515,6336.8926,14138.6584,7977.0550,13275.7600,1106.5867,4733.6418,1269.6867,1541.6486,911.8347,2733.7427,1784.8276,13254.8866,9975.6910,4931.7317,6985.7908,6632.4613,4543.6690,1230.6363,3627.5479,1975.3895
929.5940,983.7932,2807.8547,3977.4656,12427.9199,3116.9853,4213.9088,4784.4189,6560.5627,1307.0825,2533.8613,1308.2749,1212.0057,1068.4635,1486.8252,1451.5906,5892.9152,6421.4410,2553.8522,3201.5751,4784.1969,2554.8159,1280.9159,2359.5056,1317.8216
955.7282,950.2894,1592.6421,2188.7595,3037.8506,1898.0974,2431.5289,2258.2343,2635.8603,1011.0176,1621.5129,1024.7054,1087.4694,952.6589,1260.1513,1156.3680,2406.2124,2398.8413,1634.7236,1897.9869,1931.6769,1588.5154,1040.9810,1500.5882,1159.7615
