907.8828,907.7920,908.1182,908.2342,908.2393,908.0721,907.9781,907.7671,907.9652,907.7508,908.1869,908.8803,907.4410,904.9654,906.4987,918.5459,935.7617,913.5270,928.5930,923.2821,911.7709,909.3495,1000.3260,898.0804,975.1421,969.2294,959.5706,1007.9735,788.9624,1043.9145,905.0597,992.7761,912.9306,924.4366,977.4937,886.0136,979.9684,926.8745,881.4092,897.7531,898.6468,961.5343,924.3617,898.0757,952.6199,920.1358,920.6518
906.9252,906.0925,909.0882,910.1625,910.2076,908.6641,907.8078,905.8701,907.7105,905.7213,909.8203,916.3209,903.3580,889.5926,913.6859,43011.1947,11983.2285,1646.1815,64499.7486,421070.8207,7496.7137,829442.6610,10747.1953,1291171.2822,2769549.6614,313866.6690,586455.2104,752752.9603,34060.2439,223549.8477,7874.6107,171519.6935,1643172.2840,42950.3319,376292.3846,5023335.1639,105357.1673,24288.5125,1035.5179,13857.6304,3410.9571,15242.2232,23398.3419,162449.1568,186096.6147,11804.3697,2448.5854
908.5923,909.0504,907.4063,906.8326,906.8030,907.6381,908.1208,909.1820,908.2129,909.2668,907.1846,903.7837,911.2713,934.7858,939.3035,84188.8174,13848.4915,1698.5974,88053.6620,2117477.2739,7456.9657,4720806.2953,4022.3380,8918731.1462,5842068.2593,400107.1146,1212832.5748,609187.4744,647066.8290,67564.2172,12486.8301,127348.5643,8672845.0566,72530.4192,425630.9413,72082117.1325,88943.4072,35044.1735,1705.0901,29977.2039,5597.4324,11740.0513,36047.1119,631575.1930,293500.0502,16746.0419,2465.3553
907.7833,907.6145,908.2223,908.4460,908.4533,908.1360,907.9699,907.5764,907.9696,907.5456,908.4656,909.9141,907.7460,913.4705,928.6209,56468.2500,11707.3368,1730.3090,84805.6857,688249.8501,10750.4213,1530776.9636,6069.0183,3334678.4497,3896531.2770,342252.1492,723316.8820,728667.0050,161178.8026,122697.3121,10264.7995,139323.9874,3526422.4035,53732.9361,376257.6725,16900912.4257,91318.3559,28837.8025,1362.2194,19448.4233,4105.3608,12036.0436,26848.0374,315872.1771,217764.4698,13381.7030,2390.5457
908.6982,909.2392,907.2975,906.6120,906.5801,907.5715,908.1341,909.3900,908.2204,909.4879,906.9335,902.8605,911.5446,930.2988,924.9971,7763.5495,4345.2193,1115.7385,7606.7066,112083.0405,5499.0769,156559.3741,1426.0475,170583.1824,78441.9626,21020.3391,59724.8353,18106.1550,37516.5326,3608.3705,2902.0086,8638.5643,125693.4962,8128.0599,18098.1881,640019.0475,8159.5733,4850.7711,1289.0260,5075.3538,2227.7445,2878.3318,5555.7738,28293.7169,16197.2869,3469.2267,1304.9166
908.0101,908.0177,907.9906,907.9815,907.9812,907.9943,908.0038,908.0222,908.0079,908.0224,908.0019,907.9999,908.3133,910.1766,911.7183,2218.2420,1620.0642,1027.2234,2366.4835,5072.3420,2169.5497,5500.6075,1247.6108,7739.7333,7523.8401,3506.3744,4454.7262,4303.8626,3339.2125,2512.9562,1420.5044,2659.0600,7236.7781,2092.7674,3524.7300,11959.9454,2339.2093,1803.9956,974.1345,1655.8517,1172.5585,1443.8886,1778.2334,3630.8650,3076.9518,1488.8573,1042.4304
907.9621,907.9326,908.0385,908.0765,908.0781,908.0235,907.9936,907.9253,907.9908,907.9198,908.0680,908.3099,907.9013,907.7665,908.9576,1486.7938,1280.9753,958.1862,1514.9086,2398.5195,1365.5228,2836.0959,1097.7641,2655.0402,2787.7590,1847.0963,2219.3415,2035.8423,1553.7169,1561.1943,1105.9285,1619.2961,2972.5721,1411.0303,1924.6662,3958.6765,1605.2657,1269.3738,925.0186,1217.9206,1032.8558,1182.4030,1286.4085,1811.5191,1767.7162,1168.6524,975.5577
907.7929,907.6324,908.2094,908.4159,908.4245,908.1278,907.9628,907.5891,907.9438,907.5606,908.3483,909.5855,907.0562,904.1541,908.5207,2869.8430,1994.2211,1015.2731,2995.4090,8820.6298,1751.1930,11073.9466,1633.5719,10342.9077,11869.9917,5311.1044,7900.2298,6498.2465,2824.7118,3720.4924,1512.9347,4051.0057,11787.8615,2769.6500,5646.3498,21100.5941,3742.6483,2177.6959,924.7450,1920.4793,1276.3237,1924.0521,2261.1455,4601.1763,4646.1225,1782.9294,1123.8147
907.8642,907.7586,908.1382,908.2772,908.2817,908.0845,907.9786,907.7315,907.9744,907.7138,908.2668,909.0935,907.4487,908.6692,915.1864,10395.8060,4358.0355,1188.6333,11840.9713,74761.6240,2967.8717,121441.9403,2740.7806,140576.8479,152036.4277,32907.7470,64290.1528,46772.9921,17053.2288,14633.1839,3253.2265,18507.4970,156780.0944,10228.7139,35629.5303,483819.0417,15103.4717,6481.7130,1068.4182,5316.9962,2146.8695,4299.2859,6785.1215,30216.7914,25678.1729,4252.5528,1510.3599
908.2653,908.4706,907.7332,907.4735,907.4610,907.8373,908.0517,908.5280,908.0867,908.5656,907.6046,906.0509,909.3320,917.2048,916.1964,4198.7573,2439.4022,1033.8467,4381.1061,23875.9441,2271.0735,31541.1975,1377.7756,32573.9748,24692.1086,8609.4789,16332.6454,9053.1513,9207.5242,3350.2136,1960.4809,5075.0797,31993.5762,4184.4917,8565.8477,89429.0551,4720.4371,2940.3473,1080.7637,2859.9426,1584.4768,2092.0836,3162.0669,9769.4606,7373.4869,2284.5980,1169.7153
908.1310,908.2323,907.8683,907.7401,907.7339,907.9197,908.0255,908.2606,908.0431,908.2793,907.8055,907.0364,908.6502,912.5809,912.1671,2229.7831,1552.7780,969.9272,2292.6827,7153.9796,1441.3245,8313.9321,1163.5024,9026.7811,7727.0671,3742.2525,5647.0958,3965.3743,3679.2264,2066.1889,1415.6044,2657.5535,8681.2745,2266.8694,3707.4682,17473.4571,2446.3581,1829.3536,994.6822,1771.9309,1232.5446,1479.4184,1901.2217,3974.4678,3329.9028,1549.3349,1044.0235
