1057.6639,1047.7069,1068.0488,1087.3568,1049.3740,1120.8683,1119.6972,1149.6667,1051.5038,1230.5561,1030.7394,1288.1368,1140.4603,1114.8194,1043.6981,1159.6917,1167.0227,1129.4676,1098.8196,1129.6517,1147.7057,1086.7955,1093.5196
1056.1834,1050.9491,1076.3954,1112.7831,1066.7169,1084.2785,1140.0396,1098.9437,1075.1558,1160.7221,1071.6745,1151.1589,1094.2082,1052.9112,1054.8542,1077.6239,1054.4466,1083.2134,1064.6604,1027.0531,1066.6403,1052.3449,1067.1000
1054.9442,1064.3074,1136.5102,1255.2141,1181.9994,1207.1873,1450.4741,1192.6349,1284.5038,1337.5252,1495.3115,1280.6808,1235.5769,1160.9281,1185.5150,1164.2021,1210.8060,1241.2205,1137.1212,1221.3390,1186.8921,1121.7986,1089.7042
1064.4468,1156.8978,1862.9329,3275.9268,2569.3879,3672.4283,5321.7051,2167.0592,5061.5038,7494.0812,14159.2189,3480.1134,3409.7369,2311.0851,2683.1227,2538.8140,2771.7336,4828.7312,2090.9752,3533.1253,3095.4567,2010.3564,1422.4749
1108.8353,1158.6514,2212.4178,2971.1057,4383.4279,31804.4099,6861.6178,21968.6247,17509.6083,111411.0515,83884.2047,159439.7029,83339.0310,29923.3689,4706.0170,61310.4397,120007.4645,69656.2226,18413.8200,193843.6522,84048.7426,16523.7815,5910.1123
1138.6623,1083.6148,1809.9814,2004.7682,2235.3784,13772.7729,7402.6443,35387.7607,6537.7991,47470.1076,15111.2929,370923.8659,75567.5963,28963.0054,2404.3297,65461.4676,178806.7824,38486.3247,19683.9245,219084.6906,105638.9621,17030.2323,7041.3904
965.1974,1208.5188,1085.6743,957.7002,2116.7408,3277.7422,2200.3320,1567.0770,4670.1839,1324.2063,30869.9811,976.8716,2384.6480,5216.5152,3509.5531,2616.1794,9018.7096,3279.0284,2245.0991,20225.6974,4277.8591,2949.1305,1304.1272
1137.4638,1079.4964,1885.6402,3531.7538,1660.3196,4366.1520,7327.6784,8103.8011,3134.4164,15720.6508,3639.4371,32022.5959,7260.3115,3551.9290,1678.9588,5423.1015,9081.4659,3496.2470,2990.7988,7693.9425,7611.4747,2764.2933,2363.3569
1048.9594,1273.8084,2421.7934,5696.4681,4036.7281,3102.5485,13395.1894,2248.2700,9907.0733,4466.9472,61588.0017,1549.9795,2479.2541,1728.9884,4348.4357,1263.9963,1472.1262,3585.6740,1512.4353,1959.1263,1506.9145,1464.4871,1103.3744
1286.2808,1254.2933,3327.0855,5196.8629,3673.5604,1299941.5872,1149078.5188,2124109.2709,12616.4130,12562710.0716,33177.5208,108059259.5970,491026.7599,3673093.7438,33244.8248,3831016.0041,78213039.4840,361872.0934,161755.8840,40778802.5870,5694995.0385,206451.4090,63793.4203
1089.7523,1278.0905,1888.1153,1014.6357,7642.1122,478913.3636,47625.7681,291687.6613,79608.3039,775095.0988,2424752.4265,2956599.9836,579416.5227,1894456.9529,30561.9315,1627005.9791,24932876.9735,809420.5006,159813.7181,57190504.2594,3073551.7649,216633.9270,31685.9737
1316.2615,1246.2299,2724.4469,2004.2949,4857.6079,4788699.0626,1085063.9291,7237005.4805,29460.2569,41556172.3331,203241.4213,787041273.5429,3398154.2746,24036310.4829,53967.5957,32162646.7680,945556013.7916,3183199.2028,798364.6110,673854631.8150,49736432.2796,972893.4347,179581.6817
1024.8657,1264.1304,1898.3949,1568.3859,4981.9739,30748.0596,15883.8129,48433.2173,43718.0470,24308.2773,1057996.5359,160751.1183,69031.5177,117874.0837,8737.0541,96713.2858,956234.3988,68936.4140,32610.0009,3078143.3321,282908.2955,45159.8240,8989.9412
1179.6932,1270.8061,2596.7927,1324.8336,12575.2811,1714200.1776,84403.9434,1190523.3814,162512.0665,7575599.0179,4542648.3100,39608079.9827,3661797.1470,7400342.3449,49053.8396,10863322.5742,163649366.9439,5105913.1761,600135.1582,299978553.2940,17643566.1816,648841.5713,81857.6343
1114.0133,1198.3232,1623.3156,1399.6671,3238.9523,152298.3505,77431.8216,141588.7645,10859.4470,388344.7601,67678.1274,1195758.9483,115825.6139,537479.2550,16594.4954,436698.1637,4498409.5088,141522.7160,41524.6402,5150584.1007,524934.2839,53561.8127,15805.5298
1200.6777,1094.2830,2003.9033,1419.3674,4090.2052,205485.6913,22211.7355,300924.2371,20637.4077,1429594.0068,100361.3462,10275852.1055,582387.9615,577445.1777,8610.3840,1336653.5121,7066685.7819,539897.7974,115859.3094,7024259.2819,1623872.5786,104472.0373,29416.0536
1125.2968,1035.0938,1379.8033,1354.6946,1574.0181,10299.4325,3573.8598,16348.9528,3518.8083,35296.7209,6905.0929,128594.9032,20745.3801,15716.3054,1898.5262,28838.9245,58288.7539,16562.4406,8162.8008,56793.2413,32713.3314,7653.9719,4466.0190
1315.6861,1288.6664,3208.5688,1495.6502,7993.7510,7198595.4581,1215112.6685,19742644.3234,120828.7229,54207224.9893,2188554.9653,2074472717.1978,15598662.5741,70231138.8275,76548.5616,109844614.6870,4128429214.9828,11797255.0691,2170270.2931,4792035658.7044,198091860.6292,2737148.9018,336359.8967
1084.1208,1240.5074,1604.0374,1046.1738,4484.3554,209677.0039,55362.8678,165517.8750,26809.7122,342539.7360,391558.8781,1171575.1971,218021.3731,878964.1908,21614.1986,679333.4377,9042694.4532,277073.9911,71493.9994,16287744.4199,1051616.6257,95959.4159,19673.6852
