2000.1137,1999.8549,2002.3977,2000.0780,2001.1230,2000.1005
2000.3696,1999.5477,2029.6114,2037.8634,2021.0153,2005.9325
1999.8114,2000.3306,2132.4596,2569.9330,2032.0081,2028.1757
1999.7163,2000.4358,2109.0693,2498.8524,2017.0882,2023.4140
2000.2868,1999.6544,2037.4474,2133.6948,2008.2642,2006.8600
2001.4003,1998.2728,2121.9685,2394.1923,2028.8070,2019.9448
1999.0233,2001.2592,1996.5192,2064.2021,1996.4599,2003.1747
2000.4960,1999.3936,2050.8358,2156.3009,2012.3730,2008.2058
2000.2216,1999.7704,2088.3486,2359.2786,2016.1470,2017.2208
1998.7197,2001.6426,1984.5955,2041.4156,1990.4333,2001.2628
